country,ISO_A3,spei,date
Burundi,BDI,2.351384,2020-02-15
Cabo Verde,CPV,-2.3080063,2020-02-15
Cambodia,KHM,-1.0246071,2020-02-15
Cameroon,CMR,-0.7535217,2020-02-15
Canada,CAN,0.017269233,2020-02-15
Central African Republic,CAF,-0.3843291,2020-02-15
Chad,TCD,0.10784664,2020-02-15
Chile,CHL,-0.14436883,2020-02-15
China,CHN,0.15196964,2020-02-15
Colombia,COL,-0.7700092,2020-02-15
Comoros,COM,0.6410207,2020-02-15
Costa Rica,CRI,0.23740636,2020-02-15
Croatia,HRV,-1.0062041,2020-02-15
Cuba,CUB,-0.5823932,2020-02-15
Cyprus,CYP,1.7050326,2020-02-15
Czechia,CZE,-0.398129,2020-02-15
Democratic Republic of the Congo,COD,0.26918554,2020-02-15
Denmark,DNK,0.8040314,2020-02-15
Djibouti,DJI,0.23317136,2020-02-15
Dominican Republic,DOM,-0.71541035,2020-02-15
East Timor,TLS,-2.143844,2020-02-15
Ecuador,ECU,0.25799647,2020-02-15
Egypt,EGY,-0.24657363,2020-02-15
El Salvador,SLV,-0.9288133,2020-02-15
Equatorial Guinea,GNQ,-0.6529166,2020-02-15
Eritrea,ERI,0.31483617,2020-02-15
Estonia,EST,1.4946704,2020-02-15
Ethiopia,ETH,0.4368727,2020-02-15
Falkland Islands,FLK,-0.5388686,2020-02-15
Faroe Islands,FRO,0.3021581,2020-02-15
Fiji,FJI,-1.5313259,2020-02-15
Finland,FIN,1.9146345,2020-02-15
France,FRA,0.04235787,2020-02-15
French Polynesia,PYF,0.2853175,2020-02-15
French Southern and Antarctic Lands,ATF,1.1226091,2020-02-15
Gabon,GAB,0.31549317,2020-02-15
Gambia,GMB,-2.480483,2020-02-15
Georgia,GEO,-0.5081795,2020-02-15
Germany,DEU,0.32123032,2020-02-15
Ghana,GHA,-1.8510616,2020-02-15
Greece,GRC,-0.9777361,2020-02-15
Greenland,GRL,0.7918768,2020-02-15
Guatemala,GTM,-0.62926275,2020-02-15
Guinea,GIN,-1.8715808,2020-02-15
Guinea-Bissau,GNB,-2.4415827,2020-02-15
Guyana,GUY,-1.0395031,2020-02-15
Haiti,HTI,-1.004677,2020-02-15
Honduras,HND,-0.34066275,2020-02-15
Hungary,HUN,-0.5952938,2020-02-15
Iceland,ISL,0.8765982,2020-02-15
India,IND,0.6121015,2020-02-15
Indonesia,IDN,-0.6305763,2020-02-15
Iran,IRN,-0.10241361,2020-02-15
Iraq,IRQ,-0.51581705,2020-02-15
Ireland,IRL,1.1424202,2020-02-15
Israel,ISR,1.0285568,2020-02-15
Italy,ITA,-1.2765976,2020-02-15
Ivory Coast,CIV,-1.2777194,2020-02-15
Jamaica,JAM,-0.98737913,2020-02-15
Japan,JPN,-0.06926369,2020-02-15
Jordan,JOR,0.47095606,2020-02-15
Kazakhstan,KAZ,0.24431,2020-02-15
Kenya,KEN,1.7366668,2020-02-15
Kosovo,XKX,-1.4342631,2020-02-15
Kuwait,KWT,-0.911803,2020-02-15
Kyrgyzstan,KGZ,0.7222562,2020-02-15
Laos,LAO,-0.7930579,2020-02-15
Latvia,LVA,1.0966562,2020-02-15
Lebanon,LBN,1.4310071,2020-02-15
Lesotho,LSO,0.67121166,2020-02-15
Liberia,LBR,-0.23868293,2020-02-15
Libya,LBY,-0.34039414,2020-02-15
Lithuania,LTU,0.58154505,2020-02-15
Luxembourg,LUX,0.83134425,2020-02-15
Madagascar,MDG,-0.015196035,2020-02-15
Malawi,MWI,0.44368598,2020-02-15
Malaysia,MYS,-0.7441084,2020-02-15
Mali,MLI,-1.0214431,2020-02-15
Mauritania,MRT,-1.6384047,2020-02-15
Mauritius,MUS,-0.033409823,2020-02-15
Mexico,MEX,-0.20271236,2020-02-15
Moldova,MDA,-1.5659628,2020-02-15
Mongolia,MNG,-0.25980678,2020-02-15
Montenegro,MNE,-1.3261708,2020-02-15
Morocco,MAR,-1.2565289,2020-02-15
Mozambique,MOZ,0.21505587,2020-02-15
Myanmar,MMR,-0.3812065,2020-02-15
Namibia,NAM,0.19786118,2020-02-15
Nepal,NPL,0.70005476,2020-02-15
Netherlands,NLD,0.7939153,2020-02-15
New Caledonia,NCL,-0.68138367,2020-02-15
New Zealand,NZL,-0.31105453,2020-02-15
Nicaragua,NIC,-0.39273775,2020-02-15
Niger,NER,0.03670506,2020-02-15
Nigeria,NGA,-0.24298139,2020-02-15
North Korea,PRK,1.6601146,2020-02-15
North Macedonia,MKD,-1.2773299,2020-02-15
Norway,NOR,1.1613184,2020-02-15
Oman,OMN,-0.8119082,2020-02-15
Pakistan,PAK,0.53382134,2020-02-15
Palestine,PSE,0.78346366,2020-02-15
Panama,PAN,-0.53823054,2020-02-15
Papua New Guinea,PNG,-0.22270828,2020-02-15
Paraguay,PRY,-0.14997172,2020-02-15
Peru,PER,0.23515554,2020-02-15
Philippines,PHL,0.24048129,2020-02-15
Poland,POL,0.17063189,2020-02-15
Portugal,PRT,-0.4697814,2020-02-15
Puerto Rico,PRI,0.9167748,2020-02-15
Qatar,QAT,-0.40287638,2020-02-15
Republic of Serbia,SRB,-1.2539322,2020-02-15
Republic of the Congo,COG,0.39038342,2020-02-15
Romania,ROU,-1.2705327,2020-02-15
Russia,RUS,0.72879434,2020-02-15
Rwanda,RWA,2.0833578,2020-02-15
Saint Vincent and the Grenadines,VCT,-0.19840911,2020-02-15
Samoa,WSM,1.9806663,2020-02-15
Saudi Arabia,SAU,-0.95828795,2020-02-15
Senegal,SEN,-2.4621503,2020-02-15
Siachen Glacier,SIA,-0.1314903,2020-02-15
Sierra Leone,SLE,-1.217213,2020-02-15
Slovakia,SVK,-0.12258755,2020-02-15
Slovenia,SVN,-0.8215141,2020-02-15
Solomon Islands,SLB,0.03802035,2020-02-15
Somalia,SOM,0.098237775,2020-02-15
Somaliland,SOL,-0.21563691,2020-02-15
South Africa,ZAF,0.3821846,2020-02-15
South Georgia and the Islands,SGS,-0.098072655,2020-02-15
South Korea,KOR,1.7918565,2020-02-15
South Sudan,SSD,0.7563452,2020-02-15
Spain,ESP,-0.11292827,2020-02-15
Sri Lanka,LKA,-0.18754496,2020-02-15
Sudan,SDN,0.48237127,2020-02-15
Suriname,SUR,-1.3714463,2020-02-15
Sweden,SWE,1.2537756,2020-02-15
Switzerland,CHE,0.4019809,2020-02-15
Syria,SYR,0.21278214,2020-02-15
Taiwan,TWN,-0.4762592,2020-02-15
Tajikistan,TJK,-0.17964618,2020-02-15
Thailand,THA,-1.630061,2020-02-15
The Bahamas,BHS,0.06819125,2020-02-15
Togo,TGO,-2.095706,2020-02-15
Trinidad and Tobago,TTO,-0.6810458,2020-02-15
Tunisia,TUN,-1.738342,2020-02-15
Turkey,TUR,0.30569297,2020-02-15
Turkmenistan,TKM,-0.6639634,2020-02-15
Uganda,UGA,1.5046043,2020-02-15
Ukraine,UKR,-0.38813138,2020-02-15
United Arab Emirates,ARE,-0.15253477,2020-02-15
United Kingdom,GBR,1.2406155,2020-02-15
United Republic of Tanzania,TZA,1.4200251,2020-02-15
United States Virgin Islands,VIR,1.6380874,2020-02-15
United States of America,USA,0.1888128,2020-02-15
Uruguay,URY,-0.8178988,2020-02-15
Uzbekistan,UZB,-0.8306887,2020-02-15
Vanuatu,VUT,0.053880364,2020-02-15
Venezuela,VEN,-0.93828,2020-02-15
Vietnam,VNM,-0.14336509,2020-02-15
Western Sahara,ESH,-1.7166113,2020-02-15
Yemen,YEM,-1.3011935,2020-02-15
Zambia,ZMB,0.07740073,2020-02-15
Zimbabwe,ZWE,-0.049069624,2020-02-15
eSwatini,SWZ,0.5212356,2020-02-15
Afghanistan,AFG,0.6931971,2020-03-16
Aland,ALA,1.5926753,2020-03-16
Albania,ALB,-1.4509033,2020-03-16
Algeria,DZA,-0.9831075,2020-03-16
Angola,AGO,0.17748307,2020-03-16
Argentina,ARG,-0.5862367,2020-03-16
Armenia,ARM,0.15869918,2020-03-16
Australia,AUS,0.35123375,2020-03-16
Austria,AUT,-0.4394185,2020-03-16
Azerbaijan,AZE,-0.82456225,2020-03-16
Bangladesh,BGD,0.2673618,2020-03-16
Belarus,BLR,-0.77293664,2020-03-16
Belgium,BEL,0.94771755,2020-03-16
Belize,BLZ,-0.897837,2020-03-16
Benin,BEN,-1.4763491,2020-03-16
Bhutan,BTN,1.1218932,2020-03-16
Bolivia,BOL,-0.6061058,2020-03-16
Bosnia and Herzegovina,BIH,-1.3600274,2020-03-16
Botswana,BWA,0.037477218,2020-03-16
Brazil,BRA,-0.106021315,2020-03-16
Brunei,BRN,-1.2749326,2020-03-16
Bulgaria,BGR,-1.0484644,2020-03-16
Burkina Faso,BFA,-0.97684944,2020-03-16
Burundi,BDI,1.7363243,2020-03-16
Cabo Verde,CPV,-2.0411904,2020-03-16
Cambodia,KHM,-0.18395635,2020-03-16
Cameroon,CMR,-0.5003273,2020-03-16
Canada,CAN,0.0022066291,2020-03-16
Central African Republic,CAF,-0.45646447,2020-03-16
Chad,TCD,0.04870328,2020-03-16
Chile,CHL,-0.20866106,2020-03-16
China,CHN,-0.47947043,2020-03-16
Colombia,COL,-1.0022217,2020-03-16
Comoros,COM,-0.85282934,2020-03-16
Costa Rica,CRI,0.97103405,2020-03-16
Croatia,HRV,-1.3005025,2020-03-16
Cuba,CUB,-1.4706582,2020-03-16
Cyprus,CYP,1.1264086,2020-03-16
Czechia,CZE,-0.6691443,2020-03-16
Democratic Republic of the Congo,COD,0.1362984,2020-03-16
Denmark,DNK,0.87511414,2020-03-16
Djibouti,DJI,0.21216477,2020-03-16
Dominican Republic,DOM,-0.85111576,2020-03-16
East Timor,TLS,-2.0425375,2020-03-16
Ecuador,ECU,-0.4186847,2020-03-16
Egypt,EGY,-0.1618074,2020-03-16
El Salvador,SLV,-0.6777938,2020-03-16
Equatorial Guinea,GNQ,-1.1145997,2020-03-16
Eritrea,ERI,-0.119887315,2020-03-16
Estonia,EST,1.12946,2020-03-16
Ethiopia,ETH,0.07443569,2020-03-16
Falkland Islands,FLK,-1.3835278,2020-03-16
Faroe Islands,FRO,0.29212224,2020-03-16
Fiji,FJI,0.1525996,2020-03-16
Finland,FIN,1.7196801,2020-03-16
France,FRA,-0.15890454,2020-03-16
French Polynesia,PYF,0.21981478,2020-03-16
French Southern and Antarctic Lands,ATF,-1.3585685,2020-03-16
Gabon,GAB,-0.041705966,2020-03-16
Gambia,GMB,-2.3181856,2020-03-16
Georgia,GEO,-0.09919525,2020-03-16
Germany,DEU,0.48660326,2020-03-16
Ghana,GHA,-1.1107943,2020-03-16
Greece,GRC,-1.4269544,2020-03-16
Greenland,GRL,0.52058136,2020-03-16
Guatemala,GTM,-0.8464216,2020-03-16
Guinea,GIN,-1.6057055,2020-03-16
Guinea-Bissau,GNB,-2.334665,2020-03-16
Guyana,GUY,-1.4917799,2020-03-16
Haiti,HTI,-1.3213365,2020-03-16
Honduras,HND,-0.51915264,2020-03-16
Hungary,HUN,-0.85724056,2020-03-16
Iceland,ISL,1.1833501,2020-03-16
India,IND,0.63056034,2020-03-16
Indonesia,IDN,-0.6040041,2020-03-16
Iran,IRN,0.17153935,2020-03-16
Iraq,IRQ,-0.24226739,2020-03-16
Ireland,IRL,1.2067097,2020-03-16
Israel,ISR,1.2114725,2020-03-16
Italy,ITA,-1.3651572,2020-03-16
Ivory Coast,CIV,-0.5826925,2020-03-16
Jamaica,JAM,-1.2082013,2020-03-16
Japan,JPN,0.1353773,2020-03-16
Jordan,JOR,0.80345225,2020-03-16
Kazakhstan,KAZ,-1.0192921,2020-03-16
Kenya,KEN,0.93121064,2020-03-16
Kosovo,XKX,-1.0949817,2020-03-16
Kuwait,KWT,-0.9859362,2020-03-16
Kyrgyzstan,KGZ,-0.41315463,2020-03-16
Laos,LAO,-0.2604136,2020-03-16
Latvia,LVA,0.6522181,2020-03-16
Lebanon,LBN,1.25476,2020-03-16
Lesotho,LSO,0.8503797,2020-03-16
Liberia,LBR,-0.3939913,2020-03-16
Libya,LBY,-0.32933852,2020-03-16
Lithuania,LTU,0.19045591,2020-03-16
Luxembourg,LUX,1.0428126,2020-03-16
Madagascar,MDG,-0.19719833,2020-03-16
Malawi,MWI,0.10715969,2020-03-16
Malaysia,MYS,-1.2207272,2020-03-16
Mali,MLI,-0.9431177,2020-03-16
Mauritania,MRT,-1.5233581,2020-03-16
Mauritius,MUS,0.35482866,2020-03-16
Mexico,MEX,-0.16032177,2020-03-16
Moldova,MDA,-1.7860701,2020-03-16
Mongolia,MNG,-1.284465,2020-03-16
Montenegro,MNE,-1.4565862,2020-03-16
Morocco,MAR,-1.2831382,2020-03-16
Mozambique,MOZ,-0.35585222,2020-03-16
Myanmar,MMR,-1.0282372,2020-03-16
Namibia,NAM,0.18251786,2020-03-16
Nepal,NPL,0.7515026,2020-03-16
Netherlands,NLD,0.87914044,2020-03-16
New Caledonia,NCL,-0.50340146,2020-03-16
New Zealand,NZL,-0.67811126,2020-03-16
Nicaragua,NIC,-0.2658997,2020-03-16
Niger,NER,-0.31373906,2020-03-16
Nigeria,NGA,-0.36586416,2020-03-16
North Korea,PRK,0.6498924,2020-03-16
North Macedonia,MKD,-0.96438736,2020-03-16
Norway,NOR,1.1459194,2020-03-16
Oman,OMN,0.68609494,2020-03-16
Pakistan,PAK,1.2726027,2020-03-16
Palestine,PSE,0.9564807,2020-03-16
Panama,PAN,-0.60260075,2020-03-16
Papua New Guinea,PNG,-0.19602767,2020-03-16
Paraguay,PRY,-1.0973088,2020-03-16
Peru,PER,-0.04428324,2020-03-16
Philippines,PHL,0.09715926,2020-03-16
Poland,POL,-0.3196271,2020-03-16
Portugal,PRT,-0.7936096,2020-03-16
Puerto Rico,PRI,0.97824025,2020-03-16
Qatar,QAT,-0.2706529,2020-03-16
Republic of Serbia,SRB,-0.775928,2020-03-16
Republic of the Congo,COG,-0.030610386,2020-03-16
Romania,ROU,-1.034007,2020-03-16
Russia,RUS,0.7193478,2020-03-16
Rwanda,RWA,1.6748164,2020-03-16
Saint Vincent and the Grenadines,VCT,-0.89607954,2020-03-16
Samoa,WSM,1.8758457,2020-03-16
Saudi Arabia,SAU,-0.5242019,2020-03-16
Senegal,SEN,-2.2375686,2020-03-16
Siachen Glacier,SIA,-0.20480219,2020-03-16
Sierra Leone,SLE,-0.7661868,2020-03-16
Slovakia,SVK,-0.78385115,2020-03-16
Slovenia,SVN,-1.1641362,2020-03-16
Solomon Islands,SLB,0.03676895,2020-03-16
Somalia,SOM,-0.045325324,2020-03-16
Somaliland,SOL,0.111881636,2020-03-16
South Africa,ZAF,0.070973925,2020-03-16
South Georgia and the Islands,SGS,-0.34912926,2020-03-16
South Korea,KOR,0.99390936,2020-03-16
South Sudan,SSD,0.43969107,2020-03-16
Spain,ESP,-0.20917235,2020-03-16
Sri Lanka,LKA,-1.6051265,2020-03-16
Sudan,SDN,0.25728267,2020-03-16
Suriname,SUR,-1.6717565,2020-03-16
Sweden,SWE,1.2956389,2020-03-16
Switzerland,CHE,0.18121086,2020-03-16
Syria,SYR,0.21562155,2020-03-16
Taiwan,TWN,-0.17746161,2020-03-16
Tajikistan,TJK,0.15152512,2020-03-16
Thailand,THA,-1.0172791,2020-03-16
The Bahamas,BHS,-1.4909381,2020-03-16
Togo,TGO,-1.5547467,2020-03-16
Trinidad and Tobago,TTO,-1.0088729,2020-03-16
Tunisia,TUN,-1.0971441,2020-03-16
Turkey,TUR,0.1432165,2020-03-16
Turkmenistan,TKM,-0.70734537,2020-03-16
Uganda,UGA,0.8321129,2020-03-16
Ukraine,UKR,-1.1304862,2020-03-16
United Arab Emirates,ARE,0.46436217,2020-03-16
United Kingdom,GBR,1.0117477,2020-03-16
United Republic of Tanzania,TZA,1.5636938,2020-03-16
United States Virgin Islands,VIR,1.9147803,2020-03-16
United States of America,USA,0.282321,2020-03-16
Uruguay,URY,-1.5893348,2020-03-16
Uzbekistan,UZB,-1.4363275,2020-03-16
Vanuatu,VUT,0.036463335,2020-03-16
Venezuela,VEN,-1.1457556,2020-03-16
Vietnam,VNM,0.29890898,2020-03-16
Western Sahara,ESH,-1.6382358,2020-03-16
Yemen,YEM,-0.3784528,2020-03-16
Zambia,ZMB,0.170047,2020-03-16
Zimbabwe,ZWE,-0.14362583,2020-03-16
eSwatini,SWZ,0.22011442,2020-03-16
Afghanistan,AFG,0.45992425,2020-04-16
Aland,ALA,0.93510884,2020-04-16
Albania,ALB,-0.4795181,2020-04-16
Algeria,DZA,-0.5725589,2020-04-16
Angola,AGO,0.1537887,2020-04-16
Argentina,ARG,-0.7568608,2020-04-16
Armenia,ARM,0.979532,2020-04-16
Australia,AUS,0.24226467,2020-04-16
Austria,AUT,-0.99417603,2020-04-16
Azerbaijan,AZE,-0.04711325,2020-04-16
Bangladesh,BGD,0.2537775,2020-04-16
Belarus,BLR,-1.7531188,2020-04-16
Belgium,BEL,0.18504186,2020-04-16
Belize,BLZ,-1.9403793,2020-04-16
Benin,BEN,-0.945244,2020-04-16
Bhutan,BTN,1.1122731,2020-04-16
Bolivia,BOL,-0.3659625,2020-04-16
Bosnia and Herzegovina,BIH,-1.6314019,2020-04-16
Botswana,BWA,0.12044802,2020-04-16
Brazil,BRA,-0.14499567,2020-04-16
Brunei,BRN,-0.7613238,2020-04-16
Bulgaria,BGR,-0.5605075,2020-04-16
Burkina Faso,BFA,-1.101568,2020-04-16
Burundi,BDI,1.3012674,2020-04-16
Cabo Verde,CPV,-2.471442,2020-04-16
Cambodia,KHM,-0.5785221,2020-04-16
Cameroon,CMR,-0.46966055,2020-04-16
Canada,CAN,0.051440295,2020-04-16
Central African Republic,CAF,-0.5944191,2020-04-16
Chad,TCD,-0.29956067,2020-04-16
Chile,CHL,-0.54328257,2020-04-16
China,CHN,-0.9397079,2020-04-16
Colombia,COL,-1.1200019,2020-04-16
Comoros,COM,-2.1048443,2020-04-16
Costa Rica,CRI,0.80553186,2020-04-16
Croatia,HRV,-1.5261822,2020-04-16
Cuba,CUB,-1.7743771,2020-04-16
Cyprus,CYP,0.34957737,2020-04-16
Czechia,CZE,-1.6537763,2020-04-16
Democratic Republic of the Congo,COD,0.123599224,2020-04-16
Denmark,DNK,-0.5323337,2020-04-16
Djibouti,DJI,0.3105699,2020-04-16
Dominican Republic,DOM,-0.93986565,2020-04-16
East Timor,TLS,-1.9075769,2020-04-16
Ecuador,ECU,-0.76798725,2020-04-16
Egypt,EGY,-0.00037200114,2020-04-16
El Salvador,SLV,-0.53732526,2020-04-16
Equatorial Guinea,GNQ,-0.6858808,2020-04-16
Eritrea,ERI,-0.36939377,2020-04-16
Estonia,EST,1.0070884,2020-04-16
Ethiopia,ETH,0.07360775,2020-04-16
Falkland Islands,FLK,-1.9345908,2020-04-16
Faroe Islands,FRO,-0.019612761,2020-04-16
Fiji,FJI,1.0608572,2020-04-16
Finland,FIN,1.5343424,2020-04-16
France,FRA,-0.43607315,2020-04-16
French Polynesia,PYF,0.29886416,2020-04-16
French Southern and Antarctic Lands,ATF,0.47162968,2020-04-16
Gabon,GAB,-0.3274801,2020-04-16
Gambia,GMB,-2.325082,2020-04-16
Georgia,GEO,0.09274873,2020-04-16
Germany,DEU,-0.5302823,2020-04-16
Ghana,GHA,-0.9226566,2020-04-16
Greece,GRC,-0.31736135,2020-04-16
Greenland,GRL,0.12179143,2020-04-16
Guatemala,GTM,-1.0507094,2020-04-16
Guinea,GIN,-0.4653343,2020-04-16
Guinea-Bissau,GNB,-2.1873207,2020-04-16
Guyana,GUY,0.013651621,2020-04-16
Haiti,HTI,-2.0588112,2020-04-16
Honduras,HND,-1.0355253,2020-04-16
Hungary,HUN,-1.7185409,2020-04-16
Iceland,ISL,0.8128588,2020-04-16
India,IND,0.5396553,2020-04-16
Indonesia,IDN,0.112023376,2020-04-16
Iran,IRN,0.5560216,2020-04-16
Iraq,IRQ,-0.10364951,2020-04-16
Ireland,IRL,0.99120486,2020-04-16
Israel,ISR,0.5475826,2020-04-16
Italy,ITA,-1.2076653,2020-04-16
Ivory Coast,CIV,-0.75929755,2020-04-16
Jamaica,JAM,-1.1267374,2020-04-16
Japan,JPN,-0.024558663,2020-04-16
Jordan,JOR,0.47845817,2020-04-16
Kazakhstan,KAZ,-1.4317684,2020-04-16
Kenya,KEN,0.31039807,2020-04-16
Kosovo,XKX,-0.81583977,2020-04-16
Kuwait,KWT,-0.6161086,2020-04-16
Kyrgyzstan,KGZ,0.3635885,2020-04-16
Laos,LAO,-0.5467116,2020-04-16
Latvia,LVA,-0.3575101,2020-04-16
Lebanon,LBN,0.10787896,2020-04-16
Lesotho,LSO,0.8572731,2020-04-16
Liberia,LBR,-0.2751561,2020-04-16
Libya,LBY,-0.56678843,2020-04-16
Lithuania,LTU,-1.3881183,2020-04-16
Luxembourg,LUX,0.550104,2020-04-16
Madagascar,MDG,-0.3306273,2020-04-16
Malawi,MWI,-0.48181656,2020-04-16
Malaysia,MYS,-0.63782454,2020-04-16
Mali,MLI,-1.095213,2020-04-16
Mauritania,MRT,-1.5863066,2020-04-16
Mauritius,MUS,-0.4172239,2020-04-16
Mexico,MEX,-0.2814239,2020-04-16
Moldova,MDA,-2.2860386,2020-04-16
Mongolia,MNG,-2.1603913,2020-04-16
Montenegro,MNE,-1.5777715,2020-04-16
Morocco,MAR,-1.0547478,2020-04-16
Mozambique,MOZ,-0.9543048,2020-04-16
Myanmar,MMR,-0.4716076,2020-04-16
Namibia,NAM,0.23413427,2020-04-16
Nepal,NPL,0.765374,2020-04-16
Netherlands,NLD,-0.37148008,2020-04-16
New Caledonia,NCL,0.035572585,2020-04-16
New Zealand,NZL,-0.10576135,2020-04-16
Nicaragua,NIC,-0.6314713,2020-04-16
Niger,NER,-0.5837294,2020-04-16
Nigeria,NGA,-0.3645283,2020-04-16
North Korea,PRK,-0.98706555,2020-04-16
North Macedonia,MKD,-0.13931045,2020-04-16
Norway,NOR,0.90316314,2020-04-16
Oman,OMN,0.18264371,2020-04-16
Pakistan,PAK,0.5643257,2020-04-16
Palestine,PSE,0.17226775,2020-04-16
Panama,PAN,-0.8968852,2020-04-16
Papua New Guinea,PNG,-0.041732937,2020-04-16
Paraguay,PRY,-1.6738296,2020-04-16
Peru,PER,-0.079811595,2020-04-16
Philippines,PHL,0.06703133,2020-04-16
Poland,POL,-1.7521497,2020-04-16
Portugal,PRT,-0.1133872,2020-04-16
Puerto Rico,PRI,0.30586094,2020-04-16
Qatar,QAT,-0.3335189,2020-04-16
Republic of Serbia,SRB,-1.2997154,2020-04-16
Republic of the Congo,COG,-0.31240064,2020-04-16
Romania,ROU,-1.6724019,2020-04-16
Russia,RUS,-0.34467474,2020-04-16
Rwanda,RWA,1.542786,2020-04-16
Saint Vincent and the Grenadines,VCT,-1.9518749,2020-04-16
Samoa,WSM,1.6955715,2020-04-16
Saudi Arabia,SAU,-0.60991764,2020-04-16
Senegal,SEN,-2.2075357,2020-04-16
Siachen Glacier,SIA,-0.18983173,2020-04-16
Sierra Leone,SLE,1.2254239,2020-04-16
Slovakia,SVK,-1.7545112,2020-04-16
Slovenia,SVN,-1.2839978,2020-04-16
Solomon Islands,SLB,-0.00069170434,2020-04-16
Somalia,SOM,0.16344632,2020-04-16
Somaliland,SOL,0.31874305,2020-04-16
South Africa,ZAF,0.003882049,2020-04-16
South Georgia and the Islands,SGS,-0.26112652,2020-04-16
South Korea,KOR,-1.3079922,2020-04-16
South Sudan,SSD,-0.030831678,2020-04-16
Spain,ESP,0.13725518,2020-04-16
Sri Lanka,LKA,-0.71333194,2020-04-16
Sudan,SDN,-0.031992678,2020-04-16
Suriname,SUR,-0.92517644,2020-04-16
Sweden,SWE,0.74086404,2020-04-16
Switzerland,CHE,-0.31858662,2020-04-16
Syria,SYR,0.20543005,2020-04-16
Taiwan,TWN,-0.24827433,2020-04-16
Tajikistan,TJK,0.65965337,2020-04-16
Thailand,THA,-0.54336166,2020-04-16
The Bahamas,BHS,-0.71337193,2020-04-16
Togo,TGO,-1.210136,2020-04-16
Trinidad and Tobago,TTO,-2.272368,2020-04-16
Tunisia,TUN,-0.34421456,2020-04-16
Turkey,TUR,-0.0229824,2020-04-16
Turkmenistan,TKM,-0.10975,2020-04-16
Uganda,UGA,0.5134967,2020-04-16
Ukraine,UKR,-1.8489101,2020-04-16
United Arab Emirates,ARE,0.0830273,2020-04-16
United Kingdom,GBR,0.5254362,2020-04-16
United Republic of Tanzania,TZA,1.1367444,2020-04-16
United States Virgin Islands,VIR,0.2953227,2020-04-16
United States of America,USA,0.4133637,2020-04-16
Uruguay,URY,-1.7376246,2020-04-16
Uzbekistan,UZB,-0.9384952,2020-04-16
Vanuatu,VUT,-0.0653333,2020-04-16
Venezuela,VEN,-0.828588,2020-04-16
Vietnam,VNM,0.051257696,2020-04-16
Western Sahara,ESH,-1.5523654,2020-04-16
Yemen,YEM,-0.13136317,2020-04-16
Zambia,ZMB,0.22783503,2020-04-16
Zimbabwe,ZWE,-0.15861078,2020-04-16
eSwatini,SWZ,0.25561044,2020-04-16
Afghanistan,AFG,0.53458554,2020-05-16
Aland,ALA,-0.27245045,2020-05-16
Albania,ALB,-0.15385997,2020-05-16
Algeria,DZA,-0.18196559,2020-05-16
Angola,AGO,0.14433418,2020-05-16
Argentina,ARG,-1.1516232,2020-05-16
Armenia,ARM,0.50010526,2020-05-16
Australia,AUS,0.057582323,2020-05-16
Austria,AUT,-1.5046247,2020-05-16
Azerbaijan,AZE,0.03661805,2020-05-16
Bangladesh,BGD,0.63081515,2020-05-16
Belarus,BLR,-0.9559097,2020-05-16
Belgium,BEL,-2.032036,2020-05-16
Belize,BLZ,0.8397655,2020-05-16
Benin,BEN,-0.54286104,2020-05-16
Bhutan,BTN,1.1554633,2020-05-16
Bolivia,BOL,-1.2147167,2020-05-16
Bosnia and Herzegovina,BIH,-1.6274234,2020-05-16
Botswana,BWA,-0.09951648,2020-05-16
Brazil,BRA,-0.16888224,2020-05-16
Brunei,BRN,0.5884716,2020-05-16
Bulgaria,BGR,0.0061112326,2020-05-16
Burkina Faso,BFA,-1.0721575,2020-05-16
Burundi,BDI,0.788505,2020-05-16
Cabo Verde,CPV,-1.4169364,2020-05-16
Cambodia,KHM,-0.8399188,2020-05-16
Cameroon,CMR,-0.6429155,2020-05-16
Canada,CAN,0.109181896,2020-05-16
Central African Republic,CAF,-0.8278344,2020-05-16
Chad,TCD,-0.7137542,2020-05-16
Chile,CHL,-0.7550832,2020-05-16
China,CHN,-0.7689042,2020-05-16
Colombia,COL,-1.0771612,2020-05-16
Comoros,COM,-1.4512423,2020-05-16
Costa Rica,CRI,0.22836341,2020-05-16
Croatia,HRV,-1.4872243,2020-05-16
Cuba,CUB,-0.63925385,2020-05-16
Cyprus,CYP,0.86346555,2020-05-16
Czechia,CZE,-1.7516553,2020-05-16
Democratic Republic of the Congo,COD,0.047440115,2020-05-16
Denmark,DNK,-1.7685081,2020-05-16
Djibouti,DJI,0.34609693,2020-05-16
Dominican Republic,DOM,-0.64844424,2020-05-16
East Timor,TLS,-1.1181871,2020-05-16
Ecuador,ECU,-0.17809469,2020-05-16
Egypt,EGY,-0.014002068,2020-05-16
El Salvador,SLV,-0.19633362,2020-05-16
Equatorial Guinea,GNQ,-0.12766662,2020-05-16
Eritrea,ERI,-0.32146782,2020-05-16
Estonia,EST,-0.25657672,2020-05-16
Ethiopia,ETH,0.29727504,2020-05-16
Falkland Islands,FLK,-2.3967347,2020-05-16
Faroe Islands,FRO,-0.34650472,2020-05-16
Fiji,FJI,1.9696116,2020-05-16
Finland,FIN,0.11694911,2020-05-16
France,FRA,-1.025943,2020-05-16
French Polynesia,PYF,-1.6957061,2020-05-16
French Southern and Antarctic Lands,ATF,1.0776763,2020-05-16
Gabon,GAB,-0.43757957,2020-05-16
Gambia,GMB,-2.3894143,2020-05-16
