country,ISO_A3,spei,date
Colombia,COL,0.25933516,2021-02-15
Comoros,COM,-0.2711447,2021-02-15
Costa Rica,CRI,0.285438,2021-02-15
Croatia,HRV,0.74281263,2021-02-15
Cuba,CUB,-0.369101,2021-02-15
Cyprus,CYP,-0.8366674,2021-02-15
Czechia,CZE,0.039599225,2021-02-15
Democratic Republic of the Congo,COD,0.23197134,2021-02-15
Denmark,DNK,0.015272057,2021-02-15
Djibouti,DJI,0.06556133,2021-02-15
Dominican Republic,DOM,-0.37569723,2021-02-15
East Timor,TLS,-2.1631832,2021-02-15
Ecuador,ECU,-0.47140744,2021-02-15
Egypt,EGY,-2.055619,2021-02-15
El Salvador,SLV,-0.9912156,2021-02-15
Equatorial Guinea,GNQ,-0.39075345,2021-02-15
Eritrea,ERI,-0.646643,2021-02-15
Estonia,EST,0.6480278,2021-02-15
Ethiopia,ETH,-0.28966784,2021-02-15
Falkland Islands,FLK,-0.6193855,2021-02-15
Faroe Islands,FRO,-0.4991744,2021-02-15
Fiji,FJI,0.7657914,2021-02-15
Finland,FIN,0.87807804,2021-02-15
France,FRA,0.8949645,2021-02-15
French Polynesia,PYF,-1.8496326,2021-02-15
French Southern and Antarctic Lands,ATF,0.6410368,2021-02-15
Gabon,GAB,0.13219711,2021-02-15
Gambia,GMB,-1.981735,2021-02-15
Georgia,GEO,-0.5860046,2021-02-15
Germany,DEU,-0.009940863,2021-02-15
Ghana,GHA,-2.0090973,2021-02-15
Greece,GRC,0.757465,2021-02-15
Greenland,GRL,0.4923531,2021-02-15
Guatemala,GTM,-0.9688638,2021-02-15
Guinea,GIN,-2.2205827,2021-02-15
Guinea-Bissau,GNB,-2.1882997,2021-02-15
Guyana,GUY,0.2770056,2021-02-15
Haiti,HTI,-1.0040101,2021-02-15
Honduras,HND,0.026007678,2021-02-15
Hungary,HUN,0.23230316,2021-02-15
Iceland,ISL,-0.19437917,2021-02-15
India,IND,-0.5215933,2021-02-15
Indonesia,IDN,0.029369963,2021-02-15
Iran,IRN,-1.3821303,2021-02-15
Iraq,IRQ,-1.371341,2021-02-15
Ireland,IRL,1.3383996,2021-02-15
Israel,ISR,-0.873573,2021-02-15
Italy,ITA,0.19408748,2021-02-15
Ivory Coast,CIV,-1.301523,2021-02-15
Jamaica,JAM,-0.51630473,2021-02-15
Japan,JPN,-0.59594584,2021-02-15
Jordan,JOR,-0.87644947,2021-02-15
Kazakhstan,KAZ,0.10782659,2021-02-15
Kenya,KEN,0.5232236,2021-02-15
Kosovo,XKX,1.4929298,2021-02-15
Kuwait,KWT,-0.986062,2021-02-15
Kyrgyzstan,KGZ,-0.90932107,2021-02-15
Laos,LAO,0.19881621,2021-02-15
Latvia,LVA,0.10439606,2021-02-15
Lebanon,LBN,-0.71104425,2021-02-15
Lesotho,LSO,1.6461806,2021-02-15
Liberia,LBR,-0.32458314,2021-02-15
Libya,LBY,-1.2678242,2021-02-15
Lithuania,LTU,-0.17284079,2021-02-15
Luxembourg,LUX,1.0709513,2021-02-15
Madagascar,MDG,-1.3602132,2021-02-15
Malawi,MWI,-0.78066623,2021-02-15
Malaysia,MYS,0.36280406,2021-02-15
Mali,MLI,-1.9508936,2021-02-15
Mauritania,MRT,-1.3293914,2021-02-15
Mauritius,MUS,-2.4027236,2021-02-15
Mexico,MEX,-0.58739096,2021-02-15
Moldova,MDA,1.2676108,2021-02-15
Mongolia,MNG,-1.3606633,2021-02-15
Montenegro,MNE,1.4270822,2021-02-15
Morocco,MAR,-0.5483109,2021-02-15
Mozambique,MOZ,0.13844223,2021-02-15
Myanmar,MMR,-0.4764324,2021-02-15
Namibia,NAM,0.31498122,2021-02-15
Nepal,NPL,-0.40672782,2021-02-15
Netherlands,NLD,0.8278514,2021-02-15
New Caledonia,NCL,1.7880807,2021-02-15
New Zealand,NZL,-0.20814088,2021-02-15
Nicaragua,NIC,0.1953559,2021-02-15
Niger,NER,-0.13117655,2021-02-15
Nigeria,NGA,-0.7065841,2021-02-15
North Korea,PRK,-0.8394007,2021-02-15
North Macedonia,MKD,1.6142961,2021-02-15
Norway,NOR,-0.25360262,2021-02-15
Oman,OMN,-1.5567867,2021-02-15
Pakistan,PAK,-1.3768903,2021-02-15
Palestine,PSE,-0.7843125,2021-02-15
Panama,PAN,0.41514966,2021-02-15
Papua New Guinea,PNG,0.26256517,2021-02-15
Paraguay,PRY,0.43592757,2021-02-15
Peru,PER,0.12807195,2021-02-15
Philippines,PHL,0.8974829,2021-02-15
Poland,POL,0.14305337,2021-02-15
Portugal,PRT,0.22129953,2021-02-15
Puerto Rico,PRI,-0.3166461,2021-02-15
Qatar,QAT,-0.9191683,2021-02-15
Republic of Serbia,SRB,0.7671612,2021-02-15
Republic of the Congo,COG,0.6552242,2021-02-15
Romania,ROU,0.84748966,2021-02-15
Russia,RUS,0.3866194,2021-02-15
Rwanda,RWA,1.5214,2021-02-15
Saint Vincent and the Grenadines,VCT,-0.64172864,2021-02-15
Samoa,WSM,0.6334385,2021-02-15
Saudi Arabia,SAU,-0.73183787,2021-02-15
Senegal,SEN,-1.9530091,2021-02-15
Siachen Glacier,SIA,0.81529844,2021-02-15
Sierra Leone,SLE,-1.0943714,2021-02-15
Slovakia,SVK,0.59698,2021-02-15
Slovenia,SVN,0.24886242,2021-02-15
Solomon Islands,SLB,0.038447328,2021-02-15
Somalia,SOM,-0.5380387,2021-02-15
Somaliland,SOL,-0.75744814,2021-02-15
South Africa,ZAF,0.7114935,2021-02-15
South Georgia and the Islands,SGS,-2.7540572,2021-02-15
South Korea,KOR,-1.4246347,2021-02-15
South Sudan,SSD,-0.7002149,2021-02-15
Spain,ESP,0.16981882,2021-02-15
Sri Lanka,LKA,0.69358015,2021-02-15
Sudan,SDN,-1.2339082,2021-02-15
Suriname,SUR,0.74006975,2021-02-15
Sweden,SWE,0.21699381,2021-02-15
Switzerland,CHE,0.6109532,2021-02-15
Syria,SYR,-1.2448739,2021-02-15
Taiwan,TWN,-0.65539545,2021-02-15
Tajikistan,TJK,-1.3162181,2021-02-15
Thailand,THA,0.09397725,2021-02-15
The Bahamas,BHS,-0.8982428,2021-02-15
Togo,TGO,-2.2125406,2021-02-15
Trinidad and Tobago,TTO,-0.75412416,2021-02-15
Tunisia,TUN,-1.3833303,2021-02-15
Turkey,TUR,-0.9957133,2021-02-15
Turkmenistan,TKM,-1.4055322,2021-02-15
Uganda,UGA,0.8393457,2021-02-15
Ukraine,UKR,1.0657562,2021-02-15
United Arab Emirates,ARE,-0.46834216,2021-02-15
United Kingdom,GBR,1.3016217,2021-02-15
United Republic of Tanzania,TZA,0.76145864,2021-02-15
United States Virgin Islands,VIR,-0.6516832,2021-02-15
United States of America,USA,-0.10483165,2021-02-15
Uruguay,URY,0.33851463,2021-02-15
Uzbekistan,UZB,-1.6021339,2021-02-15
Vanuatu,VUT,0.10704603,2021-02-15
Venezuela,VEN,-0.25419235,2021-02-15
Vietnam,VNM,-0.05086437,2021-02-15
Western Sahara,ESH,-0.64264023,2021-02-15
Yemen,YEM,-1.0712134,2021-02-15
Zambia,ZMB,0.059306275,2021-02-15
Zimbabwe,ZWE,-0.0013758967,2021-02-15
eSwatini,SWZ,1.2755642,2021-02-15
Afghanistan,AFG,-1.7137523,2021-03-16
Aland,ALA,0.55543524,2021-03-16
Albania,ALB,0.64207184,2021-03-16
Algeria,DZA,-0.30939978,2021-03-16
Angola,AGO,0.12048392,2021-03-16
Argentina,ARG,0.04492307,2021-03-16
Armenia,ARM,0.38696256,2021-03-16
Australia,AUS,0.43952966,2021-03-16
Austria,AUT,-0.4677005,2021-03-16
Azerbaijan,AZE,0.37870786,2021-03-16
Bangladesh,BGD,-1.2092761,2021-03-16
Belarus,BLR,1.050929,2021-03-16
Belgium,BEL,0.49890977,2021-03-16
Belize,BLZ,0.61917996,2021-03-16
Benin,BEN,-1.0827942,2021-03-16
Bhutan,BTN,0.47915107,2021-03-16
Bolivia,BOL,-0.062292676,2021-03-16
Bosnia and Herzegovina,BIH,-0.16718498,2021-03-16
Botswana,BWA,0.07938152,2021-03-16
Brazil,BRA,0.019569535,2021-03-16
Brunei,BRN,0.9002422,2021-03-16
Bulgaria,BGR,1.3936651,2021-03-16
Burkina Faso,BFA,-1.9031808,2021-03-16
Burundi,BDI,1.8075699,2021-03-16
Cabo Verde,CPV,-1.2703568,2021-03-16
Cambodia,KHM,-0.0533186,2021-03-16
Cameroon,CMR,0.37742215,2021-03-16
Canada,CAN,-0.17383116,2021-03-16
Central African Republic,CAF,0.30963647,2021-03-16
Chad,TCD,-0.8368711,2021-03-16
Chile,CHL,-0.58898604,2021-03-16
China,CHN,-0.65568596,2021-03-16
Colombia,COL,0.58441806,2021-03-16
Comoros,COM,-0.980291,2021-03-16
Costa Rica,CRI,0.22878736,2021-03-16
Croatia,HRV,-0.53066427,2021-03-16
Cuba,CUB,-0.9348137,2021-03-16
Cyprus,CYP,-0.70106494,2021-03-16
Czechia,CZE,-0.092668235,2021-03-16
Democratic Republic of the Congo,COD,0.15514857,2021-03-16
Denmark,DNK,0.2641252,2021-03-16
Djibouti,DJI,-2.0528839,2021-03-16
Dominican Republic,DOM,-0.39465916,2021-03-16
East Timor,TLS,-2.1558745,2021-03-16
Ecuador,ECU,0.17930946,2021-03-16
Egypt,EGY,-1.5527487,2021-03-16
El Salvador,SLV,-0.77502745,2021-03-16
Equatorial Guinea,GNQ,-0.34563693,2021-03-16
Eritrea,ERI,-0.7732709,2021-03-16
Estonia,EST,0.9163062,2021-03-16
Ethiopia,ETH,-0.11584623,2021-03-16
Falkland Islands,FLK,-0.90356743,2021-03-16
Faroe Islands,FRO,-0.3307539,2021-03-16
Fiji,FJI,0.7609324,2021-03-16
Finland,FIN,0.8100024,2021-03-16
France,FRA,-0.22326107,2021-03-16
French Polynesia,PYF,-2.4044366,2021-03-16
French Southern and Antarctic Lands,ATF,-0.09141065,2021-03-16
Gabon,GAB,-0.2236114,2021-03-16
Gambia,GMB,-0.82472867,2021-03-16
Georgia,GEO,0.33252394,2021-03-16
Germany,DEU,0.15822613,2021-03-16
Ghana,GHA,-1.0468109,2021-03-16
Greece,GRC,0.12009262,2021-03-16
Greenland,GRL,0.64748824,2021-03-16
Guatemala,GTM,-0.18977024,2021-03-16
Guinea,GIN,-1.3722317,2021-03-16
Guinea-Bissau,GNB,-0.94704664,2021-03-16
Guyana,GUY,0.8440434,2021-03-16
Haiti,HTI,-0.5885416,2021-03-16
Honduras,HND,-0.02102288,2021-03-16
Hungary,HUN,-0.3503437,2021-03-16
Iceland,ISL,-0.045298878,2021-03-16
India,IND,-0.5192249,2021-03-16
Indonesia,IDN,0.20813632,2021-03-16
Iran,IRN,-1.7327688,2021-03-16
Iraq,IRQ,-1.4839472,2021-03-16
Ireland,IRL,0.9752592,2021-03-16
Israel,ISR,-1.0702138,2021-03-16
Italy,ITA,-0.62449455,2021-03-16
Ivory Coast,CIV,-0.65902287,2021-03-16
Jamaica,JAM,-0.3865838,2021-03-16
Japan,JPN,0.3328055,2021-03-16
Jordan,JOR,-1.020501,2021-03-16
Kazakhstan,KAZ,0.91108984,2021-03-16
Kenya,KEN,1.3667839,2021-03-16
Kosovo,XKX,0.6264334,2021-03-16
Kuwait,KWT,-2.2425866,2021-03-16
Kyrgyzstan,KGZ,0.4932509,2021-03-16
Laos,LAO,0.2412992,2021-03-16
Latvia,LVA,0.4956433,2021-03-16
Lebanon,LBN,-0.6739807,2021-03-16
Lesotho,LSO,1.1990284,2021-03-16
Liberia,LBR,-0.46349517,2021-03-16
Libya,LBY,-1.0236642,2021-03-16
Lithuania,LTU,0.119020425,2021-03-16
Luxembourg,LUX,0.8055855,2021-03-16
Madagascar,MDG,-0.8974945,2021-03-16
Malawi,MWI,-0.623922,2021-03-16
Malaysia,MYS,0.7804108,2021-03-16
Mali,MLI,-1.506197,2021-03-16
Mauritania,MRT,-1.1519523,2021-03-16
Mauritius,MUS,-2.5356998,2021-03-16
Mexico,MEX,-0.5911925,2021-03-16
Moldova,MDA,0.77870333,2021-03-16
Mongolia,MNG,-2.0666747,2021-03-16
Montenegro,MNE,0.32980517,2021-03-16
Morocco,MAR,-0.5682735,2021-03-16
Mozambique,MOZ,0.19235042,2021-03-16
Myanmar,MMR,-0.14217183,2021-03-16
Namibia,NAM,0.32697296,2021-03-16
Nepal,NPL,-0.4785878,2021-03-16
Netherlands,NLD,0.40595534,2021-03-16
New Caledonia,NCL,1.1995968,2021-03-16
New Zealand,NZL,0.31523126,2021-03-16
Nicaragua,NIC,-0.014821859,2021-03-16
Niger,NER,-0.158372,2021-03-16
Nigeria,NGA,-0.30303115,2021-03-16
North Korea,PRK,0.9623182,2021-03-16
North Macedonia,MKD,1.1808547,2021-03-16
Norway,NOR,-0.019714722,2021-03-16
Oman,OMN,-2.4502997,2021-03-16
Pakistan,PAK,-1.616787,2021-03-16
Palestine,PSE,-0.87173104,2021-03-16
Panama,PAN,0.5968067,2021-03-16
Papua New Guinea,PNG,0.4095006,2021-03-16
Paraguay,PRY,0.44010478,2021-03-16
Peru,PER,0.24130291,2021-03-16
Philippines,PHL,0.82902926,2021-03-16
Poland,POL,0.20973064,2021-03-16
Portugal,PRT,0.08027806,2021-03-16
Puerto Rico,PRI,-0.27328086,2021-03-16
Qatar,QAT,-1.5882797,2021-03-16
Republic of Serbia,SRB,0.30589435,2021-03-16
Republic of the Congo,COG,0.20984855,2021-03-16
Romania,ROU,0.6956194,2021-03-16
Russia,RUS,0.6093576,2021-03-16
Rwanda,RWA,1.7665704,2021-03-16
Saint Vincent and the Grenadines,VCT,1.3597183,2021-03-16
Samoa,WSM,0.6455724,2021-03-16
Saudi Arabia,SAU,-1.4541131,2021-03-16
Senegal,SEN,-0.85815936,2021-03-16
Siachen Glacier,SIA,1.6618282,2021-03-16
Sierra Leone,SLE,-0.9692366,2021-03-16
Slovakia,SVK,-0.04551526,2021-03-16
Slovenia,SVN,-0.89804184,2021-03-16
Solomon Islands,SLB,0.03714139,2021-03-16
Somalia,SOM,-0.32917845,2021-03-16
Somaliland,SOL,-1.390348,2021-03-16
South Africa,ZAF,0.44276124,2021-03-16
South Georgia and the Islands,SGS,-2.221387,2021-03-16
South Korea,KOR,0.47208944,2021-03-16
South Sudan,SSD,-0.50541,2021-03-16
Spain,ESP,-0.27630132,2021-03-16
Sri Lanka,LKA,0.3534506,2021-03-16
Sudan,SDN,-1.0618252,2021-03-16
Suriname,SUR,0.46929753,2021-03-16
Sweden,SWE,0.22632508,2021-03-16
Switzerland,CHE,0.3419284,2021-03-16
Syria,SYR,-0.9254515,2021-03-16
Taiwan,TWN,-0.73841405,2021-03-16
Tajikistan,TJK,-0.80083257,2021-03-16
Thailand,THA,-0.05520821,2021-03-16
The Bahamas,BHS,-1.0862316,2021-03-16
Togo,TGO,-0.9257747,2021-03-16
Trinidad and Tobago,TTO,1.6162493,2021-03-16
Tunisia,TUN,-1.4880396,2021-03-16
Turkey,TUR,0.1855086,2021-03-16
Turkmenistan,TKM,-1.1040503,2021-03-16
Uganda,UGA,0.90400225,2021-03-16
Ukraine,UKR,1.2295029,2021-03-16
United Arab Emirates,ARE,-1.5891435,2021-03-16
United Kingdom,GBR,0.60743874,2021-03-16
United Republic of Tanzania,TZA,0.67717254,2021-03-16
United States Virgin Islands,VIR,-0.6874707,2021-03-16
United States of America,USA,0.05388929,2021-03-16
Uruguay,URY,0.6126531,2021-03-16
Uzbekistan,UZB,-0.89490354,2021-03-16
Vanuatu,VUT,0.1215323,2021-03-16
Venezuela,VEN,0.26826832,2021-03-16
Vietnam,VNM,-0.25013536,2021-03-16
Western Sahara,ESH,-0.8606694,2021-03-16
Yemen,YEM,-1.4989582,2021-03-16
Zambia,ZMB,-0.0374255,2021-03-16
Zimbabwe,ZWE,-0.26386794,2021-03-16
eSwatini,SWZ,1.0990403,2021-03-16
Afghanistan,AFG,-1.6156082,2021-04-16
Aland,ALA,-0.44966838,2021-04-16
Albania,ALB,-0.73185295,2021-04-16
Algeria,DZA,-0.36462635,2021-04-16
Angola,AGO,0.11535347,2021-04-16
Argentina,ARG,-0.15184456,2021-04-16
Armenia,ARM,-1.3404847,2021-04-16
Australia,AUS,0.26812863,2021-04-16
Austria,AUT,-1.2135912,2021-04-16
Azerbaijan,AZE,-0.9587671,2021-04-16
Bangladesh,BGD,-1.4683948,2021-04-16
Belarus,BLR,-0.3571145,2021-04-16
Belgium,BEL,-0.8858504,2021-04-16
Belize,BLZ,0.24741913,2021-04-16
Benin,BEN,-1.6504765,2021-04-16
Bhutan,BTN,-0.4913364,2021-04-16
Bolivia,BOL,-0.07613663,2021-04-16
Bosnia and Herzegovina,BIH,-0.7806082,2021-04-16
Botswana,BWA,-0.26230055,2021-04-16
Brazil,BRA,0.017980557,2021-04-16
Brunei,BRN,-0.5590159,2021-04-16
Bulgaria,BGR,0.3588455,2021-04-16
Burkina Faso,BFA,-2.2568662,2021-04-16
Burundi,BDI,-0.72405493,2021-04-16
Cabo Verde,CPV,-1.2255065,2021-04-16
Cambodia,KHM,1.5597668,2021-04-16
Cameroon,CMR,0.38039643,2021-04-16
Canada,CAN,-0.23428228,2021-04-16
Central African Republic,CAF,-0.088898465,2021-04-16
Chad,TCD,-0.60840887,2021-04-16
Chile,CHL,-0.9054669,2021-04-16
China,CHN,-0.31658155,2021-04-16
Colombia,COL,0.6536344,2021-04-16
Comoros,COM,0.60741615,2021-04-16
Costa Rica,CRI,0.7441618,2021-04-16
Croatia,HRV,-1.046122,2021-04-16
Cuba,CUB,-1.270293,2021-04-16
Cyprus,CYP,-1.1570032,2021-04-16
Czechia,CZE,-0.736663,2021-04-16
Democratic Republic of the Congo,COD,-0.095417514,2021-04-16
Denmark,DNK,-0.8929306,2021-04-16
Djibouti,DJI,-0.9630894,2021-04-16
Dominican Republic,DOM,-0.8176286,2021-04-16
East Timor,TLS,-1.9829574,2021-04-16
Ecuador,ECU,0.15158805,2021-04-16
Egypt,EGY,-1.1586525,2021-04-16
El Salvador,SLV,-0.32285407,2021-04-16
Equatorial Guinea,GNQ,0.041187473,2021-04-16
Eritrea,ERI,0.0796091,2021-04-16
Estonia,EST,-0.32555503,2021-04-16
Ethiopia,ETH,0.60555774,2021-04-16
Falkland Islands,FLK,-1.331414,2021-04-16
Faroe Islands,FRO,-0.21815912,2021-04-16
Fiji,FJI,-0.65822744,2021-04-16
Finland,FIN,0.42189702,2021-04-16
France,FRA,-1.1863884,2021-04-16
French Polynesia,PYF,-1.6231403,2021-04-16
French Southern and Antarctic Lands,ATF,0.5642199,2021-04-16
Gabon,GAB,-0.5669459,2021-04-16
Gambia,GMB,-0.9429444,2021-04-16
Georgia,GEO,-0.26858923,2021-04-16
Germany,DEU,-0.73452485,2021-04-16
Ghana,GHA,-1.1915363,2021-04-16
Greece,GRC,-1.0363243,2021-04-16
Greenland,GRL,0.7196416,2021-04-16
Guatemala,GTM,-0.40877104,2021-04-16
Guinea,GIN,-1.1660748,2021-04-16
Guinea-Bissau,GNB,-1.0354501,2021-04-16
Guyana,GUY,1.3485675,2021-04-16
Haiti,HTI,-0.72148037,2021-04-16
Honduras,HND,-0.28485858,2021-04-16
Hungary,HUN,-0.52026665,2021-04-16
Iceland,ISL,-0.39422783,2021-04-16
India,IND,-0.35422087,2021-04-16
Indonesia,IDN,-0.31792256,2021-04-16
Iran,IRN,-1.8849062,2021-04-16
Iraq,IRQ,-1.8674968,2021-04-16
Ireland,IRL,-0.44876012,2021-04-16
Israel,ISR,-0.9660066,2021-04-16
Italy,ITA,-1.0894331,2021-04-16
Ivory Coast,CIV,-0.69730747,2021-04-16
Jamaica,JAM,-0.69237113,2021-04-16
Japan,JPN,0.2826109,2021-04-16
Jordan,JOR,-1.0258721,2021-04-16
Kazakhstan,KAZ,-0.35010403,2021-04-16
Kenya,KEN,0.87363595,2021-04-16
Kosovo,XKX,-0.49457934,2021-04-16
Kuwait,KWT,-2.2912173,2021-04-16
Kyrgyzstan,KGZ,-0.21239041,2021-04-16
Laos,LAO,1.6919206,2021-04-16
Latvia,LVA,-0.88926893,2021-04-16
Lebanon,LBN,-1.0531361,2021-04-16
Lesotho,LSO,0.023259426,2021-04-16
Liberia,LBR,-0.2806225,2021-04-16
Libya,LBY,-0.86752206,2021-04-16
Lithuania,LTU,-1.2342963,2021-04-16
Luxembourg,LUX,-0.46203533,2021-04-16
Madagascar,MDG,-0.51643443,2021-04-16
Malawi,MWI,-0.59861386,2021-04-16
Malaysia,MYS,-0.35171345,2021-04-16
Mali,MLI,-1.429592,2021-04-16
Mauritania,MRT,-1.0934552,2021-04-16
Mauritius,MUS,0.22380908,2021-04-16
Mexico,MEX,-0.79172033,2021-04-16
Moldova,MDA,0.35892537,2021-04-16
Mongolia,MNG,-1.2695999,2021-04-16
Montenegro,MNE,-0.6941492,2021-04-16
Morocco,MAR,-0.9928068,2021-04-16
Mozambique,MOZ,0.34261116,2021-04-16
Myanmar,MMR,0.15852645,2021-04-16
Namibia,NAM,0.0044839997,2021-04-16
Nepal,NPL,-0.120850876,2021-04-16
Netherlands,NLD,-0.74846226,2021-04-16
New Caledonia,NCL,0.6225368,2021-04-16
New Zealand,NZL,0.18432124,2021-04-16
Nicaragua,NIC,-0.22668062,2021-04-16
Niger,NER,-0.8004732,2021-04-16
Nigeria,NGA,-0.8195937,2021-04-16
North Korea,PRK,0.5659024,2021-04-16
North Macedonia,MKD,-0.23165436,2021-04-16
Norway,NOR,0.1665645,2021-04-16
Oman,OMN,-2.1218762,2021-04-16
Pakistan,PAK,-1.22444,2021-04-16
Palestine,PSE,-0.88344353,2021-04-16
Panama,PAN,0.9807742,2021-04-16
Papua New Guinea,PNG,0.32035163,2021-04-16
Paraguay,PRY,-0.9820457,2021-04-16
Peru,PER,0.105289444,2021-04-16
Philippines,PHL,0.27733037,2021-04-16
Poland,POL,-0.38055065,2021-04-16
Portugal,PRT,0.25059396,2021-04-16
Puerto Rico,PRI,-0.086768515,2021-04-16
Qatar,QAT,-1.9542197,2021-04-16
Republic of Serbia,SRB,-0.2418966,2021-04-16
Republic of the Congo,COG,-0.34181684,2021-04-16
Romania,ROU,0.35755292,2021-04-16
Russia,RUS,0.39513162,2021-04-16
Rwanda,RWA,-0.3287174,2021-04-16
Saint Vincent and the Grenadines,VCT,1.5252427,2021-04-16
Samoa,WSM,-0.26598153,2021-04-16
Saudi Arabia,SAU,-1.5683558,2021-04-16
Senegal,SEN,-1.0136068,2021-04-16
Siachen Glacier,SIA,1.3811685,2021-04-16
Sierra Leone,SLE,-0.52112633,2021-04-16
Slovakia,SVK,-0.3992014,2021-04-16
Slovenia,SVN,-1.36852,2021-04-16
Solomon Islands,SLB,-0.00087223406,2021-04-16
Somalia,SOM,0.47283104,2021-04-16
Somaliland,SOL,-0.047199316,2021-04-16
South Africa,ZAF,-0.6916221,2021-04-16
South Georgia and the Islands,SGS,-2.412191,2021-04-16
South Korea,KOR,0.20724757,2021-04-16
South Sudan,SSD,-0.22433588,2021-04-16
Spain,ESP,-0.42332208,2021-04-16
Sri Lanka,LKA,-0.61207443,2021-04-16
Sudan,SDN,-0.45099697,2021-04-16
Suriname,SUR,0.72061366,2021-04-16
Sweden,SWE,0.0015553047,2021-04-16
Switzerland,CHE,-1.3581886,2021-04-16
Syria,SYR,-1.4923416,2021-04-16
Taiwan,TWN,-0.7541603,2021-04-16
Tajikistan,TJK,-0.57164675,2021-04-16
Thailand,THA,1.5157382,2021-04-16
The Bahamas,BHS,-1.2818228,2021-04-16
Togo,TGO,-1.1407094,2021-04-16
Trinidad and Tobago,TTO,1.8865398,2021-04-16
Tunisia,TUN,-1.1341753,2021-04-16
Turkey,TUR,-0.77452576,2021-04-16
Turkmenistan,TKM,-1.630419,2021-04-16
Uganda,UGA,0.009893288,2021-04-16
Ukraine,UKR,0.6733006,2021-04-16
United Arab Emirates,ARE,-1.9230484,2021-04-16
United Kingdom,GBR,-0.95694095,2021-04-16
United Republic of Tanzania,TZA,0.07126802,2021-04-16
United States Virgin Islands,VIR,-0.63647765,2021-04-16
United States of America,USA,0.010004205,2021-04-16
Uruguay,URY,0.13953525,2021-04-16
Uzbekistan,UZB,-1.3318434,2021-04-16
Vanuatu,VUT,0.048444297,2021-04-16
Venezuela,VEN,0.45724183,2021-04-16
Vietnam,VNM,0.69119996,2021-04-16
Western Sahara,ESH,-1.026725,2021-04-16
Yemen,YEM,-0.58804125,2021-04-16
Zambia,ZMB,0.05657928,2021-04-16
Zimbabwe,ZWE,-0.17595828,2021-04-16
eSwatini,SWZ,0.8364401,2021-04-16
Afghanistan,AFG,-1.214041,2021-05-16
Aland,ALA,0.56836456,2021-05-16
Albania,ALB,-0.8523145,2021-05-16
Algeria,DZA,-0.1556753,2021-05-16
Angola,AGO,0.10444163,2021-05-16
Argentina,ARG,-0.000781576,2021-05-16
Armenia,ARM,-2.13043,2021-05-16
Australia,AUS,0.08594741,2021-05-16
Austria,AUT,0.048290975,2021-05-16
Azerbaijan,AZE,-1.2640028,2021-05-16
Bangladesh,BGD,-1.0378836,2021-05-16
Belarus,BLR,0.68431556,2021-05-16
Belgium,BEL,-0.08531949,2021-05-16
Belize,BLZ,0.040670615,2021-05-16
Benin,BEN,-1.7613637,2021-05-16
Bhutan,BTN,0.369554,2021-05-16
Bolivia,BOL,0.15787868,2021-05-16
Bosnia and Herzegovina,BIH,-0.34078005,2021-05-16
Botswana,BWA,-0.55505896,2021-05-16
Brazil,BRA,-0.35498872,2021-05-16
Brunei,BRN,-0.27457058,2021-05-16
Bulgaria,BGR,0.55108166,2021-05-16
Burkina Faso,BFA,-0.9927867,2021-05-16
Burundi,BDI,-0.2787297,2021-05-16
Cabo Verde,CPV,-0.6927825,2021-05-16
Cambodia,KHM,0.4121787,2021-05-16
Cameroon,CMR,0.5141901,2021-05-16
Canada,CAN,-0.14565496,2021-05-16
Central African Republic,CAF,-0.111808054,2021-05-16
Chad,TCD,-1.1585717,2021-05-16
Chile,CHL,-0.8047842,2021-05-16
China,CHN,-0.06436716,2021-05-16
Colombia,COL,0.4627663,2021-05-16
Comoros,COM,-0.5934852,2021-05-16
Costa Rica,CRI,0.87753594,2021-05-16
Croatia,HRV,-0.23522308,2021-05-16
Cuba,CUB,-1.1116662,2021-05-16
Cyprus,CYP,-1.2311455,2021-05-16
Czechia,CZE,0.072958805,2021-05-16
Democratic Republic of the Congo,COD,-0.03304759,2021-05-16
Denmark,DNK,0.555816,2021-05-16
Djibouti,DJI,-0.73549634,2021-05-16
Dominican Republic,DOM,-0.6154893,2021-05-16
East Timor,TLS,-1.7151874,2021-05-16
Ecuador,ECU,0.24205668,2021-05-16
Egypt,EGY,-1.4413097,2021-05-16
El Salvador,SLV,-0.04374651,2021-05-16
Equatorial Guinea,GNQ,0.8837955,2021-05-16
Eritrea,ERI,0.08506587,2021-05-16
Estonia,EST,1.1790817,2021-05-16
Ethiopia,ETH,0.43708503,2021-05-16
Falkland Islands,FLK,-1.0355662,2021-05-16
Faroe Islands,FRO,-0.024793528,2021-05-16
Fiji,FJI,-0.6368366,2021-05-16
Finland,FIN,1.0972857,2021-05-16
France,FRA,-0.4724856,2021-05-16
French Polynesia,PYF,-2.3734403,2021-05-16
French Southern and Antarctic Lands,ATF,-0.47672743,2021-05-16
Gabon,GAB,-0.1681304,2021-05-16
Gambia,GMB,-1.0450767,2021-05-16
Georgia,GEO,-1.1339034,2021-05-16
Germany,DEU,0.21125184,2021-05-16
Ghana,GHA,-1.048977,2021-05-16
Greece,GRC,-1.272392,2021-05-16
Greenland,GRL,0.31050515,2021-05-16
Guatemala,GTM,0.6900345,2021-05-16
Guinea,GIN,-0.52036476,2021-05-16
Guinea-Bissau,GNB,-1.3540847,2021-05-16
Guyana,GUY,1.6990014,2021-05-16
