country,iso3,spei,spei_date,year,month,spei_lag1,spei_lag2,spei_lag3
Guinea,GIN,-2.1315732,2022-01-16,2022,1,-0.09931819,-0.31842053,0.4202218
Guinea-Bissau,GNB,-2.4942756,2022-01-16,2022,1,0.11891291,-0.35206425,0.18843313
Guyana,GUY,0.23010843,2022-01-16,2022,1,1.3868088,0.93204683,0.8827239
Haiti,HTI,-1.4288795,2022-01-16,2022,1,-1.5336832,-1.7879308,1.4204867
Honduras,HND,-0.26852092,2022-01-16,2022,1,-0.0801589,-0.10187157,-0.04978398
Hungary,HUN,-0.17851378,2022-01-16,2022,1,-0.30245414,-0.99342513,-0.61050117
Iceland,ISL,0.6666313,2022-01-16,2022,1,1.2577525,2.2473137,1.7629741
India,IND,1.2691582,2022-01-16,2022,1,0.64695925,0.86990285,0.28628182
Indonesia,IDN,0.3234389,2022-01-16,2022,1,0.55041164,0.8434174,1.063496
Iran,IRN,-0.6389797,2022-01-16,2022,1,-0.89188087,-1.1133537,-1.5794591
Iraq,IRQ,-0.6097409,2022-01-16,2022,1,-0.86099577,-1.2593294,-1.2919582
Ireland,IRL,-1.5247834,2022-01-16,2022,1,0.22331639,-0.14681843,0.40957975
Israel,ISR,1.1519468,2022-01-16,2022,1,0.34161213,-0.44885036,-0.6577515
Italy,ITA,-0.69315594,2022-01-16,2022,1,-0.40407464,-0.7741511,-1.1019244
Ivory Coast,CIV,-0.7026483,2022-01-16,2022,1,-0.37342173,-0.20657441,0.071331054
Jamaica,JAM,0.76406753,2022-01-16,2022,1,0.35499418,-0.26347086,-0.11185525
Japan,JPN,0.40586853,2022-01-16,2022,1,0.21029434,-0.26858157,0.50552624
Jordan,JOR,0.72287446,2022-01-16,2022,1,0.033255186,-0.43192792,-0.479725
Kazakhstan,KAZ,-0.30975336,2022-01-16,2022,1,-0.68225247,-0.71273714,-1.0121737
Kenya,KEN,1.21442,2022-01-16,2022,1,1.2676544,1.4819689,0.92867154
Kiribati,KIR,,2022-01-16,2022,1,,,
Kosovo,-99,0.88604766,2022-01-16,2022,1,-0.60204625,-0.41723928,-0.20692149
Kuwait,KWT,0.1761884,2022-01-16,2022,1,-0.87639403,-1.4924722,-1.5727998
Kyrgyzstan,KGZ,-1.2421833,2022-01-16,2022,1,-0.525417,-1.0845779,-0.9222071
Laos,LAO,-0.3157708,2022-01-16,2022,1,0.45235112,0.14224446,-0.36927876
Latvia,LVA,1.3252201,2022-01-16,2022,1,0.065831676,-0.11961679,0.26624367
Lebanon,LBN,0.80697364,2022-01-16,2022,1,-0.13339293,-0.95542705,-0.79315096
Lesotho,LSO,1.0068654,2022-01-16,2022,1,1.146675,-0.8752684,-0.2942901
Liberia,LBR,-0.6156253,2022-01-16,2022,1,-0.55863655,-0.42088312,-0.15586838
Libya,LBY,-0.010659051,2022-01-16,2022,1,-0.32196245,-0.8502411,-1.244779
Lithuania,LTU,0.89577734,2022-01-16,2022,1,-0.6604518,-0.33047086,0.4450624
Luxembourg,LUX,-0.541537,2022-01-16,2022,1,-0.4069541,-1.3385413,-0.7048723
Madagascar,MDG,0.7104771,2022-01-16,2022,1,0.15789777,-0.018098352,-0.32934648
Malawi,MWI,-1.4471664,2022-01-16,2022,1,-2.2300212,-0.71954787,-0.681318
Malaysia,MYS,-0.49180627,2022-01-16,2022,1,-0.4528818,-0.3147423,0.9363413
Mali,MLI,-1.6139075,2022-01-16,2022,1,-1.4420198,-1.3121761,-0.60121727
Mauritania,MRT,-1.4334701,2022-01-16,2022,1,-1.1960284,-0.5549403,-0.4933805
Mauritius,MUS,-0.78149885,2022-01-16,2022,1,-0.5091855,-0.5763375,1.399152
Mexico,MEX,-1.0583735,2022-01-16,2022,1,-0.65152526,-0.3738487,0.33315253
Moldova,MDA,-0.37653774,2022-01-16,2022,1,-0.42330676,-1.5006733,-0.6975666
Mongolia,MNG,-0.9120061,2022-01-16,2022,1,-0.82879394,-0.19018885,0.66232854
Montenegro,MNE,0.68903714,2022-01-16,2022,1,1.2718872,-0.10725064,-0.6735735
Morocco,MAR,-0.6254199,2022-01-16,2022,1,-0.864664,-0.7112974,-1.7376231
Mozambique,MOZ,-0.5382972,2022-01-16,2022,1,-1.6183277,-1.0240616,-0.7227349
Myanmar,MMR,0.19222336,2022-01-16,2022,1,0.5838689,0.074764244,0.049784787
Namibia,NAM,0.37432256,2022-01-16,2022,1,0.09991852,-0.10885425,0.42874065
Nepal,NPL,0.75028235,2022-01-16,2022,1,0.6030158,0.07937237,-0.15556291
Netherlands,NLD,-0.48327273,2022-01-16,2022,1,0.27195966,-0.69606036,-0.28301725
New Caledonia,NCL,1.6042256,2022-01-16,2022,1,1.7123467,0.91717196,0.73705703
New Zealand,NZL,-0.011434758,2022-01-16,2022,1,0.77503306,0.35056207,0.5202338
Nicaragua,NIC,-0.8943985,2022-01-16,2022,1,-0.82446164,-0.80684704,-0.10723339
Niger,NER,-0.7549826,2022-01-16,2022,1,-1.2190895,-1.1884527,-0.38864625
Nigeria,NGA,-0.8863966,2022-01-16,2022,1,-0.543882,-0.33063352,-0.12435243
North Korea,PRK,-0.6189464,2022-01-16,2022,1,1.4011316,0.90285355,0.71956205
North Macedonia,MKD,0.009116412,2022-01-16,2022,1,1.4662277,0.6197838,0.66626453
Northern Cyprus,-99,0.6641971,2022-01-16,2022,1,0.88604766,-0.60204625,-0.41723928
Norway,-99,0.20224446,2022-01-16,2022,1,0.6641971,0.88604766,-0.60204625
Oman,OMN,-0.8945691,2022-01-16,2022,1,-1.0777571,-0.9196702,-1.285349
Pakistan,PAK,0.5843006,2022-01-16,2022,1,-0.58284235,-0.10408087,-0.63743687
Palestine,PSE,0.86487466,2022-01-16,2022,1,0.14990197,-0.48870623,-0.7536917
Panama,PAN,-0.5276631,2022-01-16,2022,1,-0.17150816,-0.019310694,0.4705365
Papua New Guinea,PNG,0.11200109,2022-01-16,2022,1,0.2582236,0.16514112,0.17966908
Paraguay,PRY,-1.6845609,2022-01-16,2022,1,-0.40070656,-0.018570181,-0.7800355
Peru,PER,-0.4042949,2022-01-16,2022,1,-0.09564864,-0.21641096,-0.5426342
Philippines,PHL,-0.08097255,2022-01-16,2022,1,0.5762486,0.47693193,0.49376872
Poland,POL,-0.1392249,2022-01-16,2022,1,-1.2164284,-1.1158273,0.29390442
Portugal,PRT,-1.5006253,2022-01-16,2022,1,-1.0011556,-0.770574,-0.2164071
Puerto Rico,PRI,-0.7846914,2022-01-16,2022,1,-0.2389078,-0.4589957,-0.6575803
Qatar,QAT,0.6217789,2022-01-16,2022,1,-0.6775332,-1.8378882,-1.9280297
Republic of Serbia,SRB,0.9707671,2022-01-16,2022,1,1.3001609,-0.21029373,-0.4904229
Republic of the Congo,COG,-0.048175707,2022-01-16,2022,1,-0.6637222,-1.0308487,-0.8696293
Romania,ROU,0.17595053,2022-01-16,2022,1,0.1634566,-0.9802909,-0.61769664
Russia,RUS,0.5453175,2022-01-16,2022,1,0.29611975,0.24366014,-0.16519122
Rwanda,RWA,-0.38978234,2022-01-16,2022,1,-1.1633716,-0.9573385,-0.43123895
Saint Vincent and the Grenadines,VCT,-2.778209,2022-01-16,2022,1,-1.842797,-1.3914683,-0.45502752
Samoa,WSM,-0.3254036,2022-01-16,2022,1,-1.0252192,-0.75151014,-0.6880586
Saudi Arabia,SAU,-0.41137174,2022-01-16,2022,1,-1.0750506,-1.4219722,-1.5025985
Senegal,SEN,-2.4527862,2022-01-16,2022,1,-0.48593977,-0.47518164,0.35295245
Siachen Glacier,-99,-0.5187311,2022-01-16,2022,1,0.20224446,0.6641971,0.88604766
Sierra Leone,SLE,-0.7291138,2022-01-16,2022,1,0.7963996,0.58552086,0.6336699
Slovakia,SVK,-0.4551591,2022-01-16,2022,1,-0.9489547,-1.2486238,-0.14751947
Slovenia,SVN,0.024641585,2022-01-16,2022,1,-0.09828016,-1.0311168,-1.1699784
Solomon Islands,SLB,0.060673326,2022-01-16,2022,1,0.03006955,0.05968467,0.03890474
Somalia,SOM,-0.0059645916,2022-01-16,2022,1,0.5131483,0.4428016,0.36765018
Somaliland,-99,-1.2198085,2022-01-16,2022,1,-0.5187311,0.20224446,0.6641971
South Africa,ZAF,0.9930421,2022-01-16,2022,1,1.1203144,-0.39631307,-0.4805453
South Georgia and the Islands,SGS,-1.0514535,2022-01-16,2022,1,-1.305093,-2.372099,-2.438146
South Korea,KOR,-1.4659206,2022-01-16,2022,1,-0.06422101,0.32707757,0.96090144
South Sudan,SSD,-0.15770078,2022-01-16,2022,1,-0.40754697,-0.18064432,-0.23197974
Spain,ESP,-1.1370078,2022-01-16,2022,1,-0.7805647,-0.1725539,-0.17661297
Sri Lanka,LKA,0.19038463,2022-01-16,2022,1,0.5326834,1.0352705,0.70806855
Sudan,SDN,-0.65265715,2022-01-16,2022,1,-1.2383727,-0.6041284,-0.06563832
Suriname,SUR,0.35300225,2022-01-16,2022,1,1.4916719,1.2989929,1.1536362
Sweden,SWE,-0.20216644,2022-01-16,2022,1,0.38596773,0.25795746,0.14656904
Switzerland,CHE,-0.67455447,2022-01-16,2022,1,-0.57758147,-1.6339666,-1.1138128
Syria,SYR,-0.6067701,2022-01-16,2022,1,-1.2009754,-1.1581117,-0.6632119
Taiwan,TWN,-0.13816743,2022-01-16,2022,1,0.13963653,0.34962127,0.87233543
Tajikistan,TJK,-1.0135926,2022-01-16,2022,1,-1.1785691,-1.135353,-1.1072919
Thailand,THA,-0.17566575,2022-01-16,2022,1,0.7446431,0.84241104,0.16626312
The Bahamas,BHS,0.577501,2022-01-16,2022,1,-0.4029057,0.1500931,0.45119062
Togo,TGO,-1.053535,2022-01-16,2022,1,-0.42228496,0.19879372,0.61694324
Trinidad and Tobago,TTO,-1.9012973,2022-01-16,2022,1,-1.3318777,-1.2950764,1.1482072
Tunisia,TUN,-1.0247475,2022-01-16,2022,1,-0.8878158,-1.020008,-1.4472841
Turkey,TUR,-0.17641804,2022-01-16,2022,1,-0.8026975,-0.6504283,-0.07227684
Turkmenistan,TKM,-1.1481146,2022-01-16,2022,1,-1.1211138,-1.1631047,-1.7983439
Uganda,UGA,0.9025978,2022-01-16,2022,1,0.48520726,0.92275876,0.2098329
Ukraine,UKR,0.5028559,2022-01-16,2022,1,-0.62777764,-1.0511869,-0.50854975
United Arab Emirates,ARE,-0.26805303,2022-01-16,2022,1,-0.7622485,-1.5971358,-1.9039111
United Kingdom,GBR,-1.4625475,2022-01-16,2022,1,0.12435978,0.0044811307,0.3040881
United Republic of Tanzania,TZA,-0.23331074,2022-01-16,2022,1,-0.59874284,-0.42610064,-0.1936269
United States Virgin Islands,VIR,-0.9284736,2022-01-16,2022,1,-0.29876956,-0.11328066,-0.59656537
United States of America,USA,-0.59780675,2022-01-16,2022,1,0.091738984,-0.13331138,0.4297255
Uruguay,URY,-0.44310966,2022-01-16,2022,1,-1.8299198,-0.509113,-0.7502645
Uzbekistan,UZB,-0.7726874,2022-01-16,2022,1,-1.1927961,-1.3381007,-1.4891796
Vanuatu,VUT,-0.052867357,2022-01-16,2022,1,-0.04196297,0.077314585,0.07873225
Venezuela,VEN,-0.4436735,2022-01-16,2022,1,0.22946337,0.17293335,0.27094966
Vietnam,VNM,0.35319057,2022-01-16,2022,1,0.93272287,0.5933003,0.32061395
Western Sahara,ESH,0.12098607,2022-01-16,2022,1,0.05432768,0.29093355,-0.75058156
Yemen,YEM,-0.7878156,2022-01-16,2022,1,-0.76630956,-0.62891215,-0.7805044
Zambia,ZMB,0.19130974,2022-01-16,2022,1,-0.014005785,0.15604739,0.074866384
Zimbabwe,ZWE,0.24534412,2022-01-16,2022,1,-0.28239486,0.022645624,-0.23022352
eSwatini,SWZ,0.41647586,2022-01-16,2022,1,1.0985464,-0.10469693,-0.15876207
Afghanistan,AFG,-0.8671683,2022-02-15,2022,2,-0.3873344,-1.2339611,-1.4721153
Aland,ALA,0.509705,2022-02-15,2022,2,-0.5094265,-0.09728011,-0.40306607
Albania,ALB,-0.48569575,2022-02-15,2022,2,-0.14981833,0.94614977,0.37272474
Algeria,DZA,-0.83163345,2022-02-15,2022,2,-0.37962863,-0.8355455,-1.164854
Angola,AGO,0.00961228,2022-02-15,2022,2,0.025695449,0.069391295,0.14528537
Antarctica,ATA,,2022-02-15,2022,2,,,
Argentina,ARG,-0.28422815,2022-02-15,2022,2,-0.41187894,-0.96128166,-0.866121
Armenia,ARM,-0.5484126,2022-02-15,2022,2,-0.30335885,-0.4365145,-0.3918169
Australia,AUS,-0.1378032,2022-02-15,2022,2,0.3600394,0.29703844,0.4265539
Austria,AUT,-0.608696,2022-02-15,2022,2,-0.13474995,-0.44126517,-1.3048943
Azerbaijan,AZE,-0.72130543,2022-02-15,2022,2,-0.6296854,0.23433346,0.21128891
Bangladesh,BGD,1.9771904,2022-02-15,2022,2,0.97866774,0.88392335,0.16742161
Belarus,BLR,1.1917454,2022-02-15,2022,2,1.0616779,-1.040834,-0.3599017
Belgium,BEL,0.05563898,2022-02-15,2022,2,-0.64054227,-0.09207813,-0.85813856
Belize,BLZ,0.45526817,2022-02-15,2022,2,-1.0100883,-0.75499314,0.18272959
Benin,BEN,-1.5140082,2022-02-15,2022,2,-1.4329867,-0.82211256,-0.43608275
Bhutan,BTN,2.2044368,2022-02-15,2022,2,0.22527745,0.45168015,-0.53189033
Bolivia,BOL,-0.47686818,2022-02-15,2022,2,0.13572605,0.49593773,-0.32513133
Bosnia and Herzegovina,BIH,-0.37282428,2022-02-15,2022,2,0.7518562,1.16601,-0.21251291
Botswana,BWA,0.47128785,2022-02-15,2022,2,0.7387008,0.44782,-0.16430722
Brazil,BRA,-0.14907397,2022-02-15,2022,2,0.21846554,0.5105156,0.26381308
Brunei,BRN,-0.03328689,2022-02-15,2022,2,-0.70814323,-0.82682866,-0.011005783
Bulgaria,BGR,0.12732546,2022-02-15,2022,2,-0.1386724,1.0040191,-0.13202305
Burkina Faso,BFA,-1.5203075,2022-02-15,2022,2,-1.9513289,-0.9993161,-1.3428812
Burundi,BDI,1.1677344,2022-02-15,2022,2,-0.47611278,-1.3394506,-1.452734
Cabo Verde,CPV,-2.4831386,2022-02-15,2022,2,-3.313311,-0.29941416,-0.076330066
Cambodia,KHM,1.4212325,2022-02-15,2022,2,-0.006284891,1.4122221,1.6128294
Cameroon,CMR,-0.84868777,2022-02-15,2022,2,0.13866448,0.580836,0.3054706
Canada,CAN,0.16219573,2022-02-15,2022,2,0.22263178,-0.03534185,-0.11824748
Cayman Islands,CYM,,2022-02-15,2022,2,,,
Central African Republic,CAF,-1.0082138,2022-02-15,2022,2,0.011820131,0.09571624,0.47831786
Chad,TCD,0.102584735,2022-02-15,2022,2,-1.075329,-0.91706777,-0.84540313
Chile,CHL,-0.27904192,2022-02-15,2022,2,-0.46134213,-0.5907571,-0.8019886
China,CHN,0.19200334,2022-02-15,2022,2,0.0015695998,0.17621681,0.13994718
Colombia,COL,0.22285892,2022-02-15,2022,2,-0.27138937,0.022403669,0.10254174
Comoros,COM,0.070157304,2022-02-15,2022,2,-0.10144333,-1.8886667,-1.7632303
Costa Rica,CRI,-1.0876617,2022-02-15,2022,2,-0.8884786,0.002749443,0.42640707
Croatia,HRV,-0.72899616,2022-02-15,2022,2,0.2688045,0.5148228,-0.5652854
Cuba,CUB,-0.81156534,2022-02-15,2022,2,-0.17908137,-0.73130536,-1.1282396
Cyprus,CYP,0.82430494,2022-02-15,2022,2,0.58743095,0.042862583,-0.5418799
Czechia,CZE,-1.1244419,2022-02-15,2022,2,-0.3456536,-0.8540739,-1.508349
Democratic Republic of the Congo,COD,0.049510118,2022-02-15,2022,2,0.07373226,-0.097739,-0.05578593
Denmark,DNK,1.016594,2022-02-15,2022,2,-0.39631677,0.03938293,-0.10845608
Djibouti,DJI,-1.3330203,2022-02-15,2022,2,-1.0617069,-0.8321723,-0.42713684
Dominican Republic,DOM,-0.24960093,2022-02-15,2022,2,-1.3070481,-1.105986,-1.3300914
East Timor,TLS,-1.0724084,2022-02-15,2022,2,0.05351612,-0.14566274,0.0035414125
Ecuador,ECU,-0.85477376,2022-02-15,2022,2,-0.2912146,0.6878105,0.6658132
Egypt,EGY,-0.07097269,2022-02-15,2022,2,-0.42771333,-0.839023,-0.85089695
El Salvador,SLV,-0.24540426,2022-02-15,2022,2,-0.2021092,-0.28796998,-0.4380515
Equatorial Guinea,GNQ,-0.41256008,2022-02-15,2022,2,-0.0054172343,-0.26829994,-0.90223247
Eritrea,ERI,0.07037026,2022-02-15,2022,2,0.36568132,0.05245961,0.87897474
Estonia,EST,1.3168923,2022-02-15,2022,2,1.0464765,0.32617584,-0.06517175
Ethiopia,ETH,-0.7014355,2022-02-15,2022,2,-0.41053483,-0.01956076,0.39621967
Falkland Islands,FLK,-0.7195785,2022-02-15,2022,2,-1.0428768,-1.8650217,-1.7181635
Faroe Islands,FRO,0.027762415,2022-02-15,2022,2,0.032518957,0.28607404,0.3539417
Fiji,FJI,2.300878,2022-02-15,2022,2,2.089323,1.1915151,0.21327552
Finland,FIN,1.1738838,2022-02-15,2022,2,0.30119976,0.722099,0.2145891
France,-99,-0.50706387,2022-02-15,2022,2,-1.2198085,-0.5187311,0.20224446
French Polynesia,PYF,-0.8894562,2022-02-15,2022,2,-0.18958542,-1.4686219,-0.8086983
French Southern and Antarctic Lands,ATF,-0.95875293,2022-02-15,2022,2,-0.6856986,0.96170634,1.1688213
Gabon,GAB,-0.8221053,2022-02-15,2022,2,-0.3397632,-0.4692781,-1.4758456
Gambia,GMB,-2.2841642,2022-02-15,2022,2,-2.3355596,-0.25636148,-0.42100507
Georgia,GEO,-0.3507208,2022-02-15,2022,2,-0.17103568,-0.39726114,0.5175248
Germany,DEU,-0.105142735,2022-02-15,2022,2,-0.31167307,-0.44310084,-1.1992491
Ghana,GHA,-1.6492975,2022-02-15,2022,2,-0.3883987,-0.065304965,0.14111674
Greece,GRC,-0.2817736,2022-02-15,2022,2,-0.5057325,0.7599764,0.36118186
Greenland,GRL,0.42985585,2022-02-15,2022,2,0.7193201,0.55761766,0.44285762
Guatemala,GTM,-0.10075526,2022-02-15,2022,2,-0.7923721,-0.8583047,-0.960948
Guinea,GIN,-1.9553124,2022-02-15,2022,2,-2.1315732,-0.09931819,-0.31842053
Guinea-Bissau,GNB,-2.3699002,2022-02-15,2022,2,-2.4942756,0.11891291,-0.35206425
Guyana,GUY,0.9272573,2022-02-15,2022,2,0.23010843,1.3868088,0.93204683
Haiti,HTI,-0.53157395,2022-02-15,2022,2,-1.4288795,-1.5336832,-1.7879308
Honduras,HND,0.12558138,2022-02-15,2022,2,-0.26852092,-0.0801589,-0.10187157
Hungary,HUN,-1.151425,2022-02-15,2022,2,-0.17851378,-0.30245414,-0.99342513
Iceland,ISL,1.0533738,2022-02-15,2022,2,0.6666313,1.2577525,2.2473137
India,IND,1.1350696,2022-02-15,2022,2,1.2691582,0.64695925,0.86990285
Indonesia,IDN,-0.0064948085,2022-02-15,2022,2,0.3234389,0.55041164,0.8434174
Iran,IRN,-1.0387394,2022-02-15,2022,2,-0.6389797,-0.89188087,-1.1133537
Iraq,IRQ,-0.7618571,2022-02-15,2022,2,-0.6097409,-0.86099577,-1.2593294
Ireland,IRL,-0.046224933,2022-02-15,2022,2,-1.5247834,0.22331639,-0.14681843
Israel,ISR,1.2293718,2022-02-15,2022,2,1.1519468,0.34161213,-0.44885036
Italy,ITA,-1.2859501,2022-02-15,2022,2,-0.69315594,-0.40407464,-0.7741511
Ivory Coast,CIV,-1.321269,2022-02-15,2022,2,-0.7026483,-0.37342173,-0.20657441
Jamaica,JAM,-1.2617483,2022-02-15,2022,2,0.76406753,0.35499418,-0.26347086
Japan,JPN,-0.3315771,2022-02-15,2022,2,0.40586853,0.21029434,-0.26858157
Jordan,JOR,0.85491574,2022-02-15,2022,2,0.72287446,0.033255186,-0.43192792
Kazakhstan,KAZ,-0.5909905,2022-02-15,2022,2,-0.30975336,-0.68225247,-0.71273714
Kenya,KEN,0.11127917,2022-02-15,2022,2,1.21442,1.2676544,1.4819689
Kiribati,KIR,,2022-02-15,2022,2,,,
Kosovo,-99,-0.038302056,2022-02-15,2022,2,-0.50706387,-1.2198085,-0.5187311
Kuwait,KWT,0.20213667,2022-02-15,2022,2,0.1761884,-0.87639403,-1.4924722
Kyrgyzstan,KGZ,-1.1792604,2022-02-15,2022,2,-1.2421833,-0.525417,-1.0845779
Laos,LAO,1.003176,2022-02-15,2022,2,-0.3157708,0.45235112,0.14224446
Latvia,LVA,1.3294163,2022-02-15,2022,2,1.3252201,0.065831676,-0.11961679
Lebanon,LBN,0.81812686,2022-02-15,2022,2,0.80697364,-0.13339293,-0.95542705
Lesotho,LSO,0.6949404,2022-02-15,2022,2,1.0068654,1.146675,-0.8752684
Liberia,LBR,-0.451185,2022-02-15,2022,2,-0.6156253,-0.55863655,-0.42088312
Libya,LBY,0.5223601,2022-02-15,2022,2,-0.010659051,-0.32196245,-0.8502411
Lithuania,LTU,1.1907711,2022-02-15,2022,2,0.89577734,-0.6604518,-0.33047086
Luxembourg,LUX,0.2550305,2022-02-15,2022,2,-0.541537,-0.4069541,-1.3385413
Madagascar,MDG,0.4009546,2022-02-15,2022,2,0.7104771,0.15789777,-0.018098352
Malawi,MWI,-0.88629836,2022-02-15,2022,2,-1.4471664,-2.2300212,-0.71954787
Malaysia,MYS,0.074922755,2022-02-15,2022,2,-0.49180627,-0.4528818,-0.3147423
Mali,MLI,-1.2442112,2022-02-15,2022,2,-1.6139075,-1.4420198,-1.3121761
Mauritania,MRT,-1.5467795,2022-02-15,2022,2,-1.4334701,-1.1960284,-0.5549403
Mauritius,MUS,-0.20708747,2022-02-15,2022,2,-0.78149885,-0.5091855,-0.5763375
Mexico,MEX,-0.94600844,2022-02-15,2022,2,-1.0583735,-0.65152526,-0.3738487
Moldova,MDA,-0.52175474,2022-02-15,2022,2,-0.37653774,-0.42330676,-1.5006733
Mongolia,MNG,-0.2598329,2022-02-15,2022,2,-0.9120061,-0.82879394,-0.19018885
Montenegro,MNE,-0.3981407,2022-02-15,2022,2,0.68903714,1.2718872,-0.10725064
Morocco,MAR,-1.2052412,2022-02-15,2022,2,-0.6254199,-0.864664,-0.7112974
Mozambique,MOZ,-0.12792471,2022-02-15,2022,2,-0.5382972,-1.6183277,-1.0240616
Myanmar,MMR,1.2296855,2022-02-15,2022,2,0.19222336,0.5838689,0.074764244
Namibia,NAM,0.40292943,2022-02-15,2022,2,0.37432256,0.09991852,-0.10885425
Nepal,NPL,0.8727057,2022-02-15,2022,2,0.75028235,0.6030158,0.07937237
Netherlands,NLD,0.39441976,2022-02-15,2022,2,-0.48327273,0.27195966,-0.69606036
New Caledonia,NCL,2.048865,2022-02-15,2022,2,1.6042256,1.7123467,0.91717196
New Zealand,NZL,0.7649171,2022-02-15,2022,2,-0.011434758,0.77503306,0.35056207
Nicaragua,NIC,-0.72674525,2022-02-15,2022,2,-0.8943985,-0.82446164,-0.80684704
Niger,NER,0.41254205,2022-02-15,2022,2,-0.7549826,-1.2190895,-1.1884527
Nigeria,NGA,-0.14064103,2022-02-15,2022,2,-0.8863966,-0.543882,-0.33063352
North Korea,PRK,-1.8488911,2022-02-15,2022,2,-0.6189464,1.4011316,0.90285355
North Macedonia,MKD,0.034669187,2022-02-15,2022,2,0.009116412,1.4662277,0.6197838
Northern Cyprus,-99,1.0090616,2022-02-15,2022,2,-0.038302056,-0.50706387,-1.2198085
Norway,-99,0.3040721,2022-02-15,2022,2,1.0090616,-0.038302056,-0.50706387
Oman,OMN,-0.7909595,2022-02-15,2022,2,-0.8945691,-1.0777571,-0.9196702
Pakistan,PAK,-0.094290555,2022-02-15,2022,2,0.5843006,-0.58284235,-0.10408087
Palestine,PSE,0.9354253,2022-02-15,2022,2,0.86487466,0.14990197,-0.48870623
Panama,PAN,-0.52177775,2022-02-15,2022,2,-0.5276631,-0.17150816,-0.019310694
Papua New Guinea,PNG,0.095425144,2022-02-15,2022,2,0.11200109,0.2582236,0.16514112
Paraguay,PRY,-2.433994,2022-02-15,2022,2,-1.6845609,-0.40070656,-0.018570181
Peru,PER,-0.5376769,2022-02-15,2022,2,-0.4042949,-0.09564864,-0.21641096
Philippines,PHL,0.41349003,2022-02-15,2022,2,-0.08097255,0.5762486,0.47693193
Poland,POL,-0.026501453,2022-02-15,2022,2,-0.1392249,-1.2164284,-1.1158273
Portugal,PRT,-1.5533868,2022-02-15,2022,2,-1.5006253,-1.0011556,-0.770574
Puerto Rico,PRI,-0.33327326,2022-02-15,2022,2,-0.7846914,-0.2389078,-0.4589957
Qatar,QAT,0.14059028,2022-02-15,2022,2,0.6217789,-0.6775332,-1.8378882
Republic of Serbia,SRB,-0.13488363,2022-02-15,2022,2,0.9707671,1.3001609,-0.21029373
Republic of the Congo,COG,-0.8382326,2022-02-15,2022,2,-0.048175707,-0.6637222,-1.0308487
Romania,ROU,-0.41003644,2022-02-15,2022,2,0.17595053,0.1634566,-0.9802909
Russia,RUS,0.3348054,2022-02-15,2022,2,0.5453175,0.29611975,0.24366014
Rwanda,RWA,1.0927187,2022-02-15,2022,2,-0.38978234,-1.1633716,-0.9573385
Saint Vincent and the Grenadines,VCT,-1.4957517,2022-02-15,2022,2,-2.778209,-1.842797,-1.3914683
Samoa,WSM,-0.13445891,2022-02-15,2022,2,-0.3254036,-1.0252192,-0.75151014
Saudi Arabia,SAU,-0.1189671,2022-02-15,2022,2,-0.41137174,-1.0750506,-1.4219722
Senegal,SEN,-2.2986705,2022-02-15,2022,2,-2.4527862,-0.48593977,-0.47518164
Siachen Glacier,-99,-0.38874796,2022-02-15,2022,2,0.3040721,1.0090616,-0.038302056
Sierra Leone,SLE,-1.1190339,2022-02-15,2022,2,-0.7291138,0.7963996,0.58552086
Slovakia,SVK,-1.1725713,2022-02-15,2022,2,-0.4551591,-0.9489547,-1.2486238
Slovenia,SVN,-0.6953816,2022-02-15,2022,2,0.024641585,-0.09828016,-1.0311168
Solomon Islands,SLB,0.031490184,2022-02-15,2022,2,0.060673326,0.03006955,0.05968467
Somalia,SOM,-0.69344836,2022-02-15,2022,2,-0.0059645916,0.5131483,0.4428016
Somaliland,-99,-1.8913023,2022-02-15,2022,2,-0.38874796,0.3040721,1.0090616
South Africa,ZAF,0.71784496,2022-02-15,2022,2,0.9930421,1.1203144,-0.39631307
South Georgia and the Islands,SGS,-1.2928803,2022-02-15,2022,2,-1.0514535,-1.305093,-2.372099
South Korea,KOR,-2.3105912,2022-02-15,2022,2,-1.4659206,-0.06422101,0.32707757
South Sudan,SSD,0.15616885,2022-02-15,2022,2,-0.15770078,-0.40754697,-0.18064432
Spain,ESP,-1.7716771,2022-02-15,2022,2,-1.1370078,-0.7805647,-0.1725539
Sri Lanka,LKA,-0.34320983,2022-02-15,2022,2,0.19038463,0.5326834,1.0352705
Sudan,SDN,0.16415611,2022-02-15,2022,2,-0.65265715,-1.2383727,-0.6041284
Suriname,SUR,0.4739787,2022-02-15,2022,2,0.35300225,1.4916719,1.2989929
Sweden,SWE,0.11389732,2022-02-15,2022,2,-0.20216644,0.38596773,0.25795746
Switzerland,CHE,-0.22851416,2022-02-15,2022,2,-0.67455447,-0.57758147,-1.6339666
Syria,SYR,-0.687358,2022-02-15,2022,2,-0.6067701,-1.2009754,-1.1581117
Taiwan,TWN,0.27429986,2022-02-15,2022,2,-0.13816743,0.13963653,0.34962127
Tajikistan,TJK,-1.1424401,2022-02-15,2022,2,-1.0135926,-1.1785691,-1.135353
Thailand,THA,1.3844802,2022-02-15,2022,2,-0.17566575,0.7446431,0.84241104
The Bahamas,BHS,0.0456765,2022-02-15,2022,2,0.577501,-0.4029057,0.1500931
Togo,TGO,-1.8920825,2022-02-15,2022,2,-1.053535,-0.42228496,0.19879372
