origin,destination,dist_od
CAF,CAF,4.286443855217647
CAF,CAN,9.27078333023397
CAF,CCK,
CAF,CHE,8.474728598569705
CAF,CHL,9.237036829186751
CAF,CHN,9.252181686812925
CAF,CIV,7.844569946574444
CAF,CMR,6.697453665871211
CAF,COG,6.985086621918461
CAF,COK,9.811788843513538
CAF,COL,9.241961124606062
CAF,COM,8.119559041163189
CAF,CPV,8.474322641705552
CAF,CRI,9.33196225205382
CAF,CUB,9.272284593326283
CAF,CXR,
CAF,CYM,9.292741220126564
CAF,CYP,8.20834141364279
CAF,CZE,8.51937540864729
CAF,DEU,8.560959327694725
CAF,DJI,7.936580809690233
CAF,DMA,9.08003451457244
CAF,DNK,8.646702581621792
CAF,DOM,9.178358252872702
CAF,DZA,8.239287441279677
CAF,ECU,9.296495132174389
CAF,EGY,8.035164267267609
CAF,ERI,7.837362550852936
CAF,ESH,8.331253175889572
CAF,ESP,8.400839808319446
CAF,EST,8.708617690428033
CAF,ETH,7.735495850546645
CAF,FIN,8.744143886353397
CAF,FJI,9.7643559364636
CAF,FLK,9.160131962572258
CAF,FRA,8.488982587946168
CAF,FRO,8.807563597060007
CAF,FSM,9.60015227202856
CAF,GAB,6.980386589979655
CAF,GBR,8.62915397728954
CAF,GEO,8.480117088940624
CAF,GHA,7.657218991320979
CAF,GIB,8.351477392667045
CAF,GIN,8.150892064082873
CAF,GLP,9.081976746270023
CAF,GMB,8.275496846438301
CAF,GNB,8.244364788318967
CAF,GNQ,6.919385386339277
CAF,GRC,8.228541048598307
CAF,GRD,9.085730209433656
CAF,GRL,9.057973267299376
CAF,GTM,9.385794233376984
CAF,GUF,8.97407206665482
CAF,GUY,9.04392551023923
CAF,HKG,9.247839411592073
CAF,HND,9.35692334595793
CAF,HRV,8.40944003790418
CAF,HTI,9.203260569212269
CAF,HUN,8.458392842102405
CAF,IDN,9.210978168540706
CAF,IND,8.788817525713121
CAF,IRL,8.671479747726154
CAF,IRN,8.463081613606668
CAF,IRQ,8.33735502844564
CAF,ISL,8.899289360491522
CAF,ISR,8.149320355886815
CAF,ITA,8.349148670978904
CAF,JAM,9.25144488658388
CAF,JOR,8.16178144930203
CAF,JPN,9.41204044653674
CAF,KAZ,8.843996837491755
CAF,KEN,7.676637286221497
CAF,KGZ,8.83421957708902
CAF,KHM,9.156684393911604
CAF,KIR,9.752776865808878
CAF,KNA,9.06954598181018
CAF,KOR,9.337052314920038
CAF,KWT,8.32203098521981
CAF,LAO,9.141210741138098
CAF,LBN,8.206552508789231
CAF,LBR,8.065054941664277
CAF,LBY,8.020539667352368
CAF,LCA,9.075909374828823
CAF,LKA,8.827606979546314
CAF,LSO,8.281447819655106
CAF,LTU,8.632118993510113
CAF,LUX,8.537146787708181
CAF,LVA,8.664275405539318
CAF,MAC,
CAF,MAR,8.323026719777747
CAF,MDA,8.474483165686227
CAF,MDG,8.33422326447578
CAF,MDV,8.713651518206873
CAF,MEX,9.457271541130668
CAF,MHL,9.715061199334254
CAF,MKD,8.319832146347354
CAF,MLI,7.986204315336681
CAF,MLT,8.150596330506373
CAF,MMR,9.05300270242119
CAF,MNG,9.147122045664466
CAF,MNP,9.53219196019806
CAF,MOZ,8.137089350348004
CAF,MRT,8.266117391804103
CAF,MSR,
CAF,MTQ,9.076052235950728
CAF,MUS,8.538049577039533
CAF,MWI,7.928184019556906
CAF,MYS,9.154427264772897
CAF,NAM,8.000923441920495
CAF,NCL,9.685590215741872
CAF,NER,7.473430954368858
CAF,NFK,9.671264784588562
CAF,NGA,7.275290041055168
CAF,NIC,9.348368638490392
CAF,NIU,9.810031452862477
CAF,NLD,8.591555302702446
CAF,NOR,8.735180914259953
CAF,NPL,8.911973284190005
CAF,NRU,9.710356583984652
CAF,NZL,9.64771943557654
CAF,OMN,8.439788467867622
CAF,PAK,8.712578708532446
CAF,PAL,8.13625453575315
CAF,PAN,9.293680100038243
CAF,PCN,
CAF,PER,9.274702002469526
CAF,PHL,9.333393938396323
CAF,PLW,9.456715175931336
CAF,PNG,9.570254264852029
CAF,POL,8.55792891021485
CAF,PRI,9.13590956310091
CAF,PRK,9.322293111103255
CAF,PRT,8.460034518752726
CAF,PRY,9.082495977678274
CAF,PYF,9.804958096417963
CAF,QAT,8.336891193938838
CAF,REU,8.510752494586251
CAF,ROM,8.424838180795021
CAF,RUS,8.742880065740824
CAF,RWA,7.29824075045398
CAF,SAU,8.112514274179023
CAF,SDN,7.48211948661502
CAF,SEN,8.297115186509506
CAF,SGP,9.157764465920158
CAF,SHN,8.239341046529836
CAF,SLB,9.663223910205877
CAF,SLE,8.145076201867896
CAF,SLV,9.373485905116885
CAF,SMR,8.383864292574179
CAF,SOM,7.986677654001645
CAF,SPM,9.041581899304978
CAF,STP,7.236355901292557
CAF,SUR,8.998893768854984
CAF,SVK,8.488219683856338
CAF,SVN,8.433075006924179
CAF,SWE,8.69834473067321
CAF,SWZ,8.23354722956749
CAF,SYC,8.35304799909315
CAF,SYR,8.255528382272828
CAF,TCA,9.18806664402412
CAF,TCD,6.554663479336305
CAF,TGO,7.5599023241556855
CAF,THA,9.108750958986203
CAF,TJK,8.75254922585799
CAF,TKL,9.84292511628613
CAF,TKM,8.623778296957708
CAF,TMP,9.391139103192948
CAF,TON,9.783571618869104
CAF,TTO,9.083483228346216
CAF,TUN,8.172742088128635
CAF,TUR,8.315517302027017
CAF,TUV,9.786480028592786
CAF,TWN,9.309891546037763
CAF,TZA,7.753800354962554
CAF,UGA,7.379456216984069
CAF,UKR,8.531151321884742
CAF,URY,9.097723593203579
CAF,USA,9.334302499882615
CAF,UZB,8.755075274997207
CAF,VCT,9.079322845512149
CAF,VEN,9.158679536369421
CAF,VGB,9.116851223088132
CAF,VNM,9.179499339028089
CAF,VUT,9.707669121331536
CAF,WLF,9.8078314629119
CAF,WSM,9.82694230494588
CAF,YEM,8.014044028089762
CAF,YUG,8.378272445136416
CAF,ZAF,8.266224331990964
CAF,ZAR,7.071269413099473
CAF,ZMB,7.780413821434524
CAF,ZWE,7.9839007345073245
CAN,ABW,8.318821030077185
CAN,AFG,9.259923554956396
CAN,AGO,9.348939899878905
CAN,AIA,8.215751825882755
CAN,ALB,8.957397833328299
CAN,AND,8.779931847328966
CAN,ANT,8.320320031734415
CAN,ARE,9.310890435941642
CAN,ARG,9.136823963275832
CAN,ARM,9.119525443373675
CAN,ATG,8.26061616851494
CAN,AUS,9.630627752118176
CAN,AUT,8.852438389819586
CAN,AZE,9.137681073065407
CAN,BDI,9.404069118680692
CAN,BEL,8.726956424189275
CAN,BEN,9.123711867136201
CAN,BFA,9.043783182022208
CAN,BGD,9.394906075454916
CAN,BGR,8.978542857910453
CAN,BHR,9.281480802473302
CAN,BHS,7.829002109086927
CAN,BIH,8.912110331455017
CAN,BLR,8.885578599432735
CAN,BLZ,8.154091353452593
CAN,BMU,7.661026720904983
CAN,BOL,8.919549472124313
CAN,BRA,9.014266362214736
CAN,BRB,8.38747440726882
CAN,BRN,9.523771328235718
CAN,BTN,9.361405152452841
CAN,BWA,9.509926311430787
CAN,CAF,9.27078333023397
CAN,CAN,5.1101046911401795
CAN,CCK,
CAN,CHE,8.796404740060117
CAN,CHL,9.11310343717101
CAN,CHN,9.239955483311952
CAN,CIV,9.078777440659827
CAN,CMR,9.21244615326167
CAN,COG,9.309894261764946
CAN,COK,9.247948246743045
CAN,COL,8.46088672045223
CAN,COM,9.53597697169073
CAN,CPV,8.775528581627436
CAN,CRI,8.354602729948347
CAN,CUB,7.973449669959353
CAN,CXR,
CAN,CYM,8.071498413328996
CAN,CYP,9.110200096015648
CAN,CZE,8.834897550916892
CAN,DEU,8.772488374856295
CAN,DJI,9.369303737942882
CAN,DMA,8.312434596310586
CAN,DNK,8.742701304948463
CAN,DOM,8.130531093506457
CAN,DZA,8.862765751343328
CAN,ECU,8.616394518152184
CAN,EGY,9.142937378819763
CAN,ERI,9.321649161523718
CAN,ESH,8.776071386598897
CAN,ESP,8.757464737560452
CAN,EST,8.810851122802609
CAN,ETH,9.364076394416378
CAN,FIN,8.783592841214563
CAN,FJI,9.364112408698617
CAN,FLK,9.335375271413223
CAN,FRA,8.752525358832411
CAN,FRO,8.526696095456282
CAN,FSM,9.335999862317676
CAN,GAB,9.249671655939364
CAN,GBR,8.654191666757349
CAN,GEO,9.09823471446569
CAN,GHA,9.110483571940742
CAN,GIB,8.768882993679957
CAN,GIN,8.966933907450482
CAN,GLP,8.287332883109304
CAN,GMB,8.890467972523432
CAN,GNB,8.916704209055377
CAN,GNQ,9.223267456018915
CAN,GRC,9.0122363242982
CAN,GRD,8.390937211533423
CAN,GRL,8.043048841205712
CAN,GTM,8.248074023873931
CAN,GUF,8.623260037563941
CAN,GUY,8.547469212123273
CAN,HKG,9.380148123355193
CAN,HND,8.224641950447058
CAN,HRV,8.887645233794059
CAN,HTI,8.115730064687371
CAN,HUN,8.890401601231938
CAN,IDN,9.607346469992708
CAN,IND,9.394374627929919
CAN,IRL,8.58858393238159
CAN,IRN,9.205362201421236
CAN,IRQ,9.187081059220677
CAN,ISL,8.36477857043306
CAN,ISR,9.148008906831082
CAN,ITA,8.876207856072483
CAN,JAM,8.118116136182392
CAN,JOR,9.154726705575785
CAN,JPN,9.1694521252613
CAN,KAZ,9.120081472945039
CAN,KEN,9.432519458343563
CAN,KGZ,9.19562056523394
CAN,KHM,9.487129329293326
CAN,KIR,9.24403720269796
CAN,KNA,8.268722601305903
CAN,KOR,9.202288542827647
CAN,KWT,9.24221784324917
CAN,LAO,9.437369962848448
CAN,LBN,9.134574256631783
CAN,LBR,9.025497639688513
CAN,LBY,9.013568997603906
CAN,LCA,8.352328689684013
CAN,LKA,9.521705034922581
CAN,LSO,9.55059686781919
CAN,LTU,8.841978978144242
CAN,LUX,8.755736121312712
CAN,LVA,8.826996818020861
CAN,MAC,
CAN,MAR,8.77909581088053
CAN,MDA,8.959984783861087
CAN,MDG,9.596119645967578
CAN,MDV,9.538390095749978
CAN,MEX,8.123624242580902
CAN,MHL,9.222476431195682
CAN,MKD,8.96404103280129
CAN,MLI,8.986712328314507
CAN,MLT,8.96626680810578
CAN,MMR,9.442060637897251
CAN,MNG,9.137031234515204
CAN,MNP,9.316604878910743
CAN,MOZ,9.543790904988807
CAN,MRT,8.852524491702766
CAN,MSR,
CAN,MTQ,8.335483767230883
CAN,MUS,9.64510016978134
CAN,MWI,9.503284575101619
CAN,MYS,9.55125629222322
CAN,NAM,9.449447032197684
CAN,NCL,9.462384644966743
CAN,NER,9.089248430423817
CAN,NFK,9.494274178447691
CAN,NGA,9.148896683566267
CAN,NIC,8.296628063110573
CAN,NIU,9.298136940622147
CAN,NLD,8.723022431406655
CAN,NOR,8.684136777666987
CAN,NPL,9.355384858851316
CAN,NRU,9.31064352068523
CAN,NZL,9.515352900779103
CAN,OMN,9.336370198075358
CAN,PAK,9.318992962803199
CAN,PAL,9.15077368410024
CAN,PAN,8.382753958257743
CAN,PCN,
CAN,PER,8.795702573074427
CAN,PHL,9.435393299271347
CAN,PLW,9.434851787337664
CAN,PNG,9.479672611315081
CAN,POL,8.845354991821754
CAN,PRI,8.17833879971526
CAN,PRK,9.176502266563606
CAN,PRT,8.690930508829023
CAN,PRY,9.05610527191897
CAN,PYF,9.155823043867466
CAN,QAT,9.293073610768731
CAN,REU,9.641529105713516
CAN,ROM,8.954207869680953
CAN,RUS,8.956346944092529
CAN,RWA,9.396440613872118
CAN,SAU,9.267712651834053
CAN,SDN,9.282560563392572
CAN,SEN,8.871020524757666
CAN,SGP,9.570840889069785
CAN,SHN,9.240608631231439
CAN,SLB,9.419402848650163
CAN,SLE,8.981876693850573
CAN,SLV,8.267715418308288
CAN,SMR,8.86957266300881
CAN,SOM,9.43671390129065
CAN,SPM,7.511104658621942
CAN,STP,9.221536461203534
CAN,SUR,8.590602562462163
CAN,SVK,8.875357585573074
CAN,SVN,8.867011683518484
CAN,SWE,8.74753143872281
CAN,SWZ,9.555257563659312
CAN,SYC,9.54189841082521
CAN,SYR,9.131901094787311
CAN,TCA,8.025972789842406
CAN,TCD,9.203845626703982
CAN,TGO,9.118875529377041
CAN,THA,9.476096569636304
CAN,TJK,9.221096318827682
CAN,TKL,9.22979882240324
CAN,TKM,9.193041810887683
CAN,TMP,9.586203636916556
CAN,TON,9.343195911263281
CAN,TTO,8.433460868810425
CAN,TUN,8.929251582651174
CAN,TUR,9.055507476159173
CAN,TUV,9.28858392367727
CAN,TWN,9.34383576395269
CAN,TZA,9.462912231581079
CAN,UGA,9.392155133704543
CAN,UKR,8.967893963459913
CAN,URY,9.161966286234115
CAN,USA,7.051449479884901
CAN,UZB,9.198547711074731
CAN,VCT,8.370177695512968
CAN,VEN,8.39673122061527
CAN,VGB,8.191955450854003
CAN,VNM,9.463333168786104
CAN,VUT,9.421817737199223
CAN,WLF,9.294297255413126
CAN,WSM,9.269738830596978
CAN,YEM,9.352173212040002
CAN,YUG,8.933630418405361
CAN,ZAF,9.542679794559879
CAN,ZAR,9.354958330881963
CAN,ZMB,9.468032199128247
CAN,ZWE,9.50606948001476
CCK,ABW,
CCK,AFG,
CCK,AGO,
CCK,AIA,
CCK,ALB,
CCK,AND,
CCK,ANT,
CCK,ARE,
CCK,ARG,
CCK,ARM,
CCK,ATG,
CCK,AUS,
CCK,AUT,
CCK,AZE,
CCK,BDI,
CCK,BEL,
CCK,BEN,
CCK,BFA,
CCK,BGD,
CCK,BGR,
CCK,BHR,
CCK,BHS,
CCK,BIH,
CCK,BLR,
CCK,BLZ,
CCK,BMU,
CCK,BOL,
CCK,BRA,
CCK,BRB,
CCK,BRN,
CCK,BTN,
CCK,BWA,
CCK,CAF,
CCK,CAN,
CCK,CCK,
CCK,CHE,
CCK,CHL,
CCK,CHN,
CCK,CIV,
CCK,CMR,
CCK,COG,
CCK,COK,
CCK,COL,
CCK,COM,
CCK,CPV,
CCK,CRI,
CCK,CUB,
CCK,CXR,
CCK,CYM,
CCK,CYP,
CCK,CZE,
CCK,DEU,
CCK,DJI,
CCK,DMA,
CCK,DNK,
CCK,DOM,
CCK,DZA,
CCK,ECU,
CCK,EGY,
CCK,ERI,
CCK,ESH,
CCK,ESP,
CCK,EST,
CCK,ETH,
CCK,FIN,
CCK,FJI,
CCK,FLK,
CCK,FRA,
CCK,FRO,
CCK,FSM,
CCK,GAB,
CCK,GBR,
CCK,GEO,
CCK,GHA,
CCK,GIB,
CCK,GIN,
CCK,GLP,
CCK,GMB,
CCK,GNB,
CCK,GNQ,
CCK,GRC,
CCK,GRD,
CCK,GRL,
CCK,GTM,
CCK,GUF,
CCK,GUY,
CCK,HKG,
CCK,HND,
CCK,HRV,
CCK,HTI,
CCK,HUN,
CCK,IDN,
CCK,IND,
CCK,IRL,
CCK,IRN,
CCK,IRQ,
CCK,ISL,
CCK,ISR,
CCK,ITA,
CCK,JAM,
CCK,JOR,
CCK,JPN,
CCK,KAZ,
CCK,KEN,
CCK,KGZ,
CCK,KHM,
CCK,KIR,
CCK,KNA,
CCK,KOR,
CCK,KWT,
CCK,LAO,
CCK,LBN,
CCK,LBR,
CCK,LBY,
CCK,LCA,
CCK,LKA,
CCK,LSO,
CCK,LTU,
CCK,LUX,
CCK,LVA,
CCK,MAC,
CCK,MAR,
CCK,MDA,
CCK,MDG,
CCK,MDV,
CCK,MEX,
CCK,MHL,
CCK,MKD,
CCK,MLI,
CCK,MLT,
CCK,MMR,
CCK,MNG,
CCK,MNP,
CCK,MOZ,
CCK,MRT,
CCK,MSR,
CCK,MTQ,
CCK,MUS,
CCK,MWI,
CCK,MYS,
CCK,NAM,
CCK,NCL,
CCK,NER,
CCK,NFK,
CCK,NGA,
CCK,NIC,
CCK,NIU,
CCK,NLD,
CCK,NOR,
CCK,NPL,
CCK,NRU,
CCK,NZL,
CCK,OMN,
CCK,PAK,
CCK,PAL,
CCK,PAN,
CCK,PCN,
CCK,PER,
CCK,PHL,
CCK,PLW,
CCK,PNG,
CCK,POL,
CCK,PRI,
CCK,PRK,
CCK,PRT,
CCK,PRY,
CCK,PYF,
CCK,QAT,
CCK,REU,
CCK,ROM,
CCK,RUS,
CCK,RWA,
CCK,SAU,
CCK,SDN,
CCK,SEN,
CCK,SGP,
CCK,SHN,
CCK,SLB,
CCK,SLE,
CCK,SLV,
CCK,SMR,
CCK,SOM,
CCK,SPM,
CCK,STP,
CCK,SUR,
CCK,SVK,
CCK,SVN,
CCK,SWE,
CCK,SWZ,
CCK,SYC,
CCK,SYR,
CCK,TCA,
CCK,TCD,
CCK,TGO,
CCK,THA,
CCK,TJK,
CCK,TKL,
CCK,TKM,
CCK,TMP,
CCK,TON,
CCK,TTO,
CCK,TUN,
CCK,TUR,
CCK,TUV,
CCK,TWN,
CCK,TZA,
CCK,UGA,
CCK,UKR,
CCK,URY,
CCK,USA,
CCK,UZB,
CCK,VCT,
CCK,VEN,
CCK,VGB,
CCK,VNM,
CCK,VUT,
CCK,WLF,
CCK,WSM,
CCK,YEM,
CCK,YUG,
CCK,ZAF,
CCK,ZAR,
CCK,ZMB,
CCK,ZWE,
CHE,ABW,8.996343734802942
CHE,AFG,8.542778673572599
CHE,AGO,8.75590658126512
CHE,AIA,8.867747381701522
CHE,ALB,7.06105817096739
CHE,AND,6.5369276566836865
CHE,ANT,8.972794351231531
CHE,ARE,8.482608164845484
CHE,ARG,9.325896040001092
CHE,ARM,8.016745529828382
CHE,ATG,8.86716588537127
CHE,AUS,9.687983495831626
CHE,AUT,6.168655674057846
CHE,AZE,8.115437793815342
CHE,BDI,8.699631741366225
CHE,BEL,6.210069213249844
CHE,BEN,8.388354087053846
CHE,BFA,8.29098645333214
CHE,BGD,8.933576346807431
CHE,BGR,7.261919373374711
CHE,BHR,8.389080917380294
CHE,BHS,8.940682745485626
CHE,BIH,6.742377207206203
CHE,BLR,7.372254411243375
CHE,BLZ,9.111257775547456
CHE,BMU,8.729910417009695
CHE,BOL,9.234191655138428
CHE,BRA,9.091636675141329
CHE,BRB,8.887094539559426
CHE,BRN,9.295761819030137
CHE,BTN,8.891342367767919
CHE,BWA,8.993102100126661
CHE,CAF,8.474728598569705
CHE,CAN,8.796404740060117
CHE,CCK,
CHE,CHE,3.9853372197823376
CHE,CHL,9.382263889377123
CHE,CHN,9.038426269261425
CHE,CIV,8.456848955288061
CHE,CMR,8.428905655026934
CHE,COG,8.652301015818985
CHE,COK,9.734711440580128
CHE,COL,9.101269425620695
CHE,COM,8.918528048434897
CHE,CPV,8.421684651939934
CHE,CRI,9.142606350661907
CHE,CUB,8.994488049929178
CHE,CXR,
CHE,CYM,9.035038678187902
CHE,CYP,7.829603340256133
CHE,CZE,6.4647572925258086
CHE,DEU,6.149991494236219
CHE,DJI,8.54736927882624
CHE,DMA,8.8806113884334
CHE,DNK,6.917086606411021
CHE,DOM,8.934634431840957
CHE,DZA,7.156614139266651
CHE,ECU,9.20216817031389
CHE,EGY,7.919527085148231
CHE,ERI,8.434063724599733
CHE,ESH,7.98281094291461
CHE,ESP,6.993899029692918
CHE,EST,7.48654884917879
CHE,ETH,8.540701102524851
CHE,FIN,7.554452155762976
CHE,FJI,9.721376773526975
CHE,FLK,9.444153203558274
CHE,FRA,6.006340105329334
CHE,FRO,7.553792508024468
CHE,FSM,9.476682866628227
CHE,GAB,8.565223447881312
CHE,GBR,6.771818710525482
CHE,GEO,7.967573030337806
CHE,GHA,8.431144332875252
CHE,GIB,7.390075867099495
CHE,GIN,8.42765156148934
CHE,GLP,8.87311701333344
CHE,GMB,8.379947480673373
CHE,GNB,8.405914978453234
CHE,GNQ,8.50397582561143
CHE,GRC,7.378195063098508
CHE,GRD,8.919045648418237
CHE,GRL,8.28577071417312
CHE,GTM,9.153615617033797
CHE,GUF,8.910353167635591
CHE,GUY,8.943921036811581
CHE,HKG,9.146061657086046
CHE,HND,9.12603398773815
CHE,HRV,6.51480809372894
CHE,HTI,8.957809332495334
CHE,HUN,6.754530203983864
CHE,IDN,9.322851759100283
CHE,IND,8.806944970546724
CHE,IRL,7.1252758509374345
CHE,IRN,8.257440114828425
CHE,IRQ,8.142854588100402
CHE,ISL,7.868552728438811
CHE,ISR,7.953207268335235
CHE,ITA,6.084394623985897
CHE,JAM,9.00759044975277
CHE,JOR,7.979455669265896
CHE,JPN,9.164860253555949
CHE,KAZ,8.429265613024072
CHE,KEN,8.714670976779908
CHE,KGZ,8.543774750530579
CHE,KHM,9.165669208065909
CHE,KIR,9.580860625736964
CHE,KNA,8.867417997871712
CHE,KOR,9.099478864681025
CHE,KWT,8.289509097422124
CHE,LAO,9.104539314849767
CHE,LBN,7.920745043939069
CHE,LBR,8.486392069815455
CHE,LBY,7.498608902621197
CHE,LCA,8.891831326827855
CHE,LKA,8.996671543382016
CHE,LSO,9.075257032848288
CHE,LTU,7.2724511689551266
CHE,LUX,5.7591919525915545
CHE,LVA,7.353316358119272
CHE,MAC,
CHE,MAR,7.5573130977240695
CHE,MDA,7.371081664974548
CHE,MDG,9.032249413567671
CHE,MDV,8.972557562701796
CHE,MEX,9.166589613644454
CHE,MHL,9.525086146202346
CHE,MKD,7.123323006069638
CHE,MLI,8.296641528256044
CHE,MLT,7.21644146254162
CHE,MMR,9.04007030339404
CHE,MNG,8.827888906801714
CHE,MNP,9.388153447491419
CHE,MOZ,8.991294787514297
CHE,MRT,8.24548761240749
CHE,MSR,
CHE,MTQ,8.885107753531814
CHE,MUS,9.104265490108453
CHE,MWI,8.900217306801071
CHE,MYS,9.228274588212335
CHE,NAM,8.952478297424852
CHE,NCL,9.719016487203065
CHE,NER,8.208734913895201
CHE,NFK,9.764550145138557
CHE,NGA,8.373642862156652
CHE,NIC,9.138863167086933
CHE,NIU,9.735691192454713
CHE,NLD,6.390937571821815
CHE,NOR,7.298786044733579
CHE,NPL,8.83360994020331
CHE,NRU,9.580531262595935
CHE,NZL,9.832757100902187
CHE,OMN,8.545657414241719
CHE,PAK,8.6490880957239
CHE,PAL,7.960253120554965
CHE,PAN,9.119610964396323
CHE,PCN,
CHE,PER,9.25909339259866
CHE,PHL,9.273532049026313
CHE,PLW,9.395499565534703
CHE,PNG,9.55990086814149
CHE,POL,6.893648545241514
CHE,PRI,8.899834609409927
CHE,PRK,9.065425692020865
CHE,PRT,7.381734121587233
CHE,PRY,9.24290049099992
CHE,PYF,9.689439387506185
CHE,QAT,8.418375447294153
CHE,REU,9.10075706397878
CHE,ROM,7.2117795867089205
CHE,RUS,7.908243766656869
CHE,RWA,8.677596624829258
CHE,SAU,8.312882925188795
CHE,SDN,8.354635908241793
CHE,SEN,8.359235842074076
CHE,SGP,9.24714085103195
CHE,SHN,8.87854255322105
CHE,SLB,9.620129451564402
CHE,SLE,8.456317288031233
CHE,SLV,9.149961082563292
CHE,SMR,6.23016604351314
CHE,SOM,8.697660196257974
CHE,SPM,8.4590522950984
CHE,STP,8.555228972044949
CHE,SUR,8.923324344333972
CHE,SVK,6.7287525288518015
CHE,SVN,6.294240568113479
CHE,SWE,7.231213195525665
CHE,SWZ,9.049632977128846
CHE,SYC,8.910584638667418
CHE,SYR,7.930679116427974
CHE,TCA,8.917896580513542
CHE,TCD,8.308331171807797
CHE,TGO,8.404693026791165
CHE,THA,9.117684695857434
CHE,TJK,8.508367761624562
CHE,TKL,9.66924892790104
CHE,TKM,8.344347952158788
CHE,TMP,9.459130617185782
CHE,TON,9.746901576447286
CHE,TTO,8.934369060109473
CHE,TUN,7.1230311611968204
CHE,TUR,7.634879158394144
CHE,TUV,9.654089215949938
CHE,TWN,9.17616654185678
CHE,TZA,8.788991735859923
CHE,UGA,8.6456894791486
CHE,UKR,7.527226317213362
CHE,URY,9.311326232769574
CHE,USA,8.926826400908455
CHE,UZB,8.47047237466977
CHE,VCT,8.903168671238921
CHE,VEN,8.999404008836322
CHE,VGB,8.881311167143393
CHE,VNM,9.161122186218579
CHE,VUT,9.694795942033787
CHE,WLF,9.696388964588655
CHE,WSM,9.701123479674983
CHE,YEM,8.508867428238116
CHE,YUG,6.956990106179072
CHE,ZAF,9.068294894317791
CHE,ZAR,8.68825897230096
CHE,ZMB,8.869728719783426
CHE,ZWE,8.942245348029589
CHL,ABW,8.522905047662443
CHL,AFG,9.69628009447275
CHL,AGO,9.098799687243037
CHL,AIA,8.654556433120867
CHL,ALB,9.427249328531575
CHL,AND,9.323044755304396
CHL,ANT,8.532033723936431
CHL,ARE,9.600175296027695
CHL,ARG,6.847621230564893
CHL,ARM,9.571328899023719
CHL,ATG,8.636557908887525
CHL,AUS,9.355998808851838
CHL,AUT,9.426961095830787
CHL,AZE,9.595696645911627
CHL,BDI,9.287026375292877
CHL,BEL,9.383327666441113
CHL,BEN,9.101103463919099
CHL,BFA,9.089460270358265
CHL,BGD,9.790552309820438
CHL,BGR,9.463227562817405
CHL,BHR,9.574191505363883
CHL,BHS,8.7814515071894
CHL,BIH,9.427798190100258
CHL,BLR,9.508722741510896
CHL,BLZ,8.683491559828566
CHL,BMU,8.894268838669989
CHL,BOL,7.382273079010197
CHL,BRA,8.012061990273562
CHL,BRB,8.565062360170995
CHL,BRN,9.728595329769318
CHL,BTN,9.798904512343688
CHL,BWA,9.130852477032263
CHL,CAF,9.237036829186751
CHL,CAN,9.11310343717101
CHL,CCK,
CHL,CHE,9.382263889377123
CHL,CHL,4.215655589413455
CHL,CHN,9.845255503732838
CHL,CIV,9.01660658267136
CHL,CMR,9.176782037256892
CHL,COG,9.139507523054199
CHL,COK,9.064809385621466
CHL,COL,8.36397744107284
CHL,COM,9.348732681179722
CHL,CPV,8.906352885841676
CHL,CRI,8.509687695517052
CHL,CUB,8.72781434374415
CHL,CXR,
CHL,CYM,8.683822939907698
CHL,CYP,9.489913404857086
CHL,CZE,9.436372547196271
CHL,DEU,9.413125285448993
CHL,DJI,9.468609339072113
CHL,DMA,8.604030669953074
CHL,DNK,9.438529572565878
CHL,DOM,8.654186958099862
CHL,DZA,9.29590044633544
CHL,ECU,8.178580425495912
CHL,EGY,9.45846293388933
CHL,ERI,9.456878523094833
CHL,ESH,9.104995633971667
CHL,ESP,9.279540821917236
CHL,EST,9.509310988385318
CHL,ETH,9.427219542967508
CHL,FIN,9.510027840405353
CHL,FJI,9.280988938709646
CHL,FLK,7.717392659846872
CHL,FRA,9.354495259916936
CHL,FRO,9.39537324981504
CHL,FSM,9.590318085071416
CHL,GAB,9.12478596944724
CHL,GBR,9.364726167018835
CHL,GEO,9.569739900860126
CHL,GHA,9.060998826369879
CHL,GIB,9.239007514671558
CHL,GIN,8.961880551138037
CHL,GLP,8.620761001136575
CHL,GMB,8.958896492459685
CHL,GNB,8.952866858266004
CHL,GNQ,9.13758837238369
CHL,GRC,9.439218648276889
CHL,GRD,8.53480715081546
CHL,GRL,9.322091027133995
CHL,GTM,8.64702846178879
CHL,GUF,8.437649859034103
CHL,GUY,8.427754361454259
CHL,HKG,9.83432395219012
CHL,HND,8.632186383520017
CHL,HRV,9.422245002561786
CHL,HTI,8.653762390231702
CHL,HUN,9.446601510315862
CHL,IDN,9.662443488757788
CHL,IND,9.716164710136685
CHL,IRL,9.341963194438828
CHL,IRN,9.600729743417293
CHL,IRQ,9.557341979695192
CHL,ISL,9.364072106915428
CHL,ISR,9.490668470122205
CHL,ITA,9.386132323890306
CHL,JAM,8.64743588218413
CHL,JOR,9.496889052381785
CHL,JPN,9.76107685530501
CHL,KAZ,9.707816891597083
CHL,KEN,9.358817272027633
CHL,KGZ,9.729509095096423
CHL,KHM,9.774982364498957
CHL,KIR,9.420549432257028
CHL,KNA,8.659431890183468
CHL,KOR,9.810664776576262
CHL,KWT,9.566688762602185
CHL,LAO,9.808926841809678
CHL,LBN,9.500704344915725
CHL,LBR,8.956640959021867
CHL,LBY,9.361674231143649
CHL,LCA,8.576888063502253
CHL,LKA,9.672733867470239
