country,ISO_A3,date,spei
Poland,POL,2019-11-16,-0.43799835
Portugal,PRT,2019-11-16,-0.42728463
Puerto Rico,PRI,2019-11-16,-0.050466403
Qatar,QAT,2019-11-16,0.364796
Republic of Serbia,SRB,2019-11-16,-1.1457298
Republic of the Congo,COG,2019-11-16,1.4976926
Romania,ROU,2019-11-16,-1.4132797
Russia,RUS,2019-11-16,0.4280783
Rwanda,RWA,2019-11-16,2.061602
Saint Vincent and the Grenadines,VCT,2019-11-16,-0.26456392
Samoa,WSM,2019-11-16,-0.51637256
Saudi Arabia,SAU,2019-11-16,-0.38195083
Senegal,SEN,2019-11-16,0.2948537
Siachen Glacier,-99,2019-11-16,0.0738382
Sierra Leone,SLE,2019-11-16,-0.23681092
Slovakia,SVK,2019-11-16,0.0024738782
Slovenia,SVN,2019-11-16,1.0565947
Solomon Islands,SLB,2019-11-16,0.05968467
Somalia,SOM,2019-11-16,0.51106745
Somaliland,-99,2019-11-16,0.09685196
South Africa,ZAF,2019-11-16,-1.9644512
South Georgia and the Islands,SGS,2019-11-16,0.2637821
South Korea,KOR,2019-11-16,1.2120106
South Sudan,SSD,2019-11-16,0.68126744
Spain,ESP,2019-11-16,0.00093289523
Sri Lanka,LKA,2019-11-16,1.6108013
Sudan,SDN,2019-11-16,0.38161415
Suriname,SUR,2019-11-16,-0.24007961
Sweden,SWE,2019-11-16,0.8025293
Switzerland,CHE,2019-11-16,-0.037074495
Syria,SYR,2019-11-16,-1.4921608
Taiwan,TWN,2019-11-16,-0.69694936
Tajikistan,TJK,2019-11-16,0.36884558
Thailand,THA,2019-11-16,-1.4127294
The Bahamas,BHS,2019-11-16,-0.7385387
Togo,TGO,2019-11-16,1.7900698
Trinidad and Tobago,TTO,2019-11-16,-1.4064385
Tunisia,TUN,2019-11-16,0.35967895
Turkey,TUR,2019-11-16,-1.7631652
Turkmenistan,TKM,2019-11-16,-1.0146801
Uganda,UGA,2019-11-16,1.6729354
Ukraine,UKR,2019-11-16,-1.2418911
United Arab Emirates,ARE,2019-11-16,-0.16440667
United Kingdom,GBR,2019-11-16,1.0742207
United Republic of Tanzania,TZA,2019-11-16,0.66568226
United States Virgin Islands,VIR,2019-11-16,-0.8740123
United States of America,USA,2019-11-16,0.8221382
Uruguay,URY,2019-11-16,0.93125063
Uzbekistan,UZB,2019-11-16,-1.058177
Vanuatu,VUT,2019-11-16,0.0908731
Venezuela,VEN,2019-11-16,0.041738156
Vietnam,VNM,2019-11-16,-1.0764655
Western Sahara,ESH,2019-11-16,-0.5754311
Yemen,YEM,2019-11-16,-0.72160804
Zambia,ZMB,2019-11-16,-0.39858487
Zimbabwe,ZWE,2019-11-16,-0.64700675
eSwatini,SWZ,2019-11-16,-0.417661
Afghanistan,AFG,2019-12-16,0.45152715
Aland,ALA,2019-12-16,1.1684433
Albania,ALB,2019-12-16,0.8949906
Algeria,DZA,2019-12-16,-0.9232134
Angola,AGO,2019-12-16,-0.051530298
Antarctica,ATA,2019-12-16,
Argentina,ARG,2019-12-16,-0.32406804
Armenia,ARM,2019-12-16,-1.8089061
Australia,AUS,2019-12-16,-1.7314721
Austria,AUT,2019-12-16,0.46620613
Azerbaijan,AZE,2019-12-16,-2.060649
Bangladesh,BGD,2019-12-16,0.47800925
Belarus,BLR,2019-12-16,-0.3796273
Belgium,BEL,2019-12-16,0.62848675
Belize,BLZ,2019-12-16,-0.55528885
Benin,BEN,2019-12-16,1.9611175
Bhutan,BTN,2019-12-16,0.6953469
Bolivia,BOL,2019-12-16,-0.24160706
Bosnia and Herzegovina,BIH,2019-12-16,0.010624883
Botswana,BWA,2019-12-16,-0.9385897
Brazil,BRA,2019-12-16,-0.6541879
Brunei,BRN,2019-12-16,1.4511627
Bulgaria,BGR,2019-12-16,-1.3942481
Burkina Faso,BFA,2019-12-16,1.3917762
Burundi,BDI,2019-12-16,2.544403
Cabo Verde,CPV,2019-12-16,-0.16630538
Cambodia,KHM,2019-12-16,-1.6047968
Cameroon,CMR,2019-12-16,0.6276067
Canada,CAN,2019-12-16,-0.09014911
Cayman Islands,CYM,2019-12-16,
Central African Republic,CAF,2019-12-16,0.31724104
Chad,TCD,2019-12-16,-0.47642985
Chile,CHL,2019-12-16,-0.5163856
China,CHN,2019-12-16,-0.024114884
Colombia,COL,2019-12-16,-0.24702775
Comoros,COM,2019-12-16,0.7576792
Costa Rica,CRI,2019-12-16,0.5893394
Croatia,HRV,2019-12-16,0.52382845
Cuba,CUB,2019-12-16,-0.6507269
Cyprus,CYP,2019-12-16,0.8468292
Czechia,CZE,2019-12-16,-0.220024
Democratic Republic of the Congo,COD,2019-12-16,0.39071938
Denmark,DNK,2019-12-16,0.8883022
Djibouti,DJI,2019-12-16,0.89603627
Dominican Republic,DOM,2019-12-16,-1.0337721
East Timor,TLS,2019-12-16,-0.46403584
Ecuador,ECU,2019-12-16,1.0636756
Egypt,EGY,2019-12-16,-1.4661198
El Salvador,SLV,2019-12-16,-1.2075895
Equatorial Guinea,GNQ,2019-12-16,0.7815807
Eritrea,ERI,2019-12-16,0.84730464
Estonia,EST,2019-12-16,1.4889331
Ethiopia,ETH,2019-12-16,1.3552772
Falkland Islands,FLK,2019-12-16,0.19150081
Faroe Islands,FRO,2019-12-16,-0.11282946
Fiji,FJI,2019-12-16,-0.2115098
Finland,FIN,2019-12-16,1.422516
France,-99,2019-12-16,1.2666914
French Polynesia,PYF,2019-12-16,-1.1650184
French Southern and Antarctic Lands,ATF,2019-12-16,2.6642299
Gabon,GAB,2019-12-16,1.5581083
Gambia,GMB,2019-12-16,0.15609762
Georgia,GEO,2019-12-16,-1.8165516
Germany,DEU,2019-12-16,-0.17251655
Ghana,GHA,2019-12-16,1.4978577
Greece,GRC,2019-12-16,0.5923225
Greenland,GRL,2019-12-16,0.29239166
Guatemala,GTM,2019-12-16,-0.2357991
Guinea,GIN,2019-12-16,-0.33435318
Guinea-Bissau,GNB,2019-12-16,-0.27965242
Guyana,GUY,2019-12-16,0.84902734
Haiti,HTI,2019-12-16,-0.84239703
Honduras,HND,2019-12-16,-1.2062205
Hungary,HUN,2019-12-16,-0.07492202
Iceland,ISL,2019-12-16,-0.61392087
India,IND,2019-12-16,0.9561724
Indonesia,IDN,2019-12-16,-0.75678766
Iran,IRN,2019-12-16,-0.32032198
Iraq,IRQ,2019-12-16,-0.6809813
Ireland,IRL,2019-12-16,0.7498762
Israel,ISR,2019-12-16,-0.6582606
Italy,ITA,2019-12-16,0.96725297
Ivory Coast,CIV,2019-12-16,0.33500466
Jamaica,JAM,2019-12-16,-1.5605586
Japan,JPN,2019-12-16,0.117024705
Jordan,JOR,2019-12-16,-0.8464324
Kazakhstan,KAZ,2019-12-16,-0.77531505
Kenya,KEN,2019-12-16,2.113274
Kiribati,KIR,2019-12-16,
Kosovo,-99,2019-12-16,-0.33156535
Kuwait,KWT,2019-12-16,0.0853973
Kyrgyzstan,KGZ,2019-12-16,-0.3580901
Laos,LAO,2019-12-16,-1.6446906
Latvia,LVA,2019-12-16,0.976034
Lebanon,LBN,2019-12-16,0.17490359
Lesotho,LSO,2019-12-16,-1.4599657
Liberia,LBR,2019-12-16,-0.3598472
Libya,LBY,2019-12-16,-0.95177716
Lithuania,LTU,2019-12-16,-0.18424594
Luxembourg,LUX,2019-12-16,0.46322197
Madagascar,MDG,2019-12-16,0.33887467
Malawi,MWI,2019-12-16,1.1408901
Malaysia,MYS,2019-12-16,-0.038995925
Mali,MLI,2019-12-16,-0.26936617
Mauritania,MRT,2019-12-16,-0.67864776
Mauritius,MUS,2019-12-16,-0.03252464
Mexico,MEX,2019-12-16,0.5498388
Moldova,MDA,2019-12-16,-1.3622684
Mongolia,MNG,2019-12-16,-0.29999208
Montenegro,MNE,2019-12-16,0.20940821
Morocco,MAR,2019-12-16,-0.62036705
Mozambique,MOZ,2019-12-16,0.15396485
Myanmar,MMR,2019-12-16,-0.19222993
Namibia,NAM,2019-12-16,-0.36528426
Nepal,NPL,2019-12-16,0.8313877
Netherlands,NLD,2019-12-16,0.3373264
New Caledonia,NCL,2019-12-16,-1.4415312
New Zealand,NZL,2019-12-16,0.34820864
Nicaragua,NIC,2019-12-16,-0.92232734
Niger,NER,2019-12-16,0.2432324
Nigeria,NGA,2019-12-16,1.5564977
North Korea,PRK,2019-12-16,-0.27288815
North Macedonia,MKD,2019-12-16,0.13716216
Northern Cyprus,-99,2019-12-16,0.8449756
Norway,-99,2019-12-16,0.24582478
Oman,OMN,2019-12-16,-0.6950905
Pakistan,PAK,2019-12-16,0.90444654
Palestine,PSE,2019-12-16,-0.46851602
Panama,PAN,2019-12-16,0.14780216
Papua New Guinea,PNG,2019-12-16,0.16531709
Paraguay,PRY,2019-12-16,-0.45841056
Peru,PER,2019-12-16,0.23729648
Philippines,PHL,2019-12-16,-0.020547412
Poland,POL,2019-12-16,-0.684917
Portugal,PRT,2019-12-16,0.23424082
Puerto Rico,PRI,2019-12-16,-0.5364108
Qatar,QAT,2019-12-16,0.74495524
Republic of Serbia,SRB,2019-12-16,-0.9508375
Republic of the Congo,COG,2019-12-16,1.7912624
Romania,ROU,2019-12-16,-1.3353281
Russia,RUS,2019-12-16,0.56725556
Rwanda,RWA,2019-12-16,2.4270616
Saint Vincent and the Grenadines,VCT,2019-12-16,-0.010010014
Samoa,WSM,2019-12-16,-0.082550734
Saudi Arabia,SAU,2019-12-16,-0.4335823
Senegal,SEN,2019-12-16,0.66816515
Siachen Glacier,-99,2019-12-16,0.44965428
Sierra Leone,SLE,2019-12-16,-0.4070042
Slovakia,SVK,2019-12-16,0.3004576
Slovenia,SVN,2019-12-16,0.9870616
Solomon Islands,SLB,2019-12-16,0.046396106
Somalia,SOM,2019-12-16,0.42322406
Somaliland,-99,2019-12-16,-0.02161835
South Africa,ZAF,2019-12-16,-1.2097515
South Georgia and the Islands,SGS,2019-12-16,0.14177088
South Korea,KOR,2019-12-16,0.734357
South Sudan,SSD,2019-12-16,0.701746
Spain,ESP,2019-12-16,0.50266093
Sri Lanka,LKA,2019-12-16,1.2580338
Sudan,SDN,2019-12-16,0.4165447
Suriname,SUR,2019-12-16,0.2754997
Sweden,SWE,2019-12-16,0.84274364
Switzerland,CHE,2019-12-16,0.5858007
Syria,SYR,2019-12-16,-0.40430057
Taiwan,TWN,2019-12-16,-0.89035356
Tajikistan,TJK,2019-12-16,-0.07728578
Thailand,THA,2019-12-16,-1.5452535
The Bahamas,BHS,2019-12-16,-0.3161825
Togo,TGO,2019-12-16,2.0982525
Trinidad and Tobago,TTO,2019-12-16,-1.3896618
Tunisia,TUN,2019-12-16,0.057786625
Turkey,TUR,2019-12-16,-1.0614167
Turkmenistan,TKM,2019-12-16,-1.6184199
Uganda,UGA,2019-12-16,1.9746989
Ukraine,UKR,2019-12-16,-0.92792004
United Arab Emirates,ARE,2019-12-16,0.9842567
United Kingdom,GBR,2019-12-16,0.8490625
United Republic of Tanzania,TZA,2019-12-16,1.134434
United States Virgin Islands,VIR,2019-12-16,-0.5418912
United States of America,USA,2019-12-16,0.92101866
Uruguay,URY,2019-12-16,0.89844406
Uzbekistan,UZB,2019-12-16,-1.4120935
Vanuatu,VUT,2019-12-16,0.028981788
Venezuela,VEN,2019-12-16,-0.111671634
Vietnam,VNM,2019-12-16,-1.0373707
Western Sahara,ESH,2019-12-16,-0.5749534
Yemen,YEM,2019-12-16,-1.3678614
Zambia,ZMB,2019-12-16,-0.29764578
Zimbabwe,ZWE,2019-12-16,-0.70013994
eSwatini,SWZ,2019-12-16,-0.35397857
Afghanistan,AFG,2020-01-16,1.1333348
Aland,ALA,2020-01-16,1.0987445
Albania,ALB,2020-01-16,0.53428847
Algeria,DZA,2020-01-16,-1.0036061
Angola,AGO,2020-01-16,0.0016043858
Antarctica,ATA,2020-01-16,
Argentina,ARG,2020-01-16,-0.29700398
Armenia,ARM,2020-01-16,-1.505974
Australia,AUS,2020-01-16,-0.9454541
Austria,AUT,2020-01-16,0.11922268
Azerbaijan,AZE,2020-01-16,-1.4079818
Bangladesh,BGD,2020-01-16,1.2163575
Belarus,BLR,2020-01-16,-0.03505723
Belgium,BEL,2020-01-16,-0.3040842
Belize,BLZ,2020-01-16,-0.43278265
Benin,BEN,2020-01-16,-0.8385712
Bhutan,BTN,2020-01-16,0.453897
Bolivia,BOL,2020-01-16,-0.2861173
Bosnia and Herzegovina,BIH,2020-01-16,0.29275426
Botswana,BWA,2020-01-16,-0.31877187
Brazil,BRA,2020-01-16,-0.3765122
Brunei,BRN,2020-01-16,0.44425526
Bulgaria,BGR,2020-01-16,-1.911904
Burkina Faso,BFA,2020-01-16,-1.8163042
Burundi,BDI,2020-01-16,2.4275675
Cabo Verde,CPV,2020-01-16,-0.81608015
Cambodia,KHM,2020-01-16,-1.067267
Cameroon,CMR,2020-01-16,-0.06646774
Canada,CAN,2020-01-16,-0.051876172
Cayman Islands,CYM,2020-01-16,
Central African Republic,CAF,2020-01-16,-0.4766469
Chad,TCD,2020-01-16,-0.25441435
Chile,CHL,2020-01-16,-0.20411637
China,CHN,2020-01-16,0.18167044
Colombia,COL,2020-01-16,-0.4519869
Comoros,COM,2020-01-16,0.7130815
Costa Rica,CRI,2020-01-16,0.8073354
Croatia,HRV,2020-01-16,0.6809117
Cuba,CUB,2020-01-16,-0.45747367
Cyprus,CYP,2020-01-16,1.4031801
Czechia,CZE,2020-01-16,-0.676025
Democratic Republic of the Congo,COD,2020-01-16,0.21900463
Denmark,DNK,2020-01-16,0.52778417
Djibouti,DJI,2020-01-16,0.9907541
Dominican Republic,DOM,2020-01-16,-1.2339826
East Timor,TLS,2020-01-16,-1.5478482
Ecuador,ECU,2020-01-16,1.3488172
Egypt,EGY,2020-01-16,-1.1675683
El Salvador,SLV,2020-01-16,-0.7804508
Equatorial Guinea,GNQ,2020-01-16,0.1744906
Eritrea,ERI,2020-01-16,0.4172798
Estonia,EST,2020-01-16,0.91480154
Ethiopia,ETH,2020-01-16,1.1531829
Falkland Islands,FLK,2020-01-16,-0.20246169
Faroe Islands,FRO,2020-01-16,0.13411306
Fiji,FJI,2020-01-16,-1.2389545
Finland,FIN,2020-01-16,1.6622125
France,-99,2020-01-16,0.6831508
French Polynesia,PYF,2020-01-16,-1.0472442
French Southern and Antarctic Lands,ATF,2020-01-16,2.4025517
Gabon,GAB,2020-01-16,0.39805046
Gambia,GMB,2020-01-16,-2.4511895
Georgia,GEO,2020-01-16,-1.3219155
Germany,DEU,2020-01-16,-1.1461998
Ghana,GHA,2020-01-16,-0.71723646
Greece,GRC,2020-01-16,0.18951303
Greenland,GRL,2020-01-16,0.68449545
Guatemala,GTM,2020-01-16,-0.87292606
Guinea,GIN,2020-01-16,-0.580362
Guinea-Bissau,GNB,2020-01-16,-1.4796455
Guyana,GUY,2020-01-16,0.07814433
Haiti,HTI,2020-01-16,-0.6644554
Honduras,HND,2020-01-16,-0.6238081
Hungary,HUN,2020-01-16,0.3086193
Iceland,ISL,2020-01-16,-0.098186865
India,IND,2020-01-16,0.8526716
Indonesia,IDN,2020-01-16,-1.1676648
Iran,IRN,2020-01-16,0.09229533
Iraq,IRQ,2020-01-16,-0.6054901
Ireland,IRL,2020-01-16,0.28893936
Israel,ISR,2020-01-16,0.20312545
Italy,ITA,2020-01-16,0.7312221
Ivory Coast,CIV,2020-01-16,-0.8052207
Jamaica,JAM,2020-01-16,-1.6053834
Japan,JPN,2020-01-16,-0.55915004
Jordan,JOR,2020-01-16,-0.26694098
Kazakhstan,KAZ,2020-01-16,0.07291503
Kenya,KEN,2020-01-16,1.8379503
Kiribati,KIR,2020-01-16,
Kosovo,-99,2020-01-16,-0.2874104
Kuwait,KWT,2020-01-16,-0.38483897
Kyrgyzstan,KGZ,2020-01-16,0.019589305
Laos,LAO,2020-01-16,-0.89070266
Latvia,LVA,2020-01-16,0.4856528
Lebanon,LBN,2020-01-16,1.1923124
Lesotho,LSO,2020-01-16,-0.26484776
Liberia,LBR,2020-01-16,-0.30529132
Libya,LBY,2020-01-16,-0.5683552
Lithuania,LTU,2020-01-16,-0.046766628
Luxembourg,LUX,2020-01-16,-0.5220498
Madagascar,MDG,2020-01-16,0.5018359
Malawi,MWI,2020-01-16,1.0551475
Malaysia,MYS,2020-01-16,-0.7332238
Mali,MLI,2020-01-16,-1.072462
Mauritania,MRT,2020-01-16,-1.2744912
Mauritius,MUS,2020-01-16,0.016686097
Mexico,MEX,2020-01-16,0.15419506
Moldova,MDA,2020-01-16,-1.9454628
Mongolia,MNG,2020-01-16,-0.09825086
Montenegro,MNE,2020-01-16,0.35354802
Morocco,MAR,2020-01-16,-0.69382155
Mozambique,MOZ,2020-01-16,0.4966647
Myanmar,MMR,2020-01-16,0.11262183
Namibia,NAM,2020-01-16,-0.06728744
Nepal,NPL,2020-01-16,1.1217242
Netherlands,NLD,2020-01-16,-0.4116133
New Caledonia,NCL,2020-01-16,-1.5056208
New Zealand,NZL,2020-01-16,-0.39181316
Nicaragua,NIC,2020-01-16,-0.6510382
Niger,NER,2020-01-16,-0.08641392
Nigeria,NGA,2020-01-16,0.05990935
North Korea,PRK,2020-01-16,1.0920159
North Macedonia,MKD,2020-01-16,-0.01042873
Northern Cyprus,-99,2020-01-16,1.3155793
Norway,-99,2020-01-16,0.8406047
Oman,OMN,2020-01-16,0.13302952
Pakistan,PAK,2020-01-16,1.5622228
Palestine,PSE,2020-01-16,0.32607663
Panama,PAN,2020-01-16,0.1660236
Papua New Guinea,PNG,2020-01-16,-0.12958437
Paraguay,PRY,2020-01-16,0.21605943
Peru,PER,2020-01-16,0.2825487
Philippines,PHL,2020-01-16,0.36446244
Poland,POL,2020-01-16,-0.59881705
Portugal,PRT,2020-01-16,0.29422453
Puerto Rico,PRI,2020-01-16,0.29077902
Qatar,QAT,2020-01-16,1.0305947
Republic of Serbia,SRB,2020-01-16,-0.69434303
Republic of the Congo,COG,2020-01-16,0.36604583
Romania,ROU,2020-01-16,-1.6332939
Russia,RUS,2020-01-16,0.5826278
Rwanda,RWA,2020-01-16,2.1071281
Saint Vincent and the Grenadines,VCT,2020-01-16,-0.37040737
Samoa,WSM,2020-01-16,0.71734995
Saudi Arabia,SAU,2020-01-16,-0.5900656
Senegal,SEN,2020-01-16,-2.477035
Siachen Glacier,-99,2020-01-16,0.560147
Sierra Leone,SLE,2020-01-16,-0.27383408
Slovakia,SVK,2020-01-16,0.5317784
Slovenia,SVN,2020-01-16,1.1329309
Solomon Islands,SLB,2020-01-16,0.067059614
Somalia,SOM,2020-01-16,0.31058046
Somaliland,-99,2020-01-16,-0.0018771784
South Africa,ZAF,2020-01-16,-0.47464502
South Georgia and the Islands,SGS,2020-01-16,-0.60991323
South Korea,KOR,2020-01-16,1.4234933
South Sudan,SSD,2020-01-16,0.3912362
Spain,ESP,2020-01-16,0.7822806
Sri Lanka,LKA,2020-01-16,0.33470532
Sudan,SDN,2020-01-16,-0.016747348
Suriname,SUR,2020-01-16,-0.9713013
Sweden,SWE,2020-01-16,1.0801959
Switzerland,CHE,2020-01-16,-0.40771714
Syria,SYR,2020-01-16,-0.11345985
Taiwan,TWN,2020-01-16,-0.7280479
Tajikistan,TJK,2020-01-16,0.126048
Thailand,THA,2020-01-16,-1.3428662
The Bahamas,BHS,2020-01-16,0.20058048
Togo,TGO,2020-01-16,-0.7439007
Trinidad and Tobago,TTO,2020-01-16,-0.8512106
Tunisia,TUN,2020-01-16,-0.96460825
Turkey,TUR,2020-01-16,-0.7145988
Turkmenistan,TKM,2020-01-16,-0.8089868
Uganda,UGA,2020-01-16,1.5969982
Ukraine,UKR,2020-01-16,-1.2340775
United Arab Emirates,ARE,2020-01-16,1.3175783
United Kingdom,GBR,2020-01-16,0.40561172
United Republic of Tanzania,TZA,2020-01-16,1.452435
United States Virgin Islands,VIR,2020-01-16,0.45211622
United States of America,USA,2020-01-16,0.4525103
Uruguay,URY,2020-01-16,-0.39491406
Uzbekistan,UZB,2020-01-16,-0.8046552
Vanuatu,VUT,2020-01-16,0.0034823157
Venezuela,VEN,2020-01-16,-0.4556239
Vietnam,VNM,2020-01-16,-0.44512862
Western Sahara,ESH,2020-01-16,-0.80977446
Yemen,YEM,2020-01-16,-1.3092909
Zambia,ZMB,2020-01-16,-0.15794446
Zimbabwe,ZWE,2020-01-16,-0.2274784
eSwatini,SWZ,2020-01-16,0.027295697
Afghanistan,AFG,2020-02-15,0.30502698
Aland,ALA,2020-02-15,1.2926008
Albania,ALB,2020-02-15,-1.2812489
Algeria,DZA,2020-02-15,-1.3337073
Angola,AGO,2020-02-15,0.05878786
Antarctica,ATA,2020-02-15,
Argentina,ARG,2020-02-15,-0.2529108
Armenia,ARM,2020-02-15,-0.32428598
Australia,AUS,2020-02-15,-0.25575453
Austria,AUT,2020-02-15,-0.067989506
Azerbaijan,AZE,2020-02-15,-1.0865377
Bangladesh,BGD,2020-02-15,0.975489
Belarus,BLR,2020-02-15,0.18521123
Belgium,BEL,2020-02-15,0.84527695
Belize,BLZ,2020-02-15,-0.45756283
Benin,BEN,2020-02-15,-1.6455805
Bhutan,BTN,2020-02-15,0.39716706
Bolivia,BOL,2020-02-15,-0.09361288
Bosnia and Herzegovina,BIH,2020-02-15,-1.1400803
Botswana,BWA,2020-02-15,0.10594056
Brazil,BRA,2020-02-15,-0.20978954
Brunei,BRN,2020-02-15,-0.3146246
Bulgaria,BGR,2020-02-15,-1.5958632
Burkina Faso,BFA,2020-02-15,-1.4470264
Burundi,BDI,2020-02-15,2.351384
Cabo Verde,CPV,2020-02-15,-2.3080063
Cambodia,KHM,2020-02-15,-1.0246071
Cameroon,CMR,2020-02-15,-0.7535217
Canada,CAN,2020-02-15,0.017269233
Cayman Islands,CYM,2020-02-15,
Central African Republic,CAF,2020-02-15,-0.3843291
Chad,TCD,2020-02-15,0.10784664
Chile,CHL,2020-02-15,-0.14436883
China,CHN,2020-02-15,0.15196964
Colombia,COL,2020-02-15,-0.7700092
Comoros,COM,2020-02-15,0.6410207
Costa Rica,CRI,2020-02-15,0.23740636
Croatia,HRV,2020-02-15,-1.0062041
Cuba,CUB,2020-02-15,-0.5823932
Cyprus,CYP,2020-02-15,1.7050326
Czechia,CZE,2020-02-15,-0.398129
Democratic Republic of the Congo,COD,2020-02-15,0.26918554
Denmark,DNK,2020-02-15,0.8040314
Djibouti,DJI,2020-02-15,0.23317136
Dominican Republic,DOM,2020-02-15,-0.71541035
East Timor,TLS,2020-02-15,-2.143844
Ecuador,ECU,2020-02-15,0.25799647
Egypt,EGY,2020-02-15,-0.24657363
El Salvador,SLV,2020-02-15,-0.9288133
Equatorial Guinea,GNQ,2020-02-15,-0.6529166
Eritrea,ERI,2020-02-15,0.31483617
Estonia,EST,2020-02-15,1.4946704
Ethiopia,ETH,2020-02-15,0.4368727
Falkland Islands,FLK,2020-02-15,-0.5388686
Faroe Islands,FRO,2020-02-15,0.3021581
Fiji,FJI,2020-02-15,-1.5313259
Finland,FIN,2020-02-15,1.9146345
France,-99,2020-02-15,0.04235787
French Polynesia,PYF,2020-02-15,0.2853175
French Southern and Antarctic Lands,ATF,2020-02-15,1.1226091
Gabon,GAB,2020-02-15,0.31549317
Gambia,GMB,2020-02-15,-2.480483
Georgia,GEO,2020-02-15,-0.5081795
Germany,DEU,2020-02-15,0.32123032
Ghana,GHA,2020-02-15,-1.8510616
Greece,GRC,2020-02-15,-0.9777361
Greenland,GRL,2020-02-15,0.7918768
Guatemala,GTM,2020-02-15,-0.62926275
Guinea,GIN,2020-02-15,-1.8715808
Guinea-Bissau,GNB,2020-02-15,-2.4415827
Guyana,GUY,2020-02-15,-1.0395031
Haiti,HTI,2020-02-15,-1.004677
Honduras,HND,2020-02-15,-0.34066275
Hungary,HUN,2020-02-15,-0.5952938
Iceland,ISL,2020-02-15,0.8765982
India,IND,2020-02-15,0.6121015
Indonesia,IDN,2020-02-15,-0.6305763
Iran,IRN,2020-02-15,-0.10241361
Iraq,IRQ,2020-02-15,-0.51581705
Ireland,IRL,2020-02-15,1.1424202
Israel,ISR,2020-02-15,1.0285568
Italy,ITA,2020-02-15,-1.2765976
Ivory Coast,CIV,2020-02-15,-1.2777194
Jamaica,JAM,2020-02-15,-0.98737913
Japan,JPN,2020-02-15,-0.06926369
Jordan,JOR,2020-02-15,0.47095606
Kazakhstan,KAZ,2020-02-15,0.24431
Kenya,KEN,2020-02-15,1.7366668
Kiribati,KIR,2020-02-15,
Kosovo,-99,2020-02-15,-1.4342631
Kuwait,KWT,2020-02-15,-0.911803
Kyrgyzstan,KGZ,2020-02-15,0.7222562
Laos,LAO,2020-02-15,-0.7930579
Latvia,LVA,2020-02-15,1.0966562
Lebanon,LBN,2020-02-15,1.4310071
Lesotho,LSO,2020-02-15,0.67121166
Liberia,LBR,2020-02-15,-0.23868293
Libya,LBY,2020-02-15,-0.34039414
Lithuania,LTU,2020-02-15,0.58154505
Luxembourg,LUX,2020-02-15,0.83134425
Madagascar,MDG,2020-02-15,-0.015196035
Malawi,MWI,2020-02-15,0.44368598
Malaysia,MYS,2020-02-15,-0.7441084
Mali,MLI,2020-02-15,-1.0214431
Mauritania,MRT,2020-02-15,-1.6384047
Mauritius,MUS,2020-02-15,-0.033409823
Mexico,MEX,2020-02-15,-0.20271236
Moldova,MDA,2020-02-15,-1.5659628
Mongolia,MNG,2020-02-15,-0.25980678
Montenegro,MNE,2020-02-15,-1.3261708
Morocco,MAR,2020-02-15,-1.2565289
Mozambique,MOZ,2020-02-15,0.21505587
Myanmar,MMR,2020-02-15,-0.3812065
Namibia,NAM,2020-02-15,0.19786118
Nepal,NPL,2020-02-15,0.70005476
Netherlands,NLD,2020-02-15,0.7939153
New Caledonia,NCL,2020-02-15,-0.68138367
New Zealand,NZL,2020-02-15,-0.31105453
Nicaragua,NIC,2020-02-15,-0.39273775
Niger,NER,2020-02-15,0.03670506
Nigeria,NGA,2020-02-15,-0.24298139
North Korea,PRK,2020-02-15,1.6601146
North Macedonia,MKD,2020-02-15,-1.2773299
Northern Cyprus,-99,2020-02-15,1.6380188
Norway,-99,2020-02-15,1.1613184
Oman,OMN,2020-02-15,-0.8119082
Pakistan,PAK,2020-02-15,0.53382134
Palestine,PSE,2020-02-15,0.78346366
Panama,PAN,2020-02-15,-0.53823054
Papua New Guinea,PNG,2020-02-15,-0.22270828
Paraguay,PRY,2020-02-15,-0.14997172
Peru,PER,2020-02-15,0.23515554
Philippines,PHL,2020-02-15,0.24048129
Poland,POL,2020-02-15,0.17063189
Portugal,PRT,2020-02-15,-0.4697814
Puerto Rico,PRI,2020-02-15,0.9167748
Qatar,QAT,2020-02-15,-0.40287638
Republic of Serbia,SRB,2020-02-15,-1.2539322
Republic of the Congo,COG,2020-02-15,0.39038342
Romania,ROU,2020-02-15,-1.2705327
Russia,RUS,2020-02-15,0.72879434
Rwanda,RWA,2020-02-15,2.0833578
Saint Vincent and the Grenadines,VCT,2020-02-15,-0.19840911
Samoa,WSM,2020-02-15,1.9806663
Saudi Arabia,SAU,2020-02-15,-0.95828795
Senegal,SEN,2020-02-15,-2.4621503
Siachen Glacier,-99,2020-02-15,-0.1314903
Sierra Leone,SLE,2020-02-15,-1.217213
Slovakia,SVK,2020-02-15,-0.12258755
Slovenia,SVN,2020-02-15,-0.8215141
Solomon Islands,SLB,2020-02-15,0.03802035
Somalia,SOM,2020-02-15,0.098237775
Somaliland,-99,2020-02-15,-0.21563691
South Africa,ZAF,2020-02-15,0.3821846
South Georgia and the Islands,SGS,2020-02-15,-0.098072655
South Korea,KOR,2020-02-15,1.7918565
South Sudan,SSD,2020-02-15,0.7563452
Spain,ESP,2020-02-15,-0.11292827
Sri Lanka,LKA,2020-02-15,-0.18754496
Sudan,SDN,2020-02-15,0.48237127
Suriname,SUR,2020-02-15,-1.3714463
