iso3,year,political_stability
AUT,2020,0.8876008987426758
AZE,2020,-0.852253794670105
BHS,2020,0.830306887626648
BHR,2020,-0.6101046204566956
BGD,2020,-0.9158169031143188
BRB,2020,1.1206599473953247
BLR,2020,-0.887615978717804
BEL,2020,0.5210785269737244
BLZ,2020,0.5186675786972046
BEN,2020,-0.4430716633796692
BMU,2020,1.0034422874450684
BTN,2020,1.0134891271591187
BOL,2020,-0.4534671902656555
BIH,2020,-0.4474771320819855
BWA,2020,1.0131680965423584
BRA,2020,-0.4468909204006195
BRN,2020,1.1880840063095093
BGR,2020,0.40163102746009827
BFA,2020,-1.5379784107208252
BDI,2020,-1.5423520803451538
KHM,2020,-0.20906595885753632
CMR,2020,-1.5136797428131104
CAN,2020,1.013182282447815
CPV,2020,0.874232292175293
CYM,2020,1.4564709663391113
CAF,2020,-2.2362775802612305
TCD,2020,-1.2552202939987183
CHL,2020,0.044044505804777145
CHN,2020,-0.474127858877182
COL,2020,-0.7011500597000122
COM,2020,-0.28738489747047424
ZAR,2020,-1.786685585975647
COG,2020,-0.21304312348365784
COK,2020,1.153894305229187
CRI,2020,0.7468180656433105
HRV,2020,0.6072832345962524
CUB,2020,0.5961467623710632
CYP,2020,0.2887776494026184
CZE,2020,0.9123280048370361
CIV,2020,-1.0332196950912476
DNK,2020,0.9202337265014648
DJI,2020,-0.44820237159729004
DMA,2020,1.317089557647705
DOM,2020,0.1649812012910843
ECU,2020,-0.27024322748184204
EGY,2020,-1.181932806968689
SLV,2020,-0.11499223113059998
GNQ,2020,-0.2215607762336731
ERI,2020,-0.992741048336029
EST,2020,0.7098169922828674
SWZ,2020,-0.04054694622755051
ETH,2020,-1.753702998161316
FJI,2020,0.662797212600708
FIN,2020,0.9818251132965088
FRA,2020,0.2809928357601166
GUF,2020,0.3167935311794281
GAB,2020,-0.06577281653881073
GMB,2020,0.2480354756116867
GEO,2020,-0.42961063981056213
DEU,2020,0.6450491547584534
GHA,2020,0.16990190744400024
GRC,2020,0.11518152803182602
GRL,2020,1.9105945825576782
GRD,2020,1.0326236486434937
GUM,2020,0.8893609642982483
GTM,2020,-0.41582930088043213
GIN,2020,-0.669285237789154
GNB,2020,-0.7216764688491821
GUY,2020,-0.13755472004413605
HTI,2020,-1.027492880821228
HND,2020,-0.44850772619247437
HKG,2020,0.05660666897892952
HUN,2020,0.8370468616485596
ISL,2020,1.375031590461731
IND,2020,-0.8414192199707031
IDN,2020,-0.46231138706207275
IRN,2020,-1.6992063522338867
IRQ,2020,-2.4747695922851562
IRL,2020,0.9655215740203857
ISR,2020,-0.8878185153007507
ITA,2020,0.39934539794921875
JAM,2020,0.2586821913719177
JPN,2020,1.0261452198028564
JEY,2020,1.328798770904541
JOR,2020,-0.2684018313884735
KAZ,2020,-0.2575668394565582
KEN,2020,-1.0072400569915771
KIR,2020,1.1575924158096313
PRK,2020,-0.3786787688732147
KOR,2020,0.6083378791809082
KSV,2020,-0.27922073006629944
KWT,2020,0.22523225843906403
KGZ,2020,-0.4557925760746002
LAO,2020,0.6939486861228943
LVA,2020,0.4621817469596863
LBN,2020,-1.6211754083633423
LSO,2020,-0.2535129487514496
LBR,2020,-0.3091152608394623
LBY,2020,-2.46235728263855
LIE,2020,1.6692181825637817
LTU,2020,0.9214769601821899
LUX,2020,1.2124823331832886
MAC,2020,1.13755202293396
MDG,2020,-0.5093347430229187
MWI,2020,-0.1188865527510643
MYS,2020,0.12586469948291779
MDV,2020,0.363029807806015
MLI,2020,-2.1463520526885986
MLT,2020,0.9984779953956604
MHL,2020,0.9824131727218628
MTQ,2020,0.6042508482933044
MRT,2020,-0.7009499669075012
MUS,2020,0.8730455040931702
MEX,2020,-0.7914557456970215
FSM,2020,1.1154639720916748
MDA,2020,-0.34011128544807434
MCO,2020,1.177310585975647
MNG,2020,0.7178365588188171
MNE,2020,-0.06119713932275772
MAR,2020,-0.3595232367515564
MOZ,2020,-1.28312349319458
MMR,2020,-1.5117404460906982
NAM,2020,0.5124315619468689
NRU,2020,0.7780006527900696
NPL,2020,-0.17822878062725067
NLD,2020,0.8309333920478821
NZL,2020,1.4683537483215332
NIC,2020,-0.5857194662094116
NER,2020,-1.6672077178955078
NGA,2020,-1.8920146226882935
NIU,2020,1.357103943824768
MKD,2020,0.1120605394244194
NOR,2020,1.2216057777404785
OMN,2020,0.41977953910827637
PAK,2020,-1.7926949262619019
PLW,2020,1.1660966873168945
PAN,2020,0.23550337553024292
PNG,2020,-0.6533865332603455
PRY,2020,0.01671776734292507
PER,2020,-0.3577229380607605
PHL,2020,-0.7787042856216431
POL,2020,0.4916194975376129
PRT,2020,1.0087311267852783
PRI,2020,0.43535497784614563
QAT,2020,0.6696060299873352
ROM,2020,0.508950412273407
RUS,2020,-0.6674073934555054
RWA,2020,0.06945648044347763
REU,2020,0.19888904690742493
WSM,2020,1.1478220224380493
SMR,2020,1.177310585975647
SAU,2020,-0.6506378054618835
SEN,2020,-0.14310294389724731
SRB,2020,-0.17075441777706146
SYC,2020,0.7018364667892456
SLE,2020,-0.302384614944458
SGP,2020,1.4385110139846802
SVK,2020,0.6339817047119141
SVN,2020,0.7014679312705994
SLB,2020,0.560446560382843
SOM,2020,-2.5814692974090576
ZAF,2020,-0.2528672218322754
SSD,2020,-2.1917364597320557
ESP,2020,0.4114484488964081
LKA,2020,-0.08912885189056396
KNA,2020,0.9295788407325745
LCA,2020,0.8647311329841614
VCT,2020,1.0326236486434937
SDN,2020,-1.6571065187454224
SUR,2020,0.41884395480155945
SWE,2020,0.9973767995834351
CHE,2020,1.1762402057647705
SYR,2020,-2.7118477821350098
STP,2020,0.48960068821907043
TWN,2020,0.755992591381073
TJK,2020,-0.5000745058059692
TZA,2020,-0.48080766201019287
THA,2020,-0.5782704949378967
TMP,2020,0.19739662110805511
TGO,2020,-0.8906980752944946
TON,2020,1.087378978729248
TTO,2020,0.11041408777236938
TUN,2020,-0.5943257808685303
TKM,2020,-0.20164081454277039
TUV,2020,1.2212518453598022
TUR,2020,-1.1438826322555542
UGA,2020,-0.8110389113426208
UKR,2020,-1.1639364957809448
ARE,2020,0.5926053524017334
GBR,2020,0.48305025696754456
USA,2020,-0.027899732813239098
URY,2020,1.054964303970337
UZB,2020,-0.4366980493068695
VUT,2020,0.8821618556976318
VEN,2020,-1.5518428087234497
VNM,2020,-0.03898906335234642
VIR,2020,1.0034422874450684
WBG,2020,-2.0182392597198486
YEM,2020,-2.647733449935913
ZMB,2020,-0.13097919523715973
ZWE,2020,-1.0527434349060059
AFG,2021,-2.5186760425567627
ALB,2021,0.196371927857399
DZA,2021,-0.9924571514129639
ASM,2021,1.0668408870697021
ADO,2021,1.5812593698501587
AGO,2021,-0.7104807496070862
AIA,2021,1.52878737449646
ATG,2021,0.9496698975563049
ARG,2021,0.000530058634467423
ARM,2021,-0.8040410280227661
ABW,2021,1.4317266941070557
AUS,2021,0.8350791335105896
AUT,2021,0.899554431438446
AZE,2021,-0.8378235697746277
BHS,2021,0.8509685397148132
BHR,2021,-0.5247611999511719
BGD,2021,-1.036882758140564
BRB,2021,1.1185704469680786
BLR,2021,-0.7542455792427063
BEL,2021,0.6626825928688049
BLZ,2021,0.2724660634994507
BEN,2021,-0.3963186740875244
BMU,2021,1.0025403499603271
BTN,2021,0.7972550988197327
BOL,2021,-0.2787742614746094
BIH,2021,-0.4217400848865509
BWA,2021,1.0414071083068848
BRA,2021,-0.4198797643184662
BRN,2021,1.1718099117279053
BGR,2021,0.3647393584251404
BFA,2021,-1.642943263053894
BDI,2021,-1.2583993673324585
KHM,2021,-0.1315222531557083
CMR,2021,-1.3940887451171875
CAN,2021,0.9623369574546814
CPV,2021,0.8943684697151184
CYM,2021,1.6247758865356445
CAF,2021,-2.1268529891967773
TCD,2021,-1.389865517616272
CHL,2021,0.16142718493938446
CHN,2021,-0.5164628624916077
COL,2021,-0.9545743465423584
COM,2021,-0.22799064218997955
ZAR,2021,-1.660624623298645
COG,2021,-0.2294364720582962
COK,2021,1.1452631950378418
CRI,2021,0.8604225516319275
HRV,2021,0.6215956807136536
CUB,2021,0.39279600977897644
CYP,2021,0.4221506714820862
CZE,2021,0.9475378394126892
CIV,2021,-0.7150156497955322
DNK,2021,0.9286626577377319
DJI,2021,-0.5663247108459473
DMA,2021,1.3341306447982788
DOM,2021,0.287386029958725
ECU,2021,-0.2573873698711395
EGY,2021,-1.0328643321990967
SLV,2021,-0.09149208664894104
GNQ,2021,-0.2027355134487152
ERI,2021,-1.0556821823120117
EST,2021,0.7485895156860352
SWZ,2021,-0.3460097908973694
ETH,2021,-2.183831214904785
FJI,2021,0.7251068949699402
FIN,2021,0.9632759690284729
FRA,2021,0.3256123661994934
GUF,2021,0.32776111364364624
GAB,2021,-0.07571732252836227
GMB,2021,0.03533079847693443
GEO,2021,-0.42962023615837097
DEU,2021,0.7257881760597229
GHA,2021,0.06585245579481125
GRC,2021,0.1013832688331604
GRL,2021,1.8775867223739624
GRD,2021,1.0403109788894653
GUM,2021,0.8785420656204224
GTM,2021,-0.39551791548728943
GIN,2021,-0.9399098753929138
GNB,2021,-0.2799859046936035
GUY,2021,-0.13711319863796234
HTI,2021,-1.128130555152893
HND,2021,-0.627813994884491
HKG,2021,0.26393407583236694
HUN,2021,0.7985912561416626
ISL,2021,1.3723533153533936
IND,2021,-0.6910767555236816
IDN,2021,-0.5314491987228394
IRN,2021,-1.5844532251358032
IRQ,2021,-2.3846940994262695
IRL,2021,0.8436626195907593
ISR,2021,-1.122313141822815
ITA,2021,0.5505209565162659
JAM,2021,0.2179943323135376
JPN,2021,1.0155017375946045
JEY,2021,1.2845908403396606
JOR,2021,-0.31256645917892456
KAZ,2021,-0.23223072290420532
KEN,2021,-1.0324374437332153
KIR,2021,1.137224555015564
PRK,2021,-0.4772700071334839
KOR,2021,0.6290457248687744
KSV,2021,-0.1135728657245636
KWT,2021,0.263065904378891
KGZ,2021,-0.4664672315120697
LAO,2021,0.7125384211540222
LVA,2021,0.6734402179718018
LBN,2021,-1.4820048809051514
LSO,2021,-0.21322493255138397
LBR,2021,-0.2860034704208374
LBY,2021,-2.308474063873291
LIE,2021,1.5956846475601196
LTU,2021,0.809846818447113
LUX,2021,1.1940795183181763
MAC,2021,1.0290210247039795
MDG,2021,-0.5422626733779907
MWI,2021,-0.10926304012537003
MYS,2021,0.05955654755234718
MDV,2021,0.5347597002983093
MLI,2021,-2.3329358100891113
MLT,2021,0.8875144720077515
MHL,2021,0.9341745376586914
MTQ,2021,0.6303339004516602
MRT,2021,-0.555513858795166
MUS,2021,0.8325955867767334
MEX,2021,-0.6876158714294434
FSM,2021,1.1979371309280396
MDA,2021,-0.20529724657535553
MCO,2021,1.1726552248001099
MNG,2021,0.7059187889099121
MNE,2021,-0.052444636821746826
MAR,2021,-0.40256267786026
MOZ,2021,-1.2570362091064453
MMR,2021,-2.0840792655944824
NAM,2021,0.5187892913818359
NRU,2021,0.7894214391708374
NPL,2021,-0.18770962953567505
NLD,2021,0.8930591940879822
NZL,2021,1.3944965600967407
NIC,2021,-0.47197532653808594
NER,2021,-1.5385499000549316
NGA,2021,-1.7873846292495728
NIU,2021,1.3167771100997925
MKD,2021,0.062484078109264374
NOR,2021,1.0886263847351074
OMN,2021,0.4319852888584137
PAK,2021,-1.7137354612350464
PLW,2021,1.1723915338516235
PAN,2021,0.3072070777416229
PNG,2021,-0.5784638524055481
PRY,2021,-0.0009379322873428464
PER,2021,-0.3552529513835907
PHL,2021,-0.984022319316864
POL,2021,0.49190354347229004
PRT,2021,0.937390148639679
PRI,2021,0.48809120059013367
QAT,2021,0.8333917260169983
ROM,2021,0.5817899107933044
RUS,2021,-0.7078983187675476
RWA,2021,0.07197348028421402
REU,2021,0.2263803631067276
WSM,2021,1.1079707145690918
SMR,2021,1.1726552248001099
SAU,2021,-0.5923553705215454
SEN,2021,-0.17977111041545868
SRB,2021,-0.08521146327257156
SYC,2021,0.7447369694709778
SLE,2021,-0.09697212278842926
SGP,2021,1.4425054788589478
SVK,2021,0.6179190278053284
SVN,2021,0.7555853724479675
SLB,2021,0.5418747663497925
SOM,2021,-2.7273385524749756
ZAF,2021,-0.7509814500808716
SSD,2021,-2.287328004837036
ESP,2021,0.5092355608940125
LKA,2021,-0.37677302956581116
KNA,2021,0.9496698975563049
LCA,2021,0.8320148587226868
VCT,2021,1.0403109788894653
SDN,2021,-1.9876741170883179
SUR,2021,0.34839215874671936
SWE,2021,1.0145080089569092
CHE,2021,1.1153756380081177
SYR,2021,-2.6596500873565674
STP,2021,0.5852046012878418
TWN,2021,0.7678976058959961
TJK,2021,-0.676811933517456
TZA,2021,-0.33555868268013
THA,2021,-0.5687798857688904
TMP,2021,0.19239294528961182
TGO,2021,-0.6957069635391235
TON,2021,1.0793389081954956
TTO,2021,0.23911073803901672
TUN,2021,-0.75655198097229
TKM,2021,-0.33197659254074097
TUV,2021,1.267685055732727
TUR,2021,-1.136792778968811
UGA,2021,-0.9377586841583252
UKR,2021,-1.1269840002059937
ARE,2021,0.5975721478462219
GBR,2021,0.4899941384792328
USA,2021,-0.01442465279251337
URY,2021,1.0459717512130737
UZB,2021,-0.25293323397636414
VUT,2021,0.9005046486854553
VEN,2021,-1.4549702405929565
VNM,2021,-0.11778243631124496
VIR,2021,0.47629314661026
WBG,2021,-1.836923360824585
YEM,2021,-2.5804603099823
ZMB,2021,0.05241379514336586
ZWE,2021,-0.9544427394866943
AFG,2022,-2.5449559688568115
ALB,2022,0.10626131296157837
DZA,2022,-0.6506523489952087
ASM,2022,1.1231739521026611
ADO,2022,1.5859884023666382
AGO,2022,-0.6301085352897644
AIA,2022,1.1231739521026611
ATG,2022,0.9380820989608765
ARG,2022,-0.09859433025121689
ARM,2022,-0.7407562732696533
ABW,2022,1.4830797910690308
AUS,2022,0.9837159514427185
AUT,2022,0.6487100124359131
AZE,2022,-0.9228072762489319
BHS,2022,0.8812392354011536
BHR,2022,-0.36290544271469116
BGD,2022,-1.046462059020996
BRB,2022,1.1446454524993896
BLR,2022,-0.8020966053009033
BEL,2022,0.5819815993309021
BLZ,2022,0.5640060901641846
BEN,2022,-0.34320268034935
BMU,2022,1.0240437984466553
BTN,2022,1.0093425512313843
BOL,2022,-0.1919085532426834
BIH,2022,-0.48319369554519653
BWA,2022,1.0739837884902954
BRA,2022,-0.3950369358062744
BRN,2022,1.2424886226654053
BGR,2022,0.3134286403656006
BFA,2022,-1.8153693675994873
BDI,2022,-1.192446231842041
KHM,2022,-0.09802304208278656
CMR,2022,-1.3796292543411255
CAN,2022,0.7806815505027771
CPV,2022,0.927069365978241
CYM,2022,1.6607418060302734
CAF,2022,-2.205052375793457
TCD,2022,-1.470404863357544
CHL,2022,0.13208432495594025
CHN,2022,-0.4512767195701599
COL,2022,-0.6299583315849304
COM,2022,-0.2264113575220108
ZAR,2022,-1.9844896793365479
COG,2022,0.038993820548057556
COK,2022,1.1647605895996094
CRI,2022,0.9565964341163635
HRV,2022,0.6725632548332214
CUB,2022,0.491417795419693
CYP,2022,0.4238112270832062
CZE,2022,0.8141145706176758
CIV,2022,-0.5872665047645569
DNK,2022,0.86891770362854
DJI,2022,-0.5073860883712769
DMA,2022,1.308010458946228
DOM,2022,0.24928763508796692
ECU,2022,-0.3712243139743805
EGY,2022,-0.978700578212738
SLV,2022,-0.3524748384952545
GNQ,2022,-0.23628859221935272
ERI,2022,-0.9571950435638428
EST,2022,0.7278808951377869
SWZ,2022,-0.21046379208564758
ETH,2022,-2.070606231689453
FJI,2022,0.748508632183075
FIN,2022,0.8948301076889038
FRA,2022,0.39333921670913696
GUF,2022,0.3198494017124176
GAB,2022,0.060369402170181274
GMB,2022,0.04397328197956085
GEO,2022,-0.43653005361557007
DEU,2022,0.6284918785095215
GHA,2022,-0.1950247883796692
GRC,2022,0.10646377503871918
GRL,2022,1.56980299949646
GRD,2022,1.033623218536377
GUM,2022,0.8161131143569946
GTM,2022,-0.26285088062286377
GIN,2022,-0.8386821150779724
GNB,2022,-0.3859448730945587
GUY,2022,0.02073356695473194
HTI,2022,-1.4191986322402954
HND,2022,-0.5683618187904358
HKG,2022,0.5749272108078003
HUN,2022,0.6786763072013855
ISL,2022,1.2496992349624634
IND,2022,-0.6150273680686951
IDN,2022,-0.5538942217826843
IRN,2022,-1.6256123781204224
IRQ,2022,-2.409309148788452
IRL,2022,0.8846673965454102
ISR,2022,-1.228965401649475
ITA,2022,0.4662982225418091
JAM,2022,0.3642427921295166
JPN,2022,1.0326372385025024
JEY,2022,1.6213418245315552
JOR,2022,-0.2344309538602829
KAZ,2022,-0.46835383772850037
KEN,2022,-0.9472808837890625
KIR,2022,1.1038483381271362
PRK,2022,-0.4308110177516937
KOR,2022,0.5799767374992371
KSV,2022,-0.19884523749351501
KWT,2022,0.29189202189445496
KGZ,2022,-0.471610426902771
LAO,2022,0.7894513607025146
LVA,2022,0.48640912771224976
LBN,2022,-1.4225754737854004
LSO,2022,-0.2927369177341461
LBR,2022,-0.2672712504863739
LBY,2022,-2.19370174407959
LIE,2022,1.642753005027771
LTU,2022,0.6530325412750244
LUX,2022,1.0643900632858276
MAC,2022,1.122702717781067
MDG,2022,-0.48079660534858704
MWI,2022,-0.15798327326774597
MYS,2022,0.16311781108379364
MDV,2022,0.6450027823448181
MLI,2022,-2.560743570327759
MLT,2022,0.9110143184661865
MHL,2022,1.0159205198287964
MTQ,2022,0.6410870552062988
MRT,2022,-0.5169493556022644
MUS,2022,0.8300235867500305
MEX,2022,-0.6892681121826172
FSM,2022,1.2092188596725464
MDA,2022,-0.6590701937675476
MCO,2022,1.1870324611663818
MNG,2022,0.5299543738365173
MNE,2022,-0.1408814787864685
MAR,2022,-0.3621191382408142
MOZ,2022,-1.265608310699463
MMR,2022,-2.195713996887207
NAM,2022,0.5598857402801514
NRU,2022,0.877918004989624
NPL,2022,-0.23919688165187836
NLD,2022,0.7267995476722717
NZL,2022,1.321169137954712
NIC,2022,-0.3585117757320404
NER,2022,-1.4643923044204712
NGA,2022,-1.77890145778656
NIU,2022,1.3773585557937622
MKD,2022,0.18083928525447845
NOR,2022,0.8612392544746399
OMN,2022,0.5322492122650146
PAK,2022,-1.8398263454437256
PLW,2022,1.0839942693710327
PAN,2022,0.28922122716903687
PNG,2022,-0.6593674421310425
PRY,2022,0.035549312829971313
PER,2022,-0.487095445394516
PHL,2022,-0.6552685499191284
POL,2022,0.5051464438438416
PRT,2022,0.7958025932312012
PRI,2022,0.542631983757019
QAT,2022,0.9602493047714233
ROM,2022,0.4311363101005554
RUS,2022,-1.0059967041015625
RWA,2022,0.08275245130062103
REU,2022,0.2589302659034729
WSM,2022,1.0965520143508911
SMR,2022,1.1870324611663818
SAU,2022,-0.35580629110336304
SEN,2022,-0.15759366750717163
SRB,2022,-0.17406946420669556
SYC,2022,0.7625231146812439
SLE,2022,-0.09451320767402649
SGP,2022,1.440372347831726
SVK,2022,0.4453357458114624
SVN,2022,0.7093350887298584
SLB,2022,0.41390562057495117
SOM,2022,-2.4296960830688477
ZAF,2022,-0.6813863515853882
SSD,2022,-2.213099956512451
ESP,2022,0.31884342432022095
LKA,2022,-0.8043068051338196
KNA,2022,0.9380820989608765
LCA,2022,1.033623218536377
VCT,2022,1.033623218536377
SDN,2022,-2.0769202709198
SUR,2022,0.3996891975402832
SWE,2022,0.910905122756958
CHE,2022,1.1597453355789185
SYR,2022,-2.7768983840942383
STP,2022,0.4603588283061981
TWN,2022,0.766374409198761
TJK,2022,-0.7409991025924683
TZA,2022,-0.26034411787986755
THA,2022,-0.3933393061161041
TMP,2022,0.2562467157840729
TGO,2022,-0.7880516052246094
TON,2022,1.0929051637649536
TTO,2022,0.3484237492084503
TUN,2022,-0.5945590734481812
TKM,2022,-0.11025793850421906
TUV,2022,1.1831034421920776
TUR,2022,-1.032234787940979
UGA,2022,-0.7110158205032349
UKR,2022,-1.949324607849121
ARE,2022,0.7441833019256592
GBR,2022,0.533176064491272
USA,2022,0.008700686506927013
URY,2022,1.0858296155929565
UZB,2022,-0.20133601129055023
VUT,2022,0.9618620872497559
VEN,2022,-1.250806450843811
VNM,2022,-0.04613209515810013
VIR,2022,0.5297837257385254
WBG,2022,-1.7019554376602173
YEM,2022,-2.462735414505005
ZMB,2022,0.1613318771123886
ZWE,2022,-0.8949741125106812
