spei_iso3,spei,spei_date,year,month
TUN,-1.4880396,2021-03-16,2021,3
TUR,0.1855086,2021-03-16,2021,3
TKM,-1.1040503,2021-03-16,2021,3
UGA,0.90400225,2021-03-16,2021,3
UKR,1.2295029,2021-03-16,2021,3
ARE,-1.5891435,2021-03-16,2021,3
GBR,0.60743874,2021-03-16,2021,3
TZA,0.67717254,2021-03-16,2021,3
VIR,-0.6874707,2021-03-16,2021,3
USA,0.05388929,2021-03-16,2021,3
URY,0.6126531,2021-03-16,2021,3
UZB,-0.89490354,2021-03-16,2021,3
VUT,0.1215323,2021-03-16,2021,3
VEN,0.26826832,2021-03-16,2021,3
VNM,-0.25013536,2021-03-16,2021,3
ESH,-0.8606694,2021-03-16,2021,3
YEM,-1.4989582,2021-03-16,2021,3
ZMB,-0.0374255,2021-03-16,2021,3
ZWE,-0.26386794,2021-03-16,2021,3
SWZ,1.0990403,2021-03-16,2021,3
AFG,-1.6156082,2021-04-16,2021,4
ALA,-0.44966838,2021-04-16,2021,4
ALB,-0.73185295,2021-04-16,2021,4
DZA,-0.36462635,2021-04-16,2021,4
AGO,0.11535347,2021-04-16,2021,4
ARG,-0.15184456,2021-04-16,2021,4
ARM,-1.3404847,2021-04-16,2021,4
AUS,0.26812863,2021-04-16,2021,4
AUT,-1.2135912,2021-04-16,2021,4
AZE,-0.9587671,2021-04-16,2021,4
BGD,-1.4683948,2021-04-16,2021,4
BLR,-0.3571145,2021-04-16,2021,4
BEL,-0.8858504,2021-04-16,2021,4
BLZ,0.24741913,2021-04-16,2021,4
BEN,-1.6504765,2021-04-16,2021,4
BTN,-0.4913364,2021-04-16,2021,4
BOL,-0.07613663,2021-04-16,2021,4
BIH,-0.7806082,2021-04-16,2021,4
BWA,-0.26230055,2021-04-16,2021,4
BRA,0.017980557,2021-04-16,2021,4
BRN,-0.5590159,2021-04-16,2021,4
BGR,0.3588455,2021-04-16,2021,4
BFA,-2.2568662,2021-04-16,2021,4
BDI,-0.72405493,2021-04-16,2021,4
CPV,-1.2255065,2021-04-16,2021,4
KHM,1.5597668,2021-04-16,2021,4
CMR,0.38039643,2021-04-16,2021,4
CAN,-0.23428228,2021-04-16,2021,4
CAF,-0.088898465,2021-04-16,2021,4
TCD,-0.60840887,2021-04-16,2021,4
CHL,-0.9054669,2021-04-16,2021,4
CHN,-0.31658155,2021-04-16,2021,4
COL,0.6536344,2021-04-16,2021,4
COM,0.60741615,2021-04-16,2021,4
CRI,0.7441618,2021-04-16,2021,4
HRV,-1.046122,2021-04-16,2021,4
CUB,-1.270293,2021-04-16,2021,4
CYP,-1.1570032,2021-04-16,2021,4
CZE,-0.736663,2021-04-16,2021,4
COD,-0.095417514,2021-04-16,2021,4
DNK,-0.8929306,2021-04-16,2021,4
DJI,-0.9630894,2021-04-16,2021,4
DOM,-0.8176286,2021-04-16,2021,4
TLS,-1.9829574,2021-04-16,2021,4
ECU,0.15158805,2021-04-16,2021,4
EGY,-1.1586525,2021-04-16,2021,4
SLV,-0.32285407,2021-04-16,2021,4
GNQ,0.041187473,2021-04-16,2021,4
ERI,0.0796091,2021-04-16,2021,4
EST,-0.32555503,2021-04-16,2021,4
ETH,0.60555774,2021-04-16,2021,4
FLK,-1.331414,2021-04-16,2021,4
FRO,-0.21815912,2021-04-16,2021,4
FJI,-0.65822744,2021-04-16,2021,4
FIN,0.42189702,2021-04-16,2021,4
FRA,-1.1863884,2021-04-16,2021,4
PYF,-1.6231403,2021-04-16,2021,4
ATF,0.5642199,2021-04-16,2021,4
GAB,-0.5669459,2021-04-16,2021,4
GMB,-0.9429444,2021-04-16,2021,4
GEO,-0.26858923,2021-04-16,2021,4
DEU,-0.73452485,2021-04-16,2021,4
GHA,-1.1915363,2021-04-16,2021,4
GRC,-1.0363243,2021-04-16,2021,4
GRL,0.7196416,2021-04-16,2021,4
GTM,-0.40877104,2021-04-16,2021,4
GIN,-1.1660748,2021-04-16,2021,4
GNB,-1.0354501,2021-04-16,2021,4
GUY,1.3485675,2021-04-16,2021,4
HTI,-0.72148037,2021-04-16,2021,4
HND,-0.28485858,2021-04-16,2021,4
HUN,-0.52026665,2021-04-16,2021,4
ISL,-0.39422783,2021-04-16,2021,4
IND,-0.35422087,2021-04-16,2021,4
IDN,-0.31792256,2021-04-16,2021,4
IRN,-1.8849062,2021-04-16,2021,4
IRQ,-1.8674968,2021-04-16,2021,4
IRL,-0.44876012,2021-04-16,2021,4
ISR,-0.9660066,2021-04-16,2021,4
ITA,-1.0894331,2021-04-16,2021,4
CIV,-0.69730747,2021-04-16,2021,4
JAM,-0.69237113,2021-04-16,2021,4
JPN,0.2826109,2021-04-16,2021,4
JOR,-1.0258721,2021-04-16,2021,4
KAZ,-0.35010403,2021-04-16,2021,4
KEN,0.87363595,2021-04-16,2021,4
XKX,-0.49457934,2021-04-16,2021,4
KWT,-2.2912173,2021-04-16,2021,4
KGZ,-0.21239041,2021-04-16,2021,4
LAO,1.6919206,2021-04-16,2021,4
LVA,-0.88926893,2021-04-16,2021,4
LBN,-1.0531361,2021-04-16,2021,4
LSO,0.023259426,2021-04-16,2021,4
LBR,-0.2806225,2021-04-16,2021,4
LBY,-0.86752206,2021-04-16,2021,4
LTU,-1.2342963,2021-04-16,2021,4
LUX,-0.46203533,2021-04-16,2021,4
MDG,-0.51643443,2021-04-16,2021,4
MWI,-0.59861386,2021-04-16,2021,4
MYS,-0.35171345,2021-04-16,2021,4
MLI,-1.429592,2021-04-16,2021,4
MRT,-1.0934552,2021-04-16,2021,4
MUS,0.22380908,2021-04-16,2021,4
MEX,-0.79172033,2021-04-16,2021,4
MDA,0.35892537,2021-04-16,2021,4
MNG,-1.2695999,2021-04-16,2021,4
MNE,-0.6941492,2021-04-16,2021,4
MAR,-0.9928068,2021-04-16,2021,4
MOZ,0.34261116,2021-04-16,2021,4
MMR,0.15852645,2021-04-16,2021,4
NAM,0.0044839997,2021-04-16,2021,4
NPL,-0.120850876,2021-04-16,2021,4
NLD,-0.74846226,2021-04-16,2021,4
NCL,0.6225368,2021-04-16,2021,4
NZL,0.18432124,2021-04-16,2021,4
NIC,-0.22668062,2021-04-16,2021,4
NER,-0.8004732,2021-04-16,2021,4
NGA,-0.8195937,2021-04-16,2021,4
PRK,0.5659024,2021-04-16,2021,4
MKD,-0.23165436,2021-04-16,2021,4
NOR,0.1665645,2021-04-16,2021,4
OMN,-2.1218762,2021-04-16,2021,4
PAK,-1.22444,2021-04-16,2021,4
PSE,-0.88344353,2021-04-16,2021,4
PAN,0.9807742,2021-04-16,2021,4
PNG,0.32035163,2021-04-16,2021,4
PRY,-0.9820457,2021-04-16,2021,4
PER,0.105289444,2021-04-16,2021,4
PHL,0.27733037,2021-04-16,2021,4
POL,-0.38055065,2021-04-16,2021,4
PRT,0.25059396,2021-04-16,2021,4
PRI,-0.086768515,2021-04-16,2021,4
QAT,-1.9542197,2021-04-16,2021,4
SRB,-0.2418966,2021-04-16,2021,4
COG,-0.34181684,2021-04-16,2021,4
ROU,0.35755292,2021-04-16,2021,4
RUS,0.39513162,2021-04-16,2021,4
RWA,-0.3287174,2021-04-16,2021,4
VCT,1.5252427,2021-04-16,2021,4
WSM,-0.26598153,2021-04-16,2021,4
SAU,-1.5683558,2021-04-16,2021,4
SEN,-1.0136068,2021-04-16,2021,4
SIA,1.3811685,2021-04-16,2021,4
SLE,-0.52112633,2021-04-16,2021,4
SVK,-0.3992014,2021-04-16,2021,4
SVN,-1.36852,2021-04-16,2021,4
SLB,-0.00087223406,2021-04-16,2021,4
SOM,0.47283104,2021-04-16,2021,4
SOL,-0.047199316,2021-04-16,2021,4
ZAF,-0.6916221,2021-04-16,2021,4
SGS,-2.412191,2021-04-16,2021,4
KOR,0.20724757,2021-04-16,2021,4
SSD,-0.22433588,2021-04-16,2021,4
ESP,-0.42332208,2021-04-16,2021,4
LKA,-0.61207443,2021-04-16,2021,4
SDN,-0.45099697,2021-04-16,2021,4
SUR,0.72061366,2021-04-16,2021,4
SWE,0.0015553047,2021-04-16,2021,4
CHE,-1.3581886,2021-04-16,2021,4
SYR,-1.4923416,2021-04-16,2021,4
TWN,-0.7541603,2021-04-16,2021,4
TJK,-0.57164675,2021-04-16,2021,4
THA,1.5157382,2021-04-16,2021,4
BHS,-1.2818228,2021-04-16,2021,4
TGO,-1.1407094,2021-04-16,2021,4
TTO,1.8865398,2021-04-16,2021,4
TUN,-1.1341753,2021-04-16,2021,4
TUR,-0.77452576,2021-04-16,2021,4
TKM,-1.630419,2021-04-16,2021,4
UGA,0.009893288,2021-04-16,2021,4
UKR,0.6733006,2021-04-16,2021,4
ARE,-1.9230484,2021-04-16,2021,4
GBR,-0.95694095,2021-04-16,2021,4
TZA,0.07126802,2021-04-16,2021,4
VIR,-0.63647765,2021-04-16,2021,4
USA,0.010004205,2021-04-16,2021,4
URY,0.13953525,2021-04-16,2021,4
UZB,-1.3318434,2021-04-16,2021,4
VUT,0.048444297,2021-04-16,2021,4
VEN,0.45724183,2021-04-16,2021,4
VNM,0.69119996,2021-04-16,2021,4
ESH,-1.026725,2021-04-16,2021,4
YEM,-0.58804125,2021-04-16,2021,4
ZMB,0.05657928,2021-04-16,2021,4
ZWE,-0.17595828,2021-04-16,2021,4
SWZ,0.8364401,2021-04-16,2021,4
AFG,-1.214041,2021-05-16,2021,5
ALA,0.56836456,2021-05-16,2021,5
ALB,-0.8523145,2021-05-16,2021,5
DZA,-0.1556753,2021-05-16,2021,5
AGO,0.10444163,2021-05-16,2021,5
ARG,-0.000781576,2021-05-16,2021,5
ARM,-2.13043,2021-05-16,2021,5
AUS,0.08594741,2021-05-16,2021,5
AUT,0.048290975,2021-05-16,2021,5
AZE,-1.2640028,2021-05-16,2021,5
BGD,-1.0378836,2021-05-16,2021,5
BLR,0.68431556,2021-05-16,2021,5
BEL,-0.08531949,2021-05-16,2021,5
BLZ,0.040670615,2021-05-16,2021,5
BEN,-1.7613637,2021-05-16,2021,5
BTN,0.369554,2021-05-16,2021,5
BOL,0.15787868,2021-05-16,2021,5
BIH,-0.34078005,2021-05-16,2021,5
BWA,-0.55505896,2021-05-16,2021,5
BRA,-0.35498872,2021-05-16,2021,5
BRN,-0.27457058,2021-05-16,2021,5
BGR,0.55108166,2021-05-16,2021,5
BFA,-0.9927867,2021-05-16,2021,5
BDI,-0.2787297,2021-05-16,2021,5
CPV,-0.6927825,2021-05-16,2021,5
KHM,0.4121787,2021-05-16,2021,5
CMR,0.5141901,2021-05-16,2021,5
CAN,-0.14565496,2021-05-16,2021,5
CAF,-0.111808054,2021-05-16,2021,5
TCD,-1.1585717,2021-05-16,2021,5
CHL,-0.8047842,2021-05-16,2021,5
CHN,-0.06436716,2021-05-16,2021,5
COL,0.4627663,2021-05-16,2021,5
COM,-0.5934852,2021-05-16,2021,5
CRI,0.87753594,2021-05-16,2021,5
HRV,-0.23522308,2021-05-16,2021,5
CUB,-1.1116662,2021-05-16,2021,5
CYP,-1.2311455,2021-05-16,2021,5
CZE,0.072958805,2021-05-16,2021,5
COD,-0.03304759,2021-05-16,2021,5
DNK,0.555816,2021-05-16,2021,5
DJI,-0.73549634,2021-05-16,2021,5
DOM,-0.6154893,2021-05-16,2021,5
TLS,-1.7151874,2021-05-16,2021,5
ECU,0.24205668,2021-05-16,2021,5
EGY,-1.4413097,2021-05-16,2021,5
SLV,-0.04374651,2021-05-16,2021,5
GNQ,0.8837955,2021-05-16,2021,5
ERI,0.08506587,2021-05-16,2021,5
EST,1.1790817,2021-05-16,2021,5
ETH,0.43708503,2021-05-16,2021,5
FLK,-1.0355662,2021-05-16,2021,5
FRO,-0.024793528,2021-05-16,2021,5
FJI,-0.6368366,2021-05-16,2021,5
FIN,1.0972857,2021-05-16,2021,5
FRA,-0.4724856,2021-05-16,2021,5
PYF,-2.3734403,2021-05-16,2021,5
ATF,-0.47672743,2021-05-16,2021,5
GAB,-0.1681304,2021-05-16,2021,5
GMB,-1.0450767,2021-05-16,2021,5
GEO,-1.1339034,2021-05-16,2021,5
DEU,0.21125184,2021-05-16,2021,5
GHA,-1.048977,2021-05-16,2021,5
GRC,-1.272392,2021-05-16,2021,5
GRL,0.31050515,2021-05-16,2021,5
GTM,0.6900345,2021-05-16,2021,5
GIN,-0.52036476,2021-05-16,2021,5
GNB,-1.3540847,2021-05-16,2021,5
GUY,1.6990014,2021-05-16,2021,5
HTI,-0.78971124,2021-05-16,2021,5
HND,-0.076927505,2021-05-16,2021,5
HUN,-0.13750806,2021-05-16,2021,5
ISL,-0.14526287,2021-05-16,2021,5
IND,0.71101046,2021-05-16,2021,5
IDN,0.095937364,2021-05-16,2021,5
IRN,-1.8508992,2021-05-16,2021,5
IRQ,-2.1318965,2021-05-16,2021,5
IRL,0.011349365,2021-05-16,2021,5
ISR,-1.4093912,2021-05-16,2021,5
ITA,-0.47442538,2021-05-16,2021,5
CIV,-0.44500586,2021-05-16,2021,5
JAM,-1.2956895,2021-05-16,2021,5
JPN,0.9390918,2021-05-16,2021,5
JOR,-1.3235619,2021-05-16,2021,5
KAZ,-1.5976187,2021-05-16,2021,5
KEN,0.66372657,2021-05-16,2021,5
XKX,-0.40565014,2021-05-16,2021,5
KWT,-2.5526543,2021-05-16,2021,5
KGZ,-0.83603346,2021-05-16,2021,5
LAO,-0.29527894,2021-05-16,2021,5
LVA,0.99574596,2021-05-16,2021,5
LBN,-1.4729296,2021-05-16,2021,5
LSO,-0.3663459,2021-05-16,2021,5
LBR,-0.28301394,2021-05-16,2021,5
LBY,-1.1260221,2021-05-16,2021,5
LTU,0.8301493,2021-05-16,2021,5
LUX,0.031717334,2021-05-16,2021,5
MDG,-0.31522733,2021-05-16,2021,5
MWI,-0.3502988,2021-05-16,2021,5
MYS,0.6687797,2021-05-16,2021,5
MLI,-0.9287824,2021-05-16,2021,5
MRT,-0.97667944,2021-05-16,2021,5
MUS,0.763372,2021-05-16,2021,5
MEX,-0.42578465,2021-05-16,2021,5
MDA,0.8780396,2021-05-16,2021,5
MNG,-0.44973972,2021-05-16,2021,5
MNE,-0.41087678,2021-05-16,2021,5
MAR,-0.9136807,2021-05-16,2021,5
MOZ,-0.28323448,2021-05-16,2021,5
MMR,-1.5035462,2021-05-16,2021,5
NAM,0.022211872,2021-05-16,2021,5
NPL,0.92895806,2021-05-16,2021,5
NLD,0.45848405,2021-05-16,2021,5
NCL,0.49360678,2021-05-16,2021,5
NZL,0.35783994,2021-05-16,2021,5
NIC,0.04767251,2021-05-16,2021,5
NER,-1.7166284,2021-05-16,2021,5
NGA,-1.268883,2021-05-16,2021,5
PRK,0.94027275,2021-05-16,2021,5
MKD,-0.5954621,2021-05-16,2021,5
NOR,0.4890063,2021-05-16,2021,5
OMN,-2.1325598,2021-05-16,2021,5
PAK,-0.48343664,2021-05-16,2021,5
PSE,-1.2575144,2021-05-16,2021,5
PAN,0.9587119,2021-05-16,2021,5
PNG,0.26298642,2021-05-16,2021,5
PRY,-0.9089776,2021-05-16,2021,5
PER,0.21357217,2021-05-16,2021,5
PHL,0.39406955,2021-05-16,2021,5
POL,0.35242048,2021-05-16,2021,5
PRT,-0.8792997,2021-05-16,2021,5
PRI,-0.44795516,2021-05-16,2021,5
QAT,-2.291623,2021-05-16,2021,5
SRB,0.031055251,2021-05-16,2021,5
COG,-0.19303212,2021-05-16,2021,5
ROU,0.6726447,2021-05-16,2021,5
RUS,-0.23226686,2021-05-16,2021,5
RWA,0.34907106,2021-05-16,2021,5
VCT,0.8378476,2021-05-16,2021,5
WSM,-1.0030141,2021-05-16,2021,5
SAU,-1.8109535,2021-05-16,2021,5
SEN,-1.1618316,2021-05-16,2021,5
SIA,0.8753536,2021-05-16,2021,5
SLE,-0.28067225,2021-05-16,2021,5
SVK,-0.12942603,2021-05-16,2021,5
SVN,0.2845219,2021-05-16,2021,5
SLB,0.006883861,2021-05-16,2021,5
SOM,0.23219946,2021-05-16,2021,5
SOL,0.07096619,2021-05-16,2021,5
ZAF,-1.0528301,2021-05-16,2021,5
SGS,-2.194632,2021-05-16,2021,5
KOR,1.0124335,2021-05-16,2021,5
SSD,-0.08021007,2021-05-16,2021,5
ESP,-1.0875205,2021-05-16,2021,5
LKA,0.34719065,2021-05-16,2021,5
SDN,-0.6409295,2021-05-16,2021,5
SUR,1.2089667,2021-05-16,2021,5
SWE,0.3688598,2021-05-16,2021,5
CHE,0.010439708,2021-05-16,2021,5
SYR,-1.7654973,2021-05-16,2021,5
TWN,-0.7382149,2021-05-16,2021,5
TJK,-0.32456478,2021-05-16,2021,5
THA,0.21768422,2021-05-16,2021,5
BHS,-1.3803934,2021-05-16,2021,5
TGO,-1.3273836,2021-05-16,2021,5
TTO,2.0454235,2021-05-16,2021,5
TUN,-0.9250408,2021-05-16,2021,5
TUR,-1.1722727,2021-05-16,2021,5
TKM,-1.7113528,2021-05-16,2021,5
UGA,0.43365803,2021-05-16,2021,5
UKR,0.68034005,2021-05-16,2021,5
ARE,-2.063461,2021-05-16,2021,5
GBR,-0.046047658,2021-05-16,2021,5
TZA,-0.37138343,2021-05-16,2021,5
VIR,-1.1876584,2021-05-16,2021,5
USA,-0.14907336,2021-05-16,2021,5
URY,-0.27580562,2021-05-16,2021,5
UZB,-1.5821242,2021-05-16,2021,5
VUT,0.056465372,2021-05-16,2021,5
VEN,0.2555532,2021-05-16,2021,5
VNM,-0.17003661,2021-05-16,2021,5
ESH,-0.9607815,2021-05-16,2021,5
YEM,-0.52699685,2021-05-16,2021,5
ZMB,0.095656164,2021-05-16,2021,5
ZWE,-0.41583067,2021-05-16,2021,5
SWZ,-1.1535162,2021-05-16,2021,5
AFG,-1.6761936,2021-06-16,2021,6
ALA,-0.1936673,2021-06-16,2021,6
ALB,-1.3612174,2021-06-16,2021,6
DZA,-0.8935759,2021-06-16,2021,6
AGO,0.06647789,2021-06-16,2021,6
ARG,-0.25485313,2021-06-16,2021,6
ARM,-2.873511,2021-06-16,2021,6
AUS,-0.30639392,2021-06-16,2021,6
AUT,-0.65107286,2021-06-16,2021,6
AZE,-2.3206742,2021-06-16,2021,6
BGD,-0.5657984,2021-06-16,2021,6
BLR,-0.20617959,2021-06-16,2021,6
BEL,0.7153035,2021-06-16,2021,6
BLZ,-0.051404674,2021-06-16,2021,6
BEN,-1.6768038,2021-06-16,2021,6
BTN,-0.8749533,2021-06-16,2021,6
BOL,-0.18555674,2021-06-16,2021,6
BIH,-1.2258738,2021-06-16,2021,6
BWA,-0.6661526,2021-06-16,2021,6
BRA,-0.47425956,2021-06-16,2021,6
BRN,-0.49786875,2021-06-16,2021,6
BGR,1.1010451,2021-06-16,2021,6
BFA,-0.5449965,2021-06-16,2021,6
BDI,-0.5039576,2021-06-16,2021,6
CPV,-0.8225929,2021-06-16,2021,6
KHM,0.180712,2021-06-16,2021,6
CMR,-0.06998311,2021-06-16,2021,6
CAN,-0.2851249,2021-06-16,2021,6
CAF,-0.27314627,2021-06-16,2021,6
TCD,-0.7591872,2021-06-16,2021,6
CHL,-0.82727027,2021-06-16,2021,6
CHN,0.04044025,2021-06-16,2021,6
COL,0.35552296,2021-06-16,2021,6
COM,0.73708767,2021-06-16,2021,6
CRI,0.0757204,2021-06-16,2021,6
HRV,-1.101122,2021-06-16,2021,6
CUB,-0.57524395,2021-06-16,2021,6
CYP,-1.4373934,2021-06-16,2021,6
CZE,-0.57503146,2021-06-16,2021,6
COD,0.02021598,2021-06-16,2021,6
DNK,-0.46394497,2021-06-16,2021,6
DJI,-0.13046835,2021-06-16,2021,6
DOM,-0.73953027,2021-06-16,2021,6
TLS,-0.9565363,2021-06-16,2021,6
ECU,-0.22207344,2021-06-16,2021,6
EGY,-1.1675448,2021-06-16,2021,6
SLV,-0.31372783,2021-06-16,2021,6
GNQ,0.34012195,2021-06-16,2021,6
ERI,0.49194878,2021-06-16,2021,6
EST,-0.06386527,2021-06-16,2021,6
ETH,0.14500776,2021-06-16,2021,6
FLK,-0.6747756,2021-06-16,2021,6
FRO,-0.41847005,2021-06-16,2021,6
FJI,-0.76337636,2021-06-16,2021,6
FIN,-0.046643037,2021-06-16,2021,6
FRA,0.47010016,2021-06-16,2021,6
PYF,-1.3115864,2021-06-16,2021,6
ATF,0.9208156,2021-06-16,2021,6
GAB,0.013355391,2021-06-16,2021,6
GMB,-0.50987065,2021-06-16,2021,6
GEO,-2.1067338,2021-06-16,2021,6
DEU,0.20533389,2021-06-16,2021,6
GHA,-1.0542765,2021-06-16,2021,6
GRC,-1.1847748,2021-06-16,2021,6
GRL,-0.3177231,2021-06-16,2021,6
GTM,0.00877098,2021-06-16,2021,6
GIN,-0.8316293,2021-06-16,2021,6
GNB,-1.1304916,2021-06-16,2021,6
GUY,1.6564322,2021-06-16,2021,6
HTI,-1.0872638,2021-06-16,2021,6
HND,-0.21677843,2021-06-16,2021,6
HUN,-1.2626438,2021-06-16,2021,6
ISL,-0.5987531,2021-06-16,2021,6
IND,0.6058702,2021-06-16,2021,6
IDN,0.092722975,2021-06-16,2021,6
IRN,-2.0316315,2021-06-16,2021,6
IRQ,-2.4677968,2021-06-16,2021,6
IRL,-0.5308267,2021-06-16,2021,6
ISR,-1.1584076,2021-06-16,2021,6
ITA,-0.8172124,2021-06-16,2021,6
CIV,-0.29873404,2021-06-16,2021,6
JAM,-0.6118998,2021-06-16,2021,6
JPN,-0.1393861,2021-06-16,2021,6
JOR,-1.1580906,2021-06-16,2021,6
KAZ,-1.9647845,2021-06-16,2021,6
KEN,0.009321578,2021-06-16,2021,6
XKX,-1.2317473,2021-06-16,2021,6
KWT,-2.6024446,2021-06-16,2021,6
KGZ,-1.683113,2021-06-16,2021,6
LAO,-0.101080395,2021-06-16,2021,6
LVA,0.015027232,2021-06-16,2021,6
LBN,-1.5306268,2021-06-16,2021,6
LSO,-0.73132896,2021-06-16,2021,6
LBR,-0.13931267,2021-06-16,2021,6
LBY,-1.4651748,2021-06-16,2021,6
LTU,0.06054904,2021-06-16,2021,6
LUX,0.70822906,2021-06-16,2021,6
MDG,-0.43712318,2021-06-16,2021,6
MWI,-0.7658749,2021-06-16,2021,6
MYS,0.2657164,2021-06-16,2021,6
MLI,-0.85570294,2021-06-16,2021,6
MRT,-0.8320806,2021-06-16,2021,6
MUS,1.4111387,2021-06-16,2021,6
MEX,0.3789071,2021-06-16,2021,6
MDA,1.358662,2021-06-16,2021,6
MNG,-0.0076624625,2021-06-16,2021,6
MNE,-1.1372393,2021-06-16,2021,6
MAR,-1.0259801,2021-06-16,2021,6
MOZ,-0.2695839,2021-06-16,2021,6
MMR,-1.1569326,2021-06-16,2021,6
NAM,-0.2210744,2021-06-16,2021,6
NPL,1.0308535,2021-06-16,2021,6
NLD,0.97927207,2021-06-16,2021,6
NCL,0.9680419,2021-06-16,2021,6
NZL,-0.25136226,2021-06-16,2021,6
NIC,-0.50419563,2021-06-16,2021,6
NER,-2.0484872,2021-06-16,2021,6
NGA,-1.2769377,2021-06-16,2021,6
PRK,0.8878546,2021-06-16,2021,6
MKD,-0.9642733,2021-06-16,2021,6
NOR,-0.33274397,2021-06-16,2021,6
OMN,-1.6227939,2021-06-16,2021,6
PAK,-0.3752215,2021-06-16,2021,6
PSE,-0.9204343,2021-06-16,2021,6
PAN,0.28491795,2021-06-16,2021,6
PNG,0.09069715,2021-06-16,2021,6
PRY,-0.9678612,2021-06-16,2021,6
PER,0.06855317,2021-06-16,2021,6
PHL,0.024564378,2021-06-16,2021,6
POL,-0.4464156,2021-06-16,2021,6
PRT,-0.1627451,2021-06-16,2021,6
PRI,0.26743758,2021-06-16,2021,6
QAT,-2.3166583,2021-06-16,2021,6
SRB,-1.0985136,2021-06-16,2021,6
COG,0.07332069,2021-06-16,2021,6
ROU,0.21782988,2021-06-16,2021,6
RUS,-0.7280132,2021-06-16,2021,6
RWA,-0.31733766,2021-06-16,2021,6
VCT,0.06853033,2021-06-16,2021,6
WSM,-0.33931795,2021-06-16,2021,6
SAU,-1.6424837,2021-06-16,2021,6
SEN,-0.86798334,2021-06-16,2021,6
SIA,-0.015659967,2021-06-16,2021,6
SLE,-0.26425865,2021-06-16,2021,6
SVK,-1.0945534,2021-06-16,2021,6
SVN,-0.6432663,2021-06-16,2021,6
SLB,0.034936644,2021-06-16,2021,6
SOM,0.23987505,2021-06-16,2021,6
SOL,0.37693062,2021-06-16,2021,6
ZAF,-1.2497485,2021-06-16,2021,6
SGS,-2.2280598,2021-06-16,2021,6
KOR,-0.17305568,2021-06-16,2021,6
SSD,-0.11417544,2021-06-16,2021,6
ESP,-0.30237263,2021-06-16,2021,6
LKA,0.52661926,2021-06-16,2021,6
SDN,-0.14300026,2021-06-16,2021,6
SUR,1.4329758,2021-06-16,2021,6
SWE,-0.31445587,2021-06-16,2021,6
CHE,0.55390066,2021-06-16,2021,6
SYR,-2.160439,2021-06-16,2021,6
TWN,-0.5683817,2021-06-16,2021,6
TJK,-1.2943825,2021-06-16,2021,6
THA,-0.0003029759,2021-06-16,2021,6
BHS,-1.0959053,2021-06-16,2021,6
TGO,-1.6078445,2021-06-16,2021,6
TTO,0.96248543,2021-06-16,2021,6
TUN,-1.3086629,2021-06-16,2021,6
TUR,-1.4190108,2021-06-16,2021,6
TKM,-2.5819447,2021-06-16,2021,6
UGA,-0.24882832,2021-06-16,2021,6
UKR,0.80459994,2021-06-16,2021,6
ARE,-1.9989296,2021-06-16,2021,6
GBR,-0.30508548,2021-06-16,2021,6
TZA,-0.5559037,2021-06-16,2021,6
VIR,-0.25932735,2021-06-16,2021,6
USA,-0.4297204,2021-06-16,2021,6
URY,0.073102124,2021-06-16,2021,6
UZB,-2.3858898,2021-06-16,2021,6
VUT,0.08426567,2021-06-16,2021,6
VEN,-0.16229148,2021-06-16,2021,6
VNM,-0.20911454,2021-06-16,2021,6
ESH,-1.0435734,2021-06-16,2021,6
YEM,-0.01277382,2021-06-16,2021,6
ZMB,0.28253135,2021-06-16,2021,6
ZWE,-0.075721055,2021-06-16,2021,6
SWZ,-0.48197746,2021-06-16,2021,6
AFG,-1.5875882,2021-07-16,2021,7
ALA,-0.77870286,2021-07-16,2021,7
ALB,-1.6577812,2021-07-16,2021,7
DZA,-0.7816189,2021-07-16,2021,7
AGO,-0.24170434,2021-07-16,2021,7
ARG,-0.91038454,2021-07-16,2021,7
ARM,-1.9458165,2021-07-16,2021,7
AUS,-0.23705676,2021-07-16,2021,7
AUT,0.40481326,2021-07-16,2021,7
AZE,-1.3744465,2021-07-16,2021,7
BGD,-0.20736955,2021-07-16,2021,7
BLR,-0.7914047,2021-07-16,2021,7
BEL,1.5973079,2021-07-16,2021,7
BLZ,-0.70694596,2021-07-16,2021,7
BEN,-0.88946307,2021-07-16,2021,7
BTN,-1.0956126,2021-07-16,2021,7
BOL,-1.0435581,2021-07-16,2021,7
BIH,-1.3718066,2021-07-16,2021,7
BWA,-0.8626353,2021-07-16,2021,7
BRA,-0.66116345,2021-07-16,2021,7
BRN,0.8459878,2021-07-16,2021,7
BGR,0.32453427,2021-07-16,2021,7
BFA,0.36799678,2021-07-16,2021,7
BDI,0.36340198,2021-07-16,2021,7
CPV,0.14248425,2021-07-16,2021,7
KHM,-0.47940683,2021-07-16,2021,7
CMR,-0.6948158,2021-07-16,2021,7
CAN,-0.48028824,2021-07-16,2021,7
CAF,0.102312244,2021-07-16,2021,7
TCD,-0.5867316,2021-07-16,2021,7
CHL,-0.8241476,2021-07-16,2021,7
CHN,-0.11455083,2021-07-16,2021,7
COL,0.11847888,2021-07-16,2021,7
COM,-0.4007156,2021-07-16,2021,7
CRI,0.21188757,2021-07-16,2021,7
HRV,-1.1549174,2021-07-16,2021,7
CUB,0.11773012,2021-07-16,2021,7
CYP,-1.3136066,2021-07-16,2021,7
CZE,0.0191041,2021-07-16,2021,7
