spei_iso3,spei,spei_date,year,month
LVA,0.55245113,2019-11-16,2019,11
LBN,-1.3286533,2019-11-16,2019,11
LSO,-2.3101633,2019-11-16,2019,11
LBR,-0.35029754,2019-11-16,2019,11
LBY,-0.94625527,2019-11-16,2019,11
LTU,-0.3720904,2019-11-16,2019,11
LUX,0.17655393,2019-11-16,2019,11
MDG,0.65529925,2019-11-16,2019,11
MWI,0.9130241,2019-11-16,2019,11
MYS,-1.3597451,2019-11-16,2019,11
MLI,-0.2632991,2019-11-16,2019,11
MRT,-0.44406793,2019-11-16,2019,11
MUS,0.152089,2019-11-16,2019,11
MEX,0.6316508,2019-11-16,2019,11
MDA,-1.4827335,2019-11-16,2019,11
MNG,-1.5678504,2019-11-16,2019,11
MNE,-0.05120982,2019-11-16,2019,11
MAR,-0.48758093,2019-11-16,2019,11
MOZ,0.03973441,2019-11-16,2019,11
MMR,-0.025551569,2019-11-16,2019,11
NAM,-0.5419405,2019-11-16,2019,11
NPL,-0.7914688,2019-11-16,2019,11
NLD,0.8016932,2019-11-16,2019,11
NCL,-1.469967,2019-11-16,2019,11
NZL,0.20744468,2019-11-16,2019,11
NIC,-1.0570508,2019-11-16,2019,11
NER,-0.25156894,2019-11-16,2019,11
NGA,1.0185075,2019-11-16,2019,11
PRK,-0.4417977,2019-11-16,2019,11
MKD,-0.74643826,2019-11-16,2019,11
NOR,0.11186586,2019-11-16,2019,11
OMN,-0.8819898,2019-11-16,2019,11
PAK,0.54986435,2019-11-16,2019,11
PSE,-1.0999514,2019-11-16,2019,11
PAN,0.15925068,2019-11-16,2019,11
PNG,0.26492706,2019-11-16,2019,11
PRY,-1.2599946,2019-11-16,2019,11
PER,0.036571775,2019-11-16,2019,11
PHL,-0.48103696,2019-11-16,2019,11
POL,-0.43799835,2019-11-16,2019,11
PRT,-0.42728463,2019-11-16,2019,11
PRI,-0.050466403,2019-11-16,2019,11
QAT,0.364796,2019-11-16,2019,11
SRB,-1.1457298,2019-11-16,2019,11
COG,1.4976926,2019-11-16,2019,11
ROU,-1.4132797,2019-11-16,2019,11
RUS,0.4280783,2019-11-16,2019,11
RWA,2.061602,2019-11-16,2019,11
VCT,-0.26456392,2019-11-16,2019,11
WSM,-0.51637256,2019-11-16,2019,11
SAU,-0.38195083,2019-11-16,2019,11
SEN,0.2948537,2019-11-16,2019,11
SIA,0.0738382,2019-11-16,2019,11
SLE,-0.23681092,2019-11-16,2019,11
SVK,0.0024738782,2019-11-16,2019,11
SVN,1.0565947,2019-11-16,2019,11
SLB,0.05968467,2019-11-16,2019,11
SOM,0.51106745,2019-11-16,2019,11
SOL,0.09685196,2019-11-16,2019,11
ZAF,-1.9644512,2019-11-16,2019,11
SGS,0.2637821,2019-11-16,2019,11
KOR,1.2120106,2019-11-16,2019,11
SSD,0.68126744,2019-11-16,2019,11
ESP,0.00093289523,2019-11-16,2019,11
LKA,1.6108013,2019-11-16,2019,11
SDN,0.38161415,2019-11-16,2019,11
SUR,-0.24007961,2019-11-16,2019,11
SWE,0.8025293,2019-11-16,2019,11
CHE,-0.037074495,2019-11-16,2019,11
SYR,-1.4921608,2019-11-16,2019,11
TWN,-0.69694936,2019-11-16,2019,11
TJK,0.36884558,2019-11-16,2019,11
THA,-1.4127294,2019-11-16,2019,11
BHS,-0.7385387,2019-11-16,2019,11
TGO,1.7900698,2019-11-16,2019,11
TTO,-1.4064385,2019-11-16,2019,11
TUN,0.35967895,2019-11-16,2019,11
TUR,-1.7631652,2019-11-16,2019,11
TKM,-1.0146801,2019-11-16,2019,11
UGA,1.6729354,2019-11-16,2019,11
UKR,-1.2418911,2019-11-16,2019,11
ARE,-0.16440667,2019-11-16,2019,11
GBR,1.0742207,2019-11-16,2019,11
TZA,0.66568226,2019-11-16,2019,11
VIR,-0.8740123,2019-11-16,2019,11
USA,0.8221382,2019-11-16,2019,11
URY,0.93125063,2019-11-16,2019,11
UZB,-1.058177,2019-11-16,2019,11
VUT,0.0908731,2019-11-16,2019,11
VEN,0.041738156,2019-11-16,2019,11
VNM,-1.0764655,2019-11-16,2019,11
ESH,-0.5754311,2019-11-16,2019,11
YEM,-0.72160804,2019-11-16,2019,11
ZMB,-0.39858487,2019-11-16,2019,11
ZWE,-0.64700675,2019-11-16,2019,11
SWZ,-0.417661,2019-11-16,2019,11
AFG,0.45152715,2019-12-16,2019,12
ALA,1.1684433,2019-12-16,2019,12
ALB,0.8949906,2019-12-16,2019,12
DZA,-0.9232134,2019-12-16,2019,12
AGO,-0.051530298,2019-12-16,2019,12
ARG,-0.32406804,2019-12-16,2019,12
ARM,-1.8089061,2019-12-16,2019,12
AUS,-1.7314721,2019-12-16,2019,12
AUT,0.46620613,2019-12-16,2019,12
AZE,-2.060649,2019-12-16,2019,12
BGD,0.47800925,2019-12-16,2019,12
BLR,-0.3796273,2019-12-16,2019,12
BEL,0.62848675,2019-12-16,2019,12
BLZ,-0.55528885,2019-12-16,2019,12
BEN,1.9611175,2019-12-16,2019,12
BTN,0.6953469,2019-12-16,2019,12
BOL,-0.24160706,2019-12-16,2019,12
BIH,0.010624883,2019-12-16,2019,12
BWA,-0.9385897,2019-12-16,2019,12
BRA,-0.6541879,2019-12-16,2019,12
BRN,1.4511627,2019-12-16,2019,12
BGR,-1.3942481,2019-12-16,2019,12
BFA,1.3917762,2019-12-16,2019,12
BDI,2.544403,2019-12-16,2019,12
CPV,-0.16630538,2019-12-16,2019,12
KHM,-1.6047968,2019-12-16,2019,12
CMR,0.6276067,2019-12-16,2019,12
CAN,-0.09014911,2019-12-16,2019,12
CAF,0.31724104,2019-12-16,2019,12
TCD,-0.47642985,2019-12-16,2019,12
CHL,-0.5163856,2019-12-16,2019,12
CHN,-0.024114884,2019-12-16,2019,12
COL,-0.24702775,2019-12-16,2019,12
COM,0.7576792,2019-12-16,2019,12
CRI,0.5893394,2019-12-16,2019,12
HRV,0.52382845,2019-12-16,2019,12
CUB,-0.6507269,2019-12-16,2019,12
CYP,0.8468292,2019-12-16,2019,12
CZE,-0.220024,2019-12-16,2019,12
COD,0.39071938,2019-12-16,2019,12
DNK,0.8883022,2019-12-16,2019,12
DJI,0.89603627,2019-12-16,2019,12
DOM,-1.0337721,2019-12-16,2019,12
TLS,-0.46403584,2019-12-16,2019,12
ECU,1.0636756,2019-12-16,2019,12
EGY,-1.4661198,2019-12-16,2019,12
SLV,-1.2075895,2019-12-16,2019,12
GNQ,0.7815807,2019-12-16,2019,12
ERI,0.84730464,2019-12-16,2019,12
EST,1.4889331,2019-12-16,2019,12
ETH,1.3552772,2019-12-16,2019,12
FLK,0.19150081,2019-12-16,2019,12
FRO,-0.11282946,2019-12-16,2019,12
FJI,-0.2115098,2019-12-16,2019,12
FIN,1.422516,2019-12-16,2019,12
FRA,1.2666914,2019-12-16,2019,12
PYF,-1.1650184,2019-12-16,2019,12
ATF,2.6642299,2019-12-16,2019,12
GAB,1.5581083,2019-12-16,2019,12
GMB,0.15609762,2019-12-16,2019,12
GEO,-1.8165516,2019-12-16,2019,12
DEU,-0.17251655,2019-12-16,2019,12
GHA,1.4978577,2019-12-16,2019,12
GRC,0.5923225,2019-12-16,2019,12
GRL,0.29239166,2019-12-16,2019,12
GTM,-0.2357991,2019-12-16,2019,12
GIN,-0.33435318,2019-12-16,2019,12
GNB,-0.27965242,2019-12-16,2019,12
GUY,0.84902734,2019-12-16,2019,12
HTI,-0.84239703,2019-12-16,2019,12
HND,-1.2062205,2019-12-16,2019,12
HUN,-0.07492202,2019-12-16,2019,12
ISL,-0.61392087,2019-12-16,2019,12
IND,0.9561724,2019-12-16,2019,12
IDN,-0.75678766,2019-12-16,2019,12
IRN,-0.32032198,2019-12-16,2019,12
IRQ,-0.6809813,2019-12-16,2019,12
IRL,0.7498762,2019-12-16,2019,12
ISR,-0.6582606,2019-12-16,2019,12
ITA,0.96725297,2019-12-16,2019,12
CIV,0.33500466,2019-12-16,2019,12
JAM,-1.5605586,2019-12-16,2019,12
JPN,0.117024705,2019-12-16,2019,12
JOR,-0.8464324,2019-12-16,2019,12
KAZ,-0.77531505,2019-12-16,2019,12
KEN,2.113274,2019-12-16,2019,12
XKX,-0.33156535,2019-12-16,2019,12
KWT,0.0853973,2019-12-16,2019,12
KGZ,-0.3580901,2019-12-16,2019,12
LAO,-1.6446906,2019-12-16,2019,12
LVA,0.976034,2019-12-16,2019,12
LBN,0.17490359,2019-12-16,2019,12
LSO,-1.4599657,2019-12-16,2019,12
LBR,-0.3598472,2019-12-16,2019,12
LBY,-0.95177716,2019-12-16,2019,12
LTU,-0.18424594,2019-12-16,2019,12
LUX,0.46322197,2019-12-16,2019,12
MDG,0.33887467,2019-12-16,2019,12
MWI,1.1408901,2019-12-16,2019,12
MYS,-0.038995925,2019-12-16,2019,12
MLI,-0.26936617,2019-12-16,2019,12
MRT,-0.67864776,2019-12-16,2019,12
MUS,-0.03252464,2019-12-16,2019,12
MEX,0.5498388,2019-12-16,2019,12
MDA,-1.3622684,2019-12-16,2019,12
MNG,-0.29999208,2019-12-16,2019,12
MNE,0.20940821,2019-12-16,2019,12
MAR,-0.62036705,2019-12-16,2019,12
MOZ,0.15396485,2019-12-16,2019,12
MMR,-0.19222993,2019-12-16,2019,12
NAM,-0.36528426,2019-12-16,2019,12
NPL,0.8313877,2019-12-16,2019,12
NLD,0.3373264,2019-12-16,2019,12
NCL,-1.4415312,2019-12-16,2019,12
NZL,0.34820864,2019-12-16,2019,12
NIC,-0.92232734,2019-12-16,2019,12
NER,0.2432324,2019-12-16,2019,12
NGA,1.5564977,2019-12-16,2019,12
PRK,-0.27288815,2019-12-16,2019,12
MKD,0.13716216,2019-12-16,2019,12
NOR,0.24582478,2019-12-16,2019,12
OMN,-0.6950905,2019-12-16,2019,12
PAK,0.90444654,2019-12-16,2019,12
PSE,-0.46851602,2019-12-16,2019,12
PAN,0.14780216,2019-12-16,2019,12
PNG,0.16531709,2019-12-16,2019,12
PRY,-0.45841056,2019-12-16,2019,12
PER,0.23729648,2019-12-16,2019,12
PHL,-0.020547412,2019-12-16,2019,12
POL,-0.684917,2019-12-16,2019,12
PRT,0.23424082,2019-12-16,2019,12
PRI,-0.5364108,2019-12-16,2019,12
QAT,0.74495524,2019-12-16,2019,12
SRB,-0.9508375,2019-12-16,2019,12
COG,1.7912624,2019-12-16,2019,12
ROU,-1.3353281,2019-12-16,2019,12
RUS,0.56725556,2019-12-16,2019,12
RWA,2.4270616,2019-12-16,2019,12
VCT,-0.010010014,2019-12-16,2019,12
WSM,-0.082550734,2019-12-16,2019,12
SAU,-0.4335823,2019-12-16,2019,12
SEN,0.66816515,2019-12-16,2019,12
SIA,0.44965428,2019-12-16,2019,12
SLE,-0.4070042,2019-12-16,2019,12
SVK,0.3004576,2019-12-16,2019,12
SVN,0.9870616,2019-12-16,2019,12
SLB,0.046396106,2019-12-16,2019,12
SOM,0.42322406,2019-12-16,2019,12
SOL,-0.02161835,2019-12-16,2019,12
ZAF,-1.2097515,2019-12-16,2019,12
SGS,0.14177088,2019-12-16,2019,12
KOR,0.734357,2019-12-16,2019,12
SSD,0.701746,2019-12-16,2019,12
ESP,0.50266093,2019-12-16,2019,12
LKA,1.2580338,2019-12-16,2019,12
SDN,0.4165447,2019-12-16,2019,12
SUR,0.2754997,2019-12-16,2019,12
SWE,0.84274364,2019-12-16,2019,12
CHE,0.5858007,2019-12-16,2019,12
SYR,-0.40430057,2019-12-16,2019,12
TWN,-0.89035356,2019-12-16,2019,12
TJK,-0.07728578,2019-12-16,2019,12
THA,-1.5452535,2019-12-16,2019,12
BHS,-0.3161825,2019-12-16,2019,12
TGO,2.0982525,2019-12-16,2019,12
TTO,-1.3896618,2019-12-16,2019,12
TUN,0.057786625,2019-12-16,2019,12
TUR,-1.0614167,2019-12-16,2019,12
TKM,-1.6184199,2019-12-16,2019,12
UGA,1.9746989,2019-12-16,2019,12
UKR,-0.92792004,2019-12-16,2019,12
ARE,0.9842567,2019-12-16,2019,12
GBR,0.8490625,2019-12-16,2019,12
TZA,1.134434,2019-12-16,2019,12
VIR,-0.5418912,2019-12-16,2019,12
USA,0.92101866,2019-12-16,2019,12
URY,0.89844406,2019-12-16,2019,12
UZB,-1.4120935,2019-12-16,2019,12
VUT,0.028981788,2019-12-16,2019,12
VEN,-0.111671634,2019-12-16,2019,12
VNM,-1.0373707,2019-12-16,2019,12
ESH,-0.5749534,2019-12-16,2019,12
YEM,-1.3678614,2019-12-16,2019,12
ZMB,-0.29764578,2019-12-16,2019,12
ZWE,-0.70013994,2019-12-16,2019,12
SWZ,-0.35397857,2019-12-16,2019,12
AFG,1.1333348,2020-01-16,2020,1
ALA,1.0987445,2020-01-16,2020,1
ALB,0.53428847,2020-01-16,2020,1
DZA,-1.0036061,2020-01-16,2020,1
AGO,0.0016043858,2020-01-16,2020,1
ARG,-0.29700398,2020-01-16,2020,1
ARM,-1.505974,2020-01-16,2020,1
AUS,-0.9454541,2020-01-16,2020,1
AUT,0.11922268,2020-01-16,2020,1
AZE,-1.4079818,2020-01-16,2020,1
BGD,1.2163575,2020-01-16,2020,1
BLR,-0.03505723,2020-01-16,2020,1
BEL,-0.3040842,2020-01-16,2020,1
BLZ,-0.43278265,2020-01-16,2020,1
BEN,-0.8385712,2020-01-16,2020,1
BTN,0.453897,2020-01-16,2020,1
BOL,-0.2861173,2020-01-16,2020,1
BIH,0.29275426,2020-01-16,2020,1
BWA,-0.31877187,2020-01-16,2020,1
BRA,-0.3765122,2020-01-16,2020,1
BRN,0.44425526,2020-01-16,2020,1
BGR,-1.911904,2020-01-16,2020,1
BFA,-1.8163042,2020-01-16,2020,1
BDI,2.4275675,2020-01-16,2020,1
CPV,-0.81608015,2020-01-16,2020,1
KHM,-1.067267,2020-01-16,2020,1
CMR,-0.06646774,2020-01-16,2020,1
CAN,-0.051876172,2020-01-16,2020,1
CAF,-0.4766469,2020-01-16,2020,1
TCD,-0.25441435,2020-01-16,2020,1
CHL,-0.20411637,2020-01-16,2020,1
CHN,0.18167044,2020-01-16,2020,1
COL,-0.4519869,2020-01-16,2020,1
COM,0.7130815,2020-01-16,2020,1
CRI,0.8073354,2020-01-16,2020,1
HRV,0.6809117,2020-01-16,2020,1
CUB,-0.45747367,2020-01-16,2020,1
CYP,1.4031801,2020-01-16,2020,1
CZE,-0.676025,2020-01-16,2020,1
COD,0.21900463,2020-01-16,2020,1
DNK,0.52778417,2020-01-16,2020,1
DJI,0.9907541,2020-01-16,2020,1
DOM,-1.2339826,2020-01-16,2020,1
TLS,-1.5478482,2020-01-16,2020,1
ECU,1.3488172,2020-01-16,2020,1
EGY,-1.1675683,2020-01-16,2020,1
SLV,-0.7804508,2020-01-16,2020,1
GNQ,0.1744906,2020-01-16,2020,1
ERI,0.4172798,2020-01-16,2020,1
EST,0.91480154,2020-01-16,2020,1
ETH,1.1531829,2020-01-16,2020,1
FLK,-0.20246169,2020-01-16,2020,1
FRO,0.13411306,2020-01-16,2020,1
FJI,-1.2389545,2020-01-16,2020,1
FIN,1.6622125,2020-01-16,2020,1
FRA,0.6831508,2020-01-16,2020,1
PYF,-1.0472442,2020-01-16,2020,1
ATF,2.4025517,2020-01-16,2020,1
GAB,0.39805046,2020-01-16,2020,1
GMB,-2.4511895,2020-01-16,2020,1
GEO,-1.3219155,2020-01-16,2020,1
DEU,-1.1461998,2020-01-16,2020,1
GHA,-0.71723646,2020-01-16,2020,1
GRC,0.18951303,2020-01-16,2020,1
GRL,0.68449545,2020-01-16,2020,1
GTM,-0.87292606,2020-01-16,2020,1
GIN,-0.580362,2020-01-16,2020,1
GNB,-1.4796455,2020-01-16,2020,1
GUY,0.07814433,2020-01-16,2020,1
HTI,-0.6644554,2020-01-16,2020,1
HND,-0.6238081,2020-01-16,2020,1
HUN,0.3086193,2020-01-16,2020,1
ISL,-0.098186865,2020-01-16,2020,1
IND,0.8526716,2020-01-16,2020,1
IDN,-1.1676648,2020-01-16,2020,1
IRN,0.09229533,2020-01-16,2020,1
IRQ,-0.6054901,2020-01-16,2020,1
IRL,0.28893936,2020-01-16,2020,1
ISR,0.20312545,2020-01-16,2020,1
ITA,0.7312221,2020-01-16,2020,1
CIV,-0.8052207,2020-01-16,2020,1
JAM,-1.6053834,2020-01-16,2020,1
JPN,-0.55915004,2020-01-16,2020,1
JOR,-0.26694098,2020-01-16,2020,1
KAZ,0.07291503,2020-01-16,2020,1
KEN,1.8379503,2020-01-16,2020,1
XKX,-0.2874104,2020-01-16,2020,1
KWT,-0.38483897,2020-01-16,2020,1
KGZ,0.019589305,2020-01-16,2020,1
LAO,-0.89070266,2020-01-16,2020,1
LVA,0.4856528,2020-01-16,2020,1
LBN,1.1923124,2020-01-16,2020,1
LSO,-0.26484776,2020-01-16,2020,1
LBR,-0.30529132,2020-01-16,2020,1
LBY,-0.5683552,2020-01-16,2020,1
LTU,-0.046766628,2020-01-16,2020,1
LUX,-0.5220498,2020-01-16,2020,1
MDG,0.5018359,2020-01-16,2020,1
MWI,1.0551475,2020-01-16,2020,1
MYS,-0.7332238,2020-01-16,2020,1
MLI,-1.072462,2020-01-16,2020,1
MRT,-1.2744912,2020-01-16,2020,1
MUS,0.016686097,2020-01-16,2020,1
MEX,0.15419506,2020-01-16,2020,1
MDA,-1.9454628,2020-01-16,2020,1
MNG,-0.09825086,2020-01-16,2020,1
MNE,0.35354802,2020-01-16,2020,1
MAR,-0.69382155,2020-01-16,2020,1
MOZ,0.4966647,2020-01-16,2020,1
MMR,0.11262183,2020-01-16,2020,1
NAM,-0.06728744,2020-01-16,2020,1
NPL,1.1217242,2020-01-16,2020,1
NLD,-0.4116133,2020-01-16,2020,1
NCL,-1.5056208,2020-01-16,2020,1
NZL,-0.39181316,2020-01-16,2020,1
NIC,-0.6510382,2020-01-16,2020,1
NER,-0.08641392,2020-01-16,2020,1
NGA,0.05990935,2020-01-16,2020,1
PRK,1.0920159,2020-01-16,2020,1
MKD,-0.01042873,2020-01-16,2020,1
NOR,0.8406047,2020-01-16,2020,1
OMN,0.13302952,2020-01-16,2020,1
PAK,1.5622228,2020-01-16,2020,1
PSE,0.32607663,2020-01-16,2020,1
PAN,0.1660236,2020-01-16,2020,1
PNG,-0.12958437,2020-01-16,2020,1
PRY,0.21605943,2020-01-16,2020,1
PER,0.2825487,2020-01-16,2020,1
PHL,0.36446244,2020-01-16,2020,1
POL,-0.59881705,2020-01-16,2020,1
PRT,0.29422453,2020-01-16,2020,1
PRI,0.29077902,2020-01-16,2020,1
QAT,1.0305947,2020-01-16,2020,1
SRB,-0.69434303,2020-01-16,2020,1
COG,0.36604583,2020-01-16,2020,1
ROU,-1.6332939,2020-01-16,2020,1
RUS,0.5826278,2020-01-16,2020,1
RWA,2.1071281,2020-01-16,2020,1
VCT,-0.37040737,2020-01-16,2020,1
WSM,0.71734995,2020-01-16,2020,1
SAU,-0.5900656,2020-01-16,2020,1
SEN,-2.477035,2020-01-16,2020,1
SIA,0.560147,2020-01-16,2020,1
SLE,-0.27383408,2020-01-16,2020,1
SVK,0.5317784,2020-01-16,2020,1
SVN,1.1329309,2020-01-16,2020,1
SLB,0.067059614,2020-01-16,2020,1
SOM,0.31058046,2020-01-16,2020,1
SOL,-0.0018771784,2020-01-16,2020,1
ZAF,-0.47464502,2020-01-16,2020,1
SGS,-0.60991323,2020-01-16,2020,1
KOR,1.4234933,2020-01-16,2020,1
SSD,0.3912362,2020-01-16,2020,1
ESP,0.7822806,2020-01-16,2020,1
LKA,0.33470532,2020-01-16,2020,1
SDN,-0.016747348,2020-01-16,2020,1
SUR,-0.9713013,2020-01-16,2020,1
SWE,1.0801959,2020-01-16,2020,1
CHE,-0.40771714,2020-01-16,2020,1
SYR,-0.11345985,2020-01-16,2020,1
TWN,-0.7280479,2020-01-16,2020,1
TJK,0.126048,2020-01-16,2020,1
THA,-1.3428662,2020-01-16,2020,1
BHS,0.20058048,2020-01-16,2020,1
TGO,-0.7439007,2020-01-16,2020,1
TTO,-0.8512106,2020-01-16,2020,1
TUN,-0.96460825,2020-01-16,2020,1
TUR,-0.7145988,2020-01-16,2020,1
TKM,-0.8089868,2020-01-16,2020,1
UGA,1.5969982,2020-01-16,2020,1
UKR,-1.2340775,2020-01-16,2020,1
ARE,1.3175783,2020-01-16,2020,1
GBR,0.40561172,2020-01-16,2020,1
TZA,1.452435,2020-01-16,2020,1
VIR,0.45211622,2020-01-16,2020,1
USA,0.4525103,2020-01-16,2020,1
URY,-0.39491406,2020-01-16,2020,1
UZB,-0.8046552,2020-01-16,2020,1
VUT,0.0034823157,2020-01-16,2020,1
VEN,-0.4556239,2020-01-16,2020,1
VNM,-0.44512862,2020-01-16,2020,1
ESH,-0.80977446,2020-01-16,2020,1
YEM,-1.3092909,2020-01-16,2020,1
ZMB,-0.15794446,2020-01-16,2020,1
ZWE,-0.2274784,2020-01-16,2020,1
SWZ,0.027295697,2020-01-16,2020,1
AFG,0.30502698,2020-02-15,2020,2
ALA,1.2926008,2020-02-15,2020,2
ALB,-1.2812489,2020-02-15,2020,2
DZA,-1.3337073,2020-02-15,2020,2
AGO,0.05878786,2020-02-15,2020,2
ARG,-0.2529108,2020-02-15,2020,2
ARM,-0.32428598,2020-02-15,2020,2
AUS,-0.25575453,2020-02-15,2020,2
AUT,-0.067989506,2020-02-15,2020,2
AZE,-1.0865377,2020-02-15,2020,2
BGD,0.975489,2020-02-15,2020,2
BLR,0.18521123,2020-02-15,2020,2
BEL,0.84527695,2020-02-15,2020,2
BLZ,-0.45756283,2020-02-15,2020,2
BEN,-1.6455805,2020-02-15,2020,2
BTN,0.39716706,2020-02-15,2020,2
BOL,-0.09361288,2020-02-15,2020,2
BIH,-1.1400803,2020-02-15,2020,2
BWA,0.10594056,2020-02-15,2020,2
BRA,-0.20978954,2020-02-15,2020,2
BRN,-0.3146246,2020-02-15,2020,2
BGR,-1.5958632,2020-02-15,2020,2
BFA,-1.4470264,2020-02-15,2020,2
BDI,2.351384,2020-02-15,2020,2
CPV,-2.3080063,2020-02-15,2020,2
KHM,-1.0246071,2020-02-15,2020,2
CMR,-0.7535217,2020-02-15,2020,2
CAN,0.017269233,2020-02-15,2020,2
CAF,-0.3843291,2020-02-15,2020,2
TCD,0.10784664,2020-02-15,2020,2
CHL,-0.14436883,2020-02-15,2020,2
CHN,0.15196964,2020-02-15,2020,2
COL,-0.7700092,2020-02-15,2020,2
COM,0.6410207,2020-02-15,2020,2
CRI,0.23740636,2020-02-15,2020,2
HRV,-1.0062041,2020-02-15,2020,2
CUB,-0.5823932,2020-02-15,2020,2
CYP,1.7050326,2020-02-15,2020,2
CZE,-0.398129,2020-02-15,2020,2
COD,0.26918554,2020-02-15,2020,2
DNK,0.8040314,2020-02-15,2020,2
DJI,0.23317136,2020-02-15,2020,2
DOM,-0.71541035,2020-02-15,2020,2
TLS,-2.143844,2020-02-15,2020,2
ECU,0.25799647,2020-02-15,2020,2
EGY,-0.24657363,2020-02-15,2020,2
SLV,-0.9288133,2020-02-15,2020,2
GNQ,-0.6529166,2020-02-15,2020,2
ERI,0.31483617,2020-02-15,2020,2
EST,1.4946704,2020-02-15,2020,2
ETH,0.4368727,2020-02-15,2020,2
FLK,-0.5388686,2020-02-15,2020,2
FRO,0.3021581,2020-02-15,2020,2
FJI,-1.5313259,2020-02-15,2020,2
FIN,1.9146345,2020-02-15,2020,2
FRA,0.04235787,2020-02-15,2020,2
PYF,0.2853175,2020-02-15,2020,2
ATF,1.1226091,2020-02-15,2020,2
GAB,0.31549317,2020-02-15,2020,2
GMB,-2.480483,2020-02-15,2020,2
GEO,-0.5081795,2020-02-15,2020,2
DEU,0.32123032,2020-02-15,2020,2
GHA,-1.8510616,2020-02-15,2020,2
GRC,-0.9777361,2020-02-15,2020,2
GRL,0.7918768,2020-02-15,2020,2
GTM,-0.62926275,2020-02-15,2020,2
GIN,-1.8715808,2020-02-15,2020,2
GNB,-2.4415827,2020-02-15,2020,2
GUY,-1.0395031,2020-02-15,2020,2
HTI,-1.004677,2020-02-15,2020,2
HND,-0.34066275,2020-02-15,2020,2
HUN,-0.5952938,2020-02-15,2020,2
ISL,0.8765982,2020-02-15,2020,2
IND,0.6121015,2020-02-15,2020,2
IDN,-0.6305763,2020-02-15,2020,2
IRN,-0.10241361,2020-02-15,2020,2
IRQ,-0.51581705,2020-02-15,2020,2
IRL,1.1424202,2020-02-15,2020,2
ISR,1.0285568,2020-02-15,2020,2
ITA,-1.2765976,2020-02-15,2020,2
CIV,-1.2777194,2020-02-15,2020,2
JAM,-0.98737913,2020-02-15,2020,2
JPN,-0.06926369,2020-02-15,2020,2
JOR,0.47095606,2020-02-15,2020,2
KAZ,0.24431,2020-02-15,2020,2
KEN,1.7366668,2020-02-15,2020,2
XKX,-1.4342631,2020-02-15,2020,2
KWT,-0.911803,2020-02-15,2020,2
KGZ,0.7222562,2020-02-15,2020,2
LAO,-0.7930579,2020-02-15,2020,2
LVA,1.0966562,2020-02-15,2020,2
LBN,1.4310071,2020-02-15,2020,2
LSO,0.67121166,2020-02-15,2020,2
LBR,-0.23868293,2020-02-15,2020,2
LBY,-0.34039414,2020-02-15,2020,2
LTU,0.58154505,2020-02-15,2020,2
LUX,0.83134425,2020-02-15,2020,2
MDG,-0.015196035,2020-02-15,2020,2
MWI,0.44368598,2020-02-15,2020,2
MYS,-0.7441084,2020-02-15,2020,2
MLI,-1.0214431,2020-02-15,2020,2
MRT,-1.6384047,2020-02-15,2020,2
MUS,-0.033409823,2020-02-15,2020,2
MEX,-0.20271236,2020-02-15,2020,2
MDA,-1.5659628,2020-02-15,2020,2
MNG,-0.25980678,2020-02-15,2020,2
MNE,-1.3261708,2020-02-15,2020,2
MAR,-1.2565289,2020-02-15,2020,2
MOZ,0.21505587,2020-02-15,2020,2
MMR,-0.3812065,2020-02-15,2020,2
NAM,0.19786118,2020-02-15,2020,2
NPL,0.70005476,2020-02-15,2020,2
NLD,0.7939153,2020-02-15,2020,2
NCL,-0.68138367,2020-02-15,2020,2
NZL,-0.31105453,2020-02-15,2020,2
NIC,-0.39273775,2020-02-15,2020,2
NER,0.03670506,2020-02-15,2020,2
NGA,-0.24298139,2020-02-15,2020,2
PRK,1.6601146,2020-02-15,2020,2
MKD,-1.2773299,2020-02-15,2020,2
NOR,1.1613184,2020-02-15,2020,2
OMN,-0.8119082,2020-02-15,2020,2
PAK,0.53382134,2020-02-15,2020,2
PSE,0.78346366,2020-02-15,2020,2
PAN,-0.53823054,2020-02-15,2020,2
PNG,-0.22270828,2020-02-15,2020,2
PRY,-0.14997172,2020-02-15,2020,2
PER,0.23515554,2020-02-15,2020,2
PHL,0.24048129,2020-02-15,2020,2
POL,0.17063189,2020-02-15,2020,2
PRT,-0.4697814,2020-02-15,2020,2
PRI,0.9167748,2020-02-15,2020,2
QAT,-0.40287638,2020-02-15,2020,2
SRB,-1.2539322,2020-02-15,2020,2
COG,0.39038342,2020-02-15,2020,2
ROU,-1.2705327,2020-02-15,2020,2
RUS,0.72879434,2020-02-15,2020,2
RWA,2.0833578,2020-02-15,2020,2
VCT,-0.19840911,2020-02-15,2020,2
WSM,1.9806663,2020-02-15,2020,2
SAU,-0.95828795,2020-02-15,2020,2
SEN,-2.4621503,2020-02-15,2020,2
SIA,-0.1314903,2020-02-15,2020,2
SLE,-1.217213,2020-02-15,2020,2
SVK,-0.12258755,2020-02-15,2020,2
SVN,-0.8215141,2020-02-15,2020,2
SLB,0.03802035,2020-02-15,2020,2
SOM,0.098237775,2020-02-15,2020,2
SOL,-0.21563691,2020-02-15,2020,2
ZAF,0.3821846,2020-02-15,2020,2
SGS,-0.098072655,2020-02-15,2020,2
KOR,1.7918565,2020-02-15,2020,2
SSD,0.7563452,2020-02-15,2020,2
ESP,-0.11292827,2020-02-15,2020,2
