iso_o,iso_d,distw
COG,GBR,6473.513
COG,GEO,5940.182
COG,GHA,2028.445
COG,GIB,4918.473
COG,GIN,3360.368
COG,GLP,8624.293
COG,GMB,3894.785
COG,GNB,3732.585
COG,GNQ,942.9568
COG,GRC,4824.955
COG,GRD,8577.13
COG,GRL,9353.076
COG,GTM,11725.03
COG,GUF,7512.893
COG,GUY,8110.165
COG,HKG,11218.59
COG,HND,11387.93
COG,HRV,5501.645
COG,HTI,9800.172
COG,HUN,5747.929
COG,IDN,10434.35
COG,IND,7450.381
COG,IRL,6666.032
COG,IRN,5837.321
COG,IRQ,5282.698
COG,ISL,8159.732
COG,ISR,4584.227
COG,ITA,5216.103
COG,JAM,10278.71
COG,JOR,4627.293
COG,JPN,13260.69
COG,KAZ,8065.742
COG,KEN,2578.123
COG,KGZ,7937.666
COG,KHM,10161.87
COG,KIR,17745.06
COG,KNA,8666.348
COG,KOR,12362.86
COG,KWT,5183.618
COG,LAO,10108.74
COG,LBN,4788.137
COG,LBR,2959.093
COG,LBY,4052.474
COG,LCA,8527.256
COG,LKA,7445.48
COG,LSO,3161.221
COG,LTU,6660.837
COG,LUX,6027.52
COG,LVA,6843.268
COG,MAC,
COG,MAR,4740.031
COG,MDA,5878.812
COG,MDG,4005.822
COG,MDV,6643.391
COG,MEX,12802.22
COG,MHL,17328.53
COG,MKD,5160.037
COG,MLI,3049.976
COG,MLT,4453.186
COG,MMR,9323.812
COG,MNG,10474.47
COG,MNP,14591.47
COG,MOZ,3002.515
COG,MRT,4039.303
COG,MSR,
COG,MTQ,8541.187
COG,MUS,5031.469
COG,MWI,2512.907
COG,MYS,10035.22
COG,NAM,2032.987
COG,NCL,15840.97
COG,NER,2293.276
COG,NFK,15409.43
COG,NGA,1687.824
COG,NIC,11235.24
COG,NIU,17415.61
COG,NLD,6313.511
COG,NOR,7202.962
COG,NPL,8342.464
COG,NRU,16959.96
COG,NZL,14778.58
COG,OMN,5589.512
COG,PAK,7073.973
COG,PAL,4539.42
COG,PAN,10555.23
COG,PCN,
COG,PER,10005.61
COG,PHL,12026.55
COG,PLW,13423.06
COG,PNG,14645.18
COG,POL,6242.482
COG,PRI,9148.318
COG,PRK,12217.95
COG,PRT,5387.546
COG,PRY,7924.386
COG,PYF,17038.26
COG,QAT,5191.828
COG,REU,4851.884
COG,ROM,5635.812
COG,RUS,7497.095
COG,RWA,1774.162
COG,SAU,4446.61
COG,SDN,2902.66
COG,SEN,4011.152
COG,SGP,9996.217
COG,SHN,2930.464
COG,SLB,15938.32
COG,SLE,3285.705
COG,SLV,11557.85
COG,SMR,5350.458
COG,SOM,3546.139
COG,SPM,8879.558
COG,STP,981.8855
COG,SUR,7766.953
COG,SVK,5887.543
COG,SVN,5594.932
COG,SWE,7007.023
COG,SWZ,3098.201
COG,SYC,4588.833
COG,SYR,4977.774
COG,TCA,9704.44
COG,TCD,1740.389
COG,TGO,1923.024
COG,THA,9747.272
COG,TJK,7387.562
COG,TKL,18413.27
COG,TKM,6655.805
COG,TMP,12301.42
COG,TON,17083.76
COG,TTO,8524.977
COG,TUN,4477.336
COG,TUR,5201.062
COG,TUV,17832.62
COG,TWN,11914.94
COG,TZA,2542.609
COG,UGA,2109.668
COG,UKR,6174.068
COG,URY,7959.664
COG,USA,11790.12
COG,UZB,7426.14
COG,VCT,8541.086
COG,VEN,9211.124
COG,VGB,8976.49
COG,VNM,10414.51
COG,VUT,16313.86
COG,WLF,17784.25
COG,WSM,17926.5
COG,YEM,3937.402
COG,YUG,5400.049
COG,ZAF,3120.011
COG,ZAR,744.2576
COG,ZMB,1941.069
COG,ZWE,2403.4
COK,ABW,10477.74
COK,AFG,15114.23
COK,AGO,16549.56
COK,AIA,11386.74
COK,ALB,17764.54
COK,AND,17043.52
COK,ANT,10684.87
COK,ARE,16424.12
COK,ARG,9567.484
COK,ARM,16869.44
COK,ATG,11468.49
COK,AUS,5576.462
COK,AUT,16973.13
COK,AZE,16558.03
COK,BDI,17161.18
COK,BEL,16404.16
COK,BEN,17599.85
COK,BFA,17443.27
COK,BGD,12873.92
COK,BGR,17545.79
COK,BHR,16886.99
COK,BHS,10255.13
COK,BIH,17416.7
COK,BLR,16320.66
COK,BLZ,8862.889
COK,BMU,11683.37
COK,BOL,9717.551
COK,BRA,11681.84
COK,BRB,11562.03
COK,BRN,9753.712
COK,BTN,13009.76
COK,BWA,15077.03
COK,CAF,18250.47
COK,CAN,10492.51
COK,CCK,
COK,CHE,16896.91
COK,CHL,8653.251
COK,CHN,10774.77
COK,CIV,16872.78
COK,CMR,18110.12
COK,COG,17178.49
COK,COK,137.5258
COK,COL,9717.001
COK,COM,15583.29
COK,CPV,15321.56
COK,CRI,8939.541
COK,CUB,9902.382
COK,CXR,
COK,CYM,9625.6
COK,CYP,17999.87
COK,CZE,16759.79
COK,DEU,16502.69
COK,DJI,17382.13
COK,DMA,11461.12
COK,DNK,16064.43
COK,DOM,10705.27
COK,DZA,17654.68
COK,ECU,8948.91
COK,EGY,18524.17
COK,ERI,17907.45
COK,ESH,16535.82
COK,ESP,16943.13
COK,EST,15745.76
COK,ETH,17655.01
COK,FIN,15521.93
COK,FJI,2348.962
COK,FLK,9001.073
COK,FRA,16745.15
COK,FRO,14992.61
COK,FSM,6053.982
COK,GAB,17448.07
COK,GBR,16036.86
COK,GEO,16805.96
COK,GHA,17250.63
COK,GIB,17008.34
COK,GIN,16284.43
COK,GLP,11471.71
COK,GMB,16052.94
COK,GNB,16088.68
COK,GNQ,17693.08
COK,GRC,18051.54
COK,GRD,11313.21
COK,GRL,12961.35
COK,GTM,8511.306
COK,GUF,11966.34
COK,GUY,11479.06
COK,HKG,10509.28
COK,HND,8831.554
COK,HRV,17279.61
COK,HTI,10474.59
COK,HUN,17074.87
COK,IDN,10032.04
COK,IND,14159.78
COK,IRL,15750.2
COK,IRN,16589.67
COK,IRQ,17227.71
COK,ISL,14296.04
COK,ISR,18112.48
COK,ITA,17470.03
COK,JAM,9996.408
COK,JOR,18041.87
COK,JPN,9119.056
COK,KAZ,14535.79
COK,KEN,16959.73
COK,KGZ,14494.96
COK,KHM,11066.99
COK,KIR,3785.643
COK,KNA,11530.77
COK,KOR,9957.271
COK,KWT,17087.97
COK,LAO,11378.24
COK,LBN,17938.82
COK,LBR,16353.04
COK,LBY,18649.57
COK,LCA,11452.03
COK,LKA,13440.83
COK,LSO,14394.45
COK,LTU,16190.82
COK,LUX,16587.29
COK,LVA,16007.86
COK,MAC,
COK,MAR,17000.75
COK,MDA,17004.2
COK,MDG,14685.71
COK,MDV,13987.55
COK,MEX,7945.549
COK,MHL,4586.3
COK,MKD,17695.08
COK,MLI,16986.45
COK,MLT,18256.37
COK,MMR,12137.7
COK,MNG,12046.15
COK,MNP,7182.649
COK,MOZ,15099.33
COK,MRT,16331.6
COK,MSR,
COK,MTQ,11471.02
COK,MUS,13928.31
COK,MWI,15822.47
COK,MYS,10812.66
COK,NAM,15260.56
COK,NCL,3531.338
COK,NER,18231.36
COK,NFK,3376.387
COK,NGA,17901.19
COK,NIC,8838.779
COK,NIU,1105.699
COK,NLD,16308.55
COK,NOR,15529.54
COK,NPL,13511.76
COK,NRU,4275.395
COK,NZL,3233.187
COK,OMN,16191.5
COK,PAK,14892.1
COK,PAL,18150.58
COK,PAN,9297.129
COK,PCN,
COK,PER,8870.699
COK,PHL,9388.31
COK,PLW,7842.741
COK,PNG,5906.21
COK,POL,16578.36
COK,PRI,11073.03
COK,PRK,10173.04
COK,PRT,16539.21
COK,PRY,10235.39
COK,PYF,1141.566
COK,QAT,16806.32
COK,REU,14004.9
COK,ROM,17237.98
COK,RUS,15334.69
COK,RWA,17287.91
COK,SAU,17616.1
COK,SDN,18552.37
COK,SEN,16029.56
COK,SGP,10739.3
COK,SHN,14789.82
COK,SLB,4534.767
COK,SLE,16237.04
COK,SLV,8614.704
COK,SMR,17354.99
COK,SOM,16736.62
COK,SPM,12695.48
COK,STP,17316.79
COK,SUR,11778.13
COK,SVK,16931.02
COK,SVN,17164.06
COK,SWE,15779.9
COK,SWZ,14642.85
COK,SYC,15259.85
COK,SYR,17742.89
COK,TCA,10698.44
COK,TCD,18853.27
COK,TGO,17469.71
COK,THA,11542.08
COK,TJK,14975.39
COK,TKL,1817.296
COK,TKM,15807.11
COK,TMP,8087.422
COK,TON,1613.17
COK,TTO,11279.56
COK,TUN,18078.79
COK,TUR,17643.11
COK,TUV,2758.615
COK,TWN,9937.846
COK,TZA,16526.75
COK,UGA,17430.74
COK,UKR,16701.33
COK,URY,9892.714
COK,USA,9572.153
COK,UZB,15006.85
COK,VCT,11398.48
COK,VEN,10609.59
COK,VGB,11242.78
COK,VNM,10925.92
COK,VUT,3432.413
COK,WLF,1950.6
COK,WSM,1520.254
COK,YEM,17372.84
COK,YUG,17441.5
COK,ZAF,14429.13
COK,ZAR,17080.54
COK,ZMB,16040.61
COK,ZWE,15512.03
COL,ABW,929.5887
COL,AFG,14072.28
COL,AGO,9982.689
COL,AIA,1884.304
COL,ALB,9975.874
COL,AND,8458.034
COL,ANT,1097.861
COL,ARE,13629.92
COL,ARG,4615.471
COL,ARM,12003.47
COL,ATG,1895.163
COL,AUS,14797.21
COL,AUT,9534.363
COL,AZE,12321.69
COL,BDI,11654.01
COL,BEL,8749.023
COL,BEN,8518.797
COL,BFA,7999.639
COL,BGD,16378.22
COL,BGR,10362.73
COL,BHR,13149.67
COL,BHS,2185.913
COL,BIH,9781.696
COL,BLR,10324.29
COL,BLZ,1977.48
COL,BMU,3128.126
COL,BOL,2790.705
COL,BRA,4305.874
COL,BRB,1871.92
COL,BRN,18424.84
COL,BTN,15992.87
COL,BWA,11396.91
COL,CAF,10326.41
COL,CAN,4892.817
COL,CCK,
COL,CHE,8973.783
COL,CHL,4382.326
COL,CHN,15206.83
COL,CIV,7766.13
COL,CMR,9541.938
COL,COG,9951.513
COL,COK,9717.001
COL,COL,354.3975
COL,COM,13253.27
COL,CPV,5651.691
COL,CRI,1157.23
COL,CUB,1889.592
COL,CXR,
COL,CYM,1660.568
COL,CYP,11267.57
COL,CZE,9542.757
COL,DEU,9137.329
COL,DJI,12895.26
COL,DMA,1826.112
COL,DNK,9238.73
COL,DOM,1526.606
COL,DZA,8568.873
COL,ECU,980.4124
COL,EGY,11203.46
COL,ERI,12412.88
COL,ESH,6885.605
COL,ESP,8065.49
COL,EST,10043.19
COL,ETH,12487.17
COL,FIN,9955.144
COL,FJI,12003.64
COL,FLK,6621.333
COL,FRA,8615.276
COL,FRO,8306.475
COL,FSM,14506.63
COL,GAB,9448.68
COL,GBR,8387.692
COL,GEO,11864.65
COL,GHA,8202.636
COL,GIB,7792.863
COL,GIN,6858.264
COL,GLP,1864.452
COL,GMB,6462.692
COL,GNB,6554.065
COL,GNQ,9354.159
COL,GRC,10332.6
COL,GRD,1624.216
COL,GRL,6987.012
COL,GTM,2005.588
COL,GUF,2458.212
COL,GUY,1878.225
COL,HKG,16737.4
COL,HND,1738.357
COL,HRV,9636.439
COL,HTI,1454.402
COL,HUN,9841.173
COL,IDN,19369.97
COL,IND,15639.35
COL,IRL,8031.048
COL,IRN,12828.34
COL,IRQ,12319.13
COL,ISL,7735.626
COL,ISR,11499.15
COL,ITA,9314.873
COL,JAM,1380.375
COL,JOR,11592.6
COL,JPN,14299.63
COL,KAZ,13159.96
COL,KEN,12457.65
COL,KGZ,13827.52
COL,KHM,18046.88
COL,KIR,12316.27
COL,KNA,2277.702
COL,KOR,14747.33
COL,KWT,12783.31
COL,LAO,17367.03
COL,LBN,11501.12
COL,LBR,7138.721
COL,LBY,9740.176
COL,LCA,1782.227
COL,LKA,16873.02
COL,LSO,11550.33
COL,LTU,10028.56
COL,LUX,8861.853
COL,LVA,10016.75
COL,MAC,
COL,MAR,7625.616
COL,MDA,10555.63
COL,MDG,13623.5
COL,MDV,16325.96
COL,MEX,3396.431
COL,MHL,12676.9
COL,MKD,10104.74
COL,MLI,7458.488
COL,MLT,9571.523
COL,MMR,17180.47
COL,MNG,14042.96
COL,MNP,14981.24
COL,MOZ,12313.26
COL,MRT,6649.081
COL,MSR,
COL,MTQ,1814.15
COL,MUS,14647.22
COL,MWI,12250.82
COL,MYS,18832.37
COL,NAM,10463.08
COL,NCL,13237.8
COL,NER,8770.638
COL,NFK,12963.23
COL,NGA,8887.559
COL,NIC,1462.733
COL,NIU,10758.3
COL,NLD,8815.065
COL,NOR,9141.733
COL,NPL,15705.46
COL,NRU,13145.1
COL,NZL,12202.58
COL,OMN,13922.28
COL,PAK,14645.07
COL,PAL,11496.68
COL,PAN,733.5343
COL,PCN,
COL,PER,1945.451
COL,PHL,17186.83
COL,PLW,16447.71
COL,PNG,15383.96
COL,POL,9790.112
COL,PRI,1678.01
COL,PRK,14517.19
COL,PRT,7505.744
COL,PRY,3980.692
COL,PYF,8615.579
COL,QAT,13268.23
COL,REU,14420.53
COL,ROM,10346.22
COL,RUS,11408.96
COL,RWA,11671.93
COL,SAU,12553.23
COL,SDN,11660.8
COL,SEN,6405.803
COL,SGP,19209.43
COL,SHN,7733.071
COL,SLB,13998.76
COL,SLE,6874.536
COL,SLV,1811.078
COL,SMR,9346.788
COL,SOM,13242.8
COL,SPM,4894.368
COL,STP,9076.036
COL,SUR,2285.119
COL,SVK,9804.852
COL,SVN,9515.633
COL,SWE,9491.131
COL,SWZ,11924.8
COL,SYC,14522.52
COL,SYR,11596.89
COL,TCA,1781.713
COL,TCD,10005.52
COL,TGO,8400.528
COL,THA,17783.22
COL,TJK,13823.71
COL,TKL,10849.57
COL,TKM,13168.49
COL,TMP,17734.31
COL,TON,11304.98
COL,TTO,1586.375
COL,TUN,9193.01
COL,TUR,11011.45
COL,TUV,11934.42
COL,TWN,16255.24
COL,TZA,12477.26
COL,UGA,11919.29
COL,UKR,10814.48
COL,URY,4874.805
COL,USA,4251.359
COL,UZB,13617.38
COL,VCT,1717.948
COL,VEN,961.3485
COL,VGB,1795.207
COL,VNM,17780.7
COL,VUT,13093.76
COL,WLF,11386.14
COL,WSM,10924.73
COL,YEM,12957.81
COL,YUG,9990.901
COL,ZAF,11453.58
COL,ZAR,10610.83
COL,ZMB,11597.89
COL,ZWE,11824.82
COM,ABW,12839.0
COM,AFG,5802.082
COM,AGO,3281.956
COM,AIA,12179.98
COM,ALB,6393.71
COM,AND,7425.88
COM,ANT,12640.2
COM,ARE,4297.07
COM,ARG,10586.84
COM,ARM,5806.193
COM,ATG,12039.8
COM,AUS,10326.63
COM,AUT,7231.793
COM,AZE,5845.249
COM,BDI,1822.22
COM,BEL,7956.872
COM,BEN,5078.886
COM,BFA,5734.288
COM,BGD,6438.375
COM,BGR,6378.128
COM,BHR,4304.685
COM,BHS,13701.27
COM,BIH,6765.319
COM,BLR,7441.698
COM,BLZ,14857.52
COM,BMU,12443.61
COM,BOL,11634.56
COM,BRA,9483.201
COM,BRB,11734.94
COM,BRN,8069.259
COM,BTN,6618.321
COM,BWA,2260.215
COM,CAF,3368.953
COM,CAN,13914.52
COM,CCK,
COM,CHE,7469.631
COM,CHL,11487.37
COM,CHN,9333.086
COM,CIV,5715.11
COM,CMR,4096.154
COM,COG,3373.198
COM,COK,15583.29
COM,COL,13253.27
COM,COM,85.04581
COM,CPV,8070.662
COM,CRI,14339.81
COM,CUB,13937.81
COM,CXR,
COM,CYM,14111.94
COM,CYP,5333.668
COM,CZE,7409.864
COM,DEU,7764.539
COM,DJI,2611.138
COM,DMA,11959.92
COM,DNK,8112.267
COM,DOM,12923.67
COM,DZA,6812.375
COM,ECU,13569.2
COM,EGY,4862.126
COM,ERI,3040.25
COM,ESH,7513.335
COM,ESP,7516.487
COM,EST,8070.758
COM,ETH,2426.838
COM,FIN,8303.059
COM,FJI,14042.73
COM,FLK,9751.35
COM,FRA,7678.138
COM,FRO,9315.989
COM,FSM,12278.08
COM,GAB,3949.752
COM,GBR,8360.622
COM,GEO,5994.307
COM,GHA,5318.756
COM,GIB,7418.157
COM,GIN,6692.049
COM,GLP,11993.38
COM,GMB,7202.09
COM,GNB,7054.918
COM,GNQ,4125.593
COM,GRC,5975.212
COM,GRD,11941.49
COM,GRL,11424.33
COM,GTM,15090.86
COM,GUF,10840.46
COM,GUY,11444.41
COM,HKG,8570.801
COM,HND,14754.71
COM,HRV,6936.629
COM,HTI,13167.26
COM,HUN,7026.153
COM,IDN,7142.515
COM,IND,5268.091
COM,IRL,8681.026
COM,IRN,5259.756
COM,IRQ,5051.021
COM,ISL,10066.54
COM,ISR,4978.603
COM,ITA,6882.044
COM,JAM,13647.84
COM,JOR,4949.619
COM,JPN,11124.41
COM,KAZ,7263.795
COM,KEN,1387.213
COM,KGZ,6781.944
COM,KHM,7230.428
COM,KIR,14440.63
COM,KNA,11852.93
COM,KOR,10261.44
COM,KWT,4604.354
COM,LAO,7378.301
COM,LBN,5164.954
COM,LBR,6314.437
COM,LBY,5730.74
COM,LCA,11896.01
COM,LKA,4576.583
COM,LSO,2559.269
COM,LTU,7694.156
COM,LUX,7768.871
COM,LVA,7856.597
COM,MAC,
COM,MAR,7360.944
COM,MDA,6732.157
COM,MDG,932.6896
COM,MDV,3713.544
COM,MEX,16115.87
COM,MHL,14129.34
COM,MKD,6390.03
COM,MLI,6271.423
COM,MLT,6142.109
COM,MMR,6665.649
COM,MNG,9024.946
COM,MNP,11628.49
COM,MOZ,1385.225
COM,MRT,7249.636
COM,MSR,
COM,MTQ,11910.55
COM,MUS,1743.619
COM,MWI,1060.007
COM,MYS,6896.594
COM,NAM,3049.611
COM,NCL,12725.43
COM,NER,5160.813
COM,NFK,12521.34
COM,NGA,4767.278
COM,NIC,14589.85
COM,NIU,14990.88
COM,NLD,8024.926
COM,NOR,8607.05
COM,NPL,6243.214
COM,NRU,13608.42
COM,NZL,12377.76
COM,OMN,4166.803
COM,PAK,5409.529
COM,PAL,4939.264
COM,PAN,13885.96
COM,PCN,
COM,PER,12945.93
COM,PHL,9061.128
COM,PLW,10270.4
COM,PNG,11282.95
COM,POL,7466.532
COM,PRI,12514.87
COM,PRK,10252.06
COM,PRT,7897.725
COM,PRY,10501.86
COM,PYF,16448.54
COM,QAT,4225.791
COM,REU,1617.283
COM,ROM,6645.567
COM,RUS,7689.078
COM,RWA,1879.928
COM,SAU,3999.39
COM,SDN,3245.232
COM,SEN,7305.297
COM,SGP,6807.614
COM,SHN,5695.78
COM,SLB,12578.58
COM,SLE,6631.4
COM,SLV,14919.78
COM,SMR,6972.881
COM,SOM,1743.026
COM,SPM,11731.27
COM,STP,4312.943
COM,SUR,11051.73
COM,SVK,7162.005
COM,SVN,7078.638
COM,SWE,8267.455
COM,SWZ,2070.423
COM,SYC,1526.153
COM,SYR,5272.953
COM,TCA,13060.05
COM,TCD,3986.699
COM,TGO,5166.179
COM,THA,6900.054
COM,TJK,6233.197
COM,TKL,15484.19
COM,TKM,5877.542
COM,TMP,8947.742
COM,TON,14449.35
COM,TTO,11882.51
COM,TUN,6379.087
COM,TUR,5863.984
COM,TUV,14566.51
COM,TWN,9306.028
COM,TZA,1015.016
COM,UGA,1878.158
COM,UKR,6838.119
COM,URY,10170.85
COM,USA,14808.5
COM,UZB,6390.386
COM,VCT,11908.4
COM,VEN,12561.44
COM,VGB,12342.19
COM,VNM,7547.649
COM,VUT,13110.89
COM,WLF,14818.84
COM,WSM,15179.69
COM,YEM,2944.955
COM,YUG,6654.13
COM,ZAF,2611.769
COM,ZAR,2736.865
COM,ZMB,1692.261
COM,ZWE,1618.653
CPV,ABW,4961.886
CPV,AFG,9225.148
CPV,AGO,5054.01
CPV,AIA,4156.071
CPV,ALB,5064.837
CPV,AND,3849.207
CPV,ANT,4756.022
CPV,ARE,8229.035
CPV,ARG,6699.009
CPV,ARM,7090.855
CPV,ATG,4036.278
CPV,AUS,17640.58
CPV,AUT,5065.88
CPV,AZE,7452.688
CPV,BDI,6277.545
CPV,BEL,4657.507
CPV,BEN,3009.29
CPV,BFA,2397.638
CPV,BGD,11671.22
CPV,BGR,5521.037
CPV,BHR,7745.39
CPV,BHS,5634.845
CPV,BIH,5054.574
CPV,BLR,6149.64
CPV,BLZ,6837.241
CPV,BMU,4491.035
CPV,BOL,5895.9
CPV,BRA,4457.277
CPV,BRB,3840.247
CPV,BRN,14942.74
CPV,BTN,11448.94
CPV,BWA,6986.04
CPV,CAF,4798.821
CPV,CAN,6720.403
CPV,CCK,
CPV,CHE,4547.039
CPV,CHL,7399.583
CPV,CHN,12958.15
CPV,CIV,2377.955
CPV,CMR,4038.11
CPV,COG,4752.853
CPV,COK,15321.56
CPV,COL,5651.691
CPV,COM,8070.663
CPV,CPV,151.1551
CPV,CRI,6533.192
CPV,CUB,5875.208
CPV,CXR,
CPV,CYM,6070.693
CPV,CYP,6064.32
CPV,CZE,5204.022
CPV,DEU,4979.282
CPV,DJI,7252.116
CPV,DMA,3996.898
CPV,DNK,5375.618
CPV,DOM,4893.591
CPV,DZA,3529.579
CPV,ECU,6381.235
CPV,EGY,5819.719
CPV,ERI,6777.598
CPV,ESH,1630.333
CPV,ESP,3397.702
CPV,EST,6279.882
CPV,ETH,6852.685
CPV,FIN,6356.75
CPV,FJI,17645.39
CPV,FLK,8190.944
CPV,FRA,4264.963
CPV,FRO,5328.952
CPV,FSM,17370.17
CPV,GAB,4136.578
CPV,GBR,4561.888
CPV,GEO,7030.146
CPV,GHA,2759.049
CPV,GIB,2930.691
CPV,GIN,1403.342
CPV,GLP,4008.748
CPV,GMB,873.3436
CPV,GNB,1024.104
CPV,GNQ,3947.117
CPV,GRC,5269.005
CPV,GRD,4081.05
CPV,GRL,5969.661
CPV,GTM,7125.428
CPV,GUF,3367.214
CPV,GUY,3850.58
CPV,HKG,13807.49
CPV,HND,6787.085
CPV,HRV,4988.603
CPV,HTI,5137.684
CPV,HUN,5297.163
CPV,IDN,14682.39
CPV,IND,10465.89
CPV,IRL,4419.838
CPV,IRN,7733.237
CPV,IRQ,7115.177
CPV,ISL,5406.029
CPV,ISR,6190.291
CPV,ITA,4559.375
CPV,JAM,5627.29
CPV,JOR,6284.353
CPV,JPN,13984.08
CPV,KAZ,9128.068
CPV,KEN,6983.596
CPV,KGZ,9506.926
CPV,KHM,13594.92
CPV,KIR,17258.25
CPV,KNA,4296.71
CPV,KOR,13472.78
CPV,KWT,7452.973
CPV,LAO,13182.75
CPV,LBN,6260.899
CPV,LBR,1832.108
CPV,LBY,4426.211
CPV,LCA,3973.172
CPV,LKA,11291.96
CPV,LSO,7488.116
CPV,LTU,5985.337
CPV,LUX,4643.258
CPV,LVA,6090.077
CPV,MAC,
CPV,MAR,2635.567
CPV,MDA,5957.079
CPV,MDG,8744.852
CPV,MDV,10693.56
CPV,MEX,8095.047
CPV,MHL,16998.72
CPV,MKD,5218.999
CPV,MLI,1850.746
CPV,MLT,4421.481
CPV,MMR,12475.1
CPV,MNG,11377.25
CPV,MNP,16415.09
CPV,MOZ,7654.94
CPV,MRT,1037.248
CPV,MSR,
CPV,MTQ,3968.169
CPV,MUS,9772.055
CPV,MWI,7254.94
CPV,MYS,13917.99
CPV,NAM,6150.244
CPV,NCL,18748.08
CPV,NER,3136.484
CPV,NFK,18101.76
CPV,NGA,3358.393
CPV,NIC,6699.067
CPV,NIU,16391.33
CPV,NLD,4794.89
CPV,NOR,5665.703
CPV,NPL,10973.81
CPV,NRU,17955.74
CPV,NZL,16827.04
CPV,OMN,8488.973
CPV,PAK,9613.658
CPV,PAL,6173.719
CPV,PAN,6131.096
CPV,PCN,
CPV,PER,6529.192
CPV,PHL,15064.25
CPV,PLW,16537.73
CPV,PNG,18674.68
CPV,POL,5542.134
CPV,PRI,4490.413
CPV,PRK,13161.06
CPV,PRT,2978.108
CPV,PRY,5801.814
CPV,PYF,14245.79
CPV,QAT,7845.706
CPV,REU,9597.694
CPV,ROM,5659.473
CPV,RUS,7549.325
CPV,RWA,6254.287
CPV,SAU,7057.388
CPV,SDN,6024.675
CPV,SEN,785.6708
CPV,SGP,14000.15
CPV,SHN,3994.576
CPV,SLB,19187.68
CPV,SLE,1487.056
CPV,SLV,6982.062
CPV,SMR,4653.361
CPV,SOM,7656.528
CPV,SPM,4555.944
CPV,STP,3785.452
CPV,SUR,3625.754
CPV,SVK,5345.068
CPV,SVN,4935.959
CPV,SWE,5794.425
CPV,SWZ,7615.145
CPV,SYC,9040.963
CPV,SYR,6410.849
CPV,TCA,4998.908
CPV,TCD,4384.84
CPV,TGO,2912.536
CPV,THA,13114.49
CPV,TJK,9195.017
CPV,TKL,16426.51
CPV,TKM,8355.527
CPV,TMP,16647.22
CPV,TON,16916.77
CPV,TTO,4088.769
CPV,TUN,4074.783
CPV,TUR,6008.297
CPV,TUV,17422.76
CPV,TWN,14178.51
CPV,TZA,7138.46
CPV,UGA,6420.394
CPV,UKR,6321.495
CPV,URY,6522.647
CPV,USA,7131.334
CPV,UZB,9073.203
CPV,VCT,4011.883
CPV,VEN,4778.995
CPV,VGB,4315.115
CPV,VNM,13671.37
CPV,VUT,18731.95
CPV,WLF,17015.35
CPV,WSM,16562.16
CPV,YEM,7326.51
CPV,YUG,5239.837
CPV,ZAF,7400.328
CPV,ZAR,5394.825
CPV,ZMB,6661.174
CPV,ZWE,7082.322
CRI,ABW,1572.263
CRI,AFG,14260.46
CRI,AGO,11066.58
CRI,AIA,2449.388
CRI,ALB,10431.94
CRI,AND,8914.802
CRI,ANT,1788.483
CRI,ARE,14153.27
CRI,ARG,5423.042
CRI,ARM,12352.58
CRI,ATG,2533.659
CRI,AUS,14312.02
CRI,AUT,9879.574
CRI,AZE,12634.8
CRI,BDI,12685.62
CRI,BEL,9049.703
CRI,BEN,9481.901
CRI,BFA,8920.147
CRI,BGD,16247.44
CRI,BGR,10774.46
CRI,BHR,13694.67
CRI,BHS,1850.415
CRI,BIH,10188.87
CRI,BLR,10529.98
CRI,BLZ,955.4723
CRI,BMU,3190.805
CRI,BOL,3659.897
CRI,BRA,5368.428
CRI,BRB,2698.131
CRI,BRN,17375.09
CRI,BTN,15839.07
CRI,BWA,12518.45
CRI,CAF,11296.61
CRI,CAN,4354.894
CRI,CCK,
CRI,CHE,9345.671
CRI,CHL,5016.871
CRI,CHN,14458.74
CRI,CIV,8752.719
CRI,CMR,10511.6
CRI,COG,11001.88
CRI,COK,8939.541
CRI,COL,1157.23
CRI,COM,14339.81
CRI,CPV,6533.192
CRI,CRI,60.194
CRI,CUB,1455.203
CRI,CXR,
CRI,CYM,1079.465
CRI,CYP,11776.57
CRI,CZE,9850.542
CRI,DEU,9425.447
CRI,DJI,13727.6
CRI,DMA,2543.934
CRI,DNK,9441.223
CRI,DOM,1801.012
CRI,DZA,9140.282
CRI,ECU,1389.078
CRI,EGY,11804.46
CRI,ERI,13209.52
CRI,ESH,7608.97
CRI,ESP,8565.979
CRI,EST,10155.14
CRI,ETH,13365.15
CRI,FIN,10030.47
CRI,FJI,11152.93
CRI,FLK,7324.244
CRI,FRA,8994.296
CRI,FRO,8376.996
CRI,FSM,13405.26
CRI,GAB,10473.47
CRI,GBR,8652.906
CRI,GEO,12190.5
CRI,GHA,9182.129
CRI,GIB,8360.749
CRI,GIN,7813.83
CRI,GLP,2543.927
CRI,GMB,7376.965
CRI,GNB,7487.065
CRI,GNQ,10356.62
CRI,GRC,10825.71
CRI,GRD,2464.968
CRI,GRL,6768.256
CRI,GTM,881.0387
CRI,GUF,3499.853
CRI,GUY,2896.966
CRI,HKG,15918.57
CRI,HND,671.353
CRI,HRV,10028.06
CRI,HTI,1593.908
CRI,HUN,10188.56
CRI,IDN,18476.4
CRI,IND,15893.59
CRI,IRL,8277.845
CRI,IRN,13215.05
CRI,IRQ,12784.05
CRI,ISL,7718.716
CRI,ISR,12049.71
CRI,ITA,9760.437
CRI,JAM,1184.335
