country,date,spei
Somalia,2020-01-16,0.31058046
Somaliland,2020-01-16,-0.0018771784
South Africa,2020-01-16,-0.47464502
South Georgia and the Islands,2020-01-16,-0.60991323
South Korea,2020-01-16,1.4234933
South Sudan,2020-01-16,0.3912362
Spain,2020-01-16,0.7822806
Sri Lanka,2020-01-16,0.33470532
Sudan,2020-01-16,-0.016747348
Suriname,2020-01-16,-0.9713013
Sweden,2020-01-16,1.0801959
Switzerland,2020-01-16,-0.40771714
Syria,2020-01-16,-0.11345985
Taiwan,2020-01-16,-0.7280479
Tajikistan,2020-01-16,0.126048
Thailand,2020-01-16,-1.3428662
The Bahamas,2020-01-16,0.20058048
Togo,2020-01-16,-0.7439007
Trinidad and Tobago,2020-01-16,-0.8512106
Tunisia,2020-01-16,-0.96460825
Turkey,2020-01-16,-0.7145988
Turkmenistan,2020-01-16,-0.8089868
Uganda,2020-01-16,1.5969982
Ukraine,2020-01-16,-1.2340775
United Arab Emirates,2020-01-16,1.3175783
United Kingdom,2020-01-16,0.40561172
United Republic of Tanzania,2020-01-16,1.452435
United States Virgin Islands,2020-01-16,0.45211622
United States of America,2020-01-16,0.4525103
Uruguay,2020-01-16,-0.39491406
Uzbekistan,2020-01-16,-0.8046552
Vanuatu,2020-01-16,0.0034823157
Venezuela,2020-01-16,-0.4556239
Vietnam,2020-01-16,-0.44512862
Western Sahara,2020-01-16,-0.80977446
Yemen,2020-01-16,-1.3092909
Zambia,2020-01-16,-0.15794446
Zimbabwe,2020-01-16,-0.2274784
eSwatini,2020-01-16,0.027295697
Afghanistan,2020-02-15,0.30502698
Aland,2020-02-15,1.2926008
Albania,2020-02-15,-1.2812489
Algeria,2020-02-15,-1.3337073
Angola,2020-02-15,0.05878786
Antarctica,2020-02-15,
Argentina,2020-02-15,-0.2529108
Armenia,2020-02-15,-0.32428598
Australia,2020-02-15,-0.25575453
Austria,2020-02-15,-0.067989506
Azerbaijan,2020-02-15,-1.0865377
Bangladesh,2020-02-15,0.975489
Belarus,2020-02-15,0.18521123
Belgium,2020-02-15,0.84527695
Belize,2020-02-15,-0.45756283
Benin,2020-02-15,-1.6455805
Bhutan,2020-02-15,0.39716706
Bolivia,2020-02-15,-0.09361288
Bosnia and Herzegovina,2020-02-15,-1.1400803
Botswana,2020-02-15,0.10594056
Brazil,2020-02-15,-0.20978954
Brunei,2020-02-15,-0.3146246
Bulgaria,2020-02-15,-1.5958632
Burkina Faso,2020-02-15,-1.4470264
Burundi,2020-02-15,2.351384
Cabo Verde,2020-02-15,-2.3080063
Cambodia,2020-02-15,-1.0246071
Cameroon,2020-02-15,-0.7535217
Canada,2020-02-15,0.017269233
Cayman Islands,2020-02-15,
Central African Republic,2020-02-15,-0.3843291
Chad,2020-02-15,0.10784664
Chile,2020-02-15,-0.14436883
China,2020-02-15,0.15196964
Colombia,2020-02-15,-0.7700092
Comoros,2020-02-15,0.6410207
Costa Rica,2020-02-15,0.23740636
Croatia,2020-02-15,-1.0062041
Cuba,2020-02-15,-0.5823932
Cyprus,2020-02-15,1.7050326
Czechia,2020-02-15,-0.398129
Democratic Republic of the Congo,2020-02-15,0.26918554
Denmark,2020-02-15,0.8040314
Djibouti,2020-02-15,0.23317136
Dominican Republic,2020-02-15,-0.71541035
East Timor,2020-02-15,-2.143844
Ecuador,2020-02-15,0.25799647
Egypt,2020-02-15,-0.24657363
El Salvador,2020-02-15,-0.9288133
Equatorial Guinea,2020-02-15,-0.6529166
Eritrea,2020-02-15,0.31483617
Estonia,2020-02-15,1.4946704
Ethiopia,2020-02-15,0.4368727
Falkland Islands,2020-02-15,-0.5388686
Faroe Islands,2020-02-15,0.3021581
Fiji,2020-02-15,-1.5313259
Finland,2020-02-15,1.9146345
France,2020-02-15,0.04235787
French Polynesia,2020-02-15,0.2853175
French Southern and Antarctic Lands,2020-02-15,1.1226091
Gabon,2020-02-15,0.31549317
Gambia,2020-02-15,-2.480483
Georgia,2020-02-15,-0.5081795
Germany,2020-02-15,0.32123032
Ghana,2020-02-15,-1.8510616
Greece,2020-02-15,-0.9777361
Greenland,2020-02-15,0.7918768
Guatemala,2020-02-15,-0.62926275
Guinea,2020-02-15,-1.8715808
Guinea-Bissau,2020-02-15,-2.4415827
Guyana,2020-02-15,-1.0395031
Haiti,2020-02-15,-1.004677
Honduras,2020-02-15,-0.34066275
Hungary,2020-02-15,-0.5952938
Iceland,2020-02-15,0.8765982
India,2020-02-15,0.6121015
Indonesia,2020-02-15,-0.6305763
Iran,2020-02-15,-0.10241361
Iraq,2020-02-15,-0.51581705
Ireland,2020-02-15,1.1424202
Israel,2020-02-15,1.0285568
Italy,2020-02-15,-1.2765976
Ivory Coast,2020-02-15,-1.2777194
Jamaica,2020-02-15,-0.98737913
Japan,2020-02-15,-0.06926369
Jordan,2020-02-15,0.47095606
Kazakhstan,2020-02-15,0.24431
Kenya,2020-02-15,1.7366668
Kiribati,2020-02-15,
Kosovo,2020-02-15,-1.4342631
Kuwait,2020-02-15,-0.911803
Kyrgyzstan,2020-02-15,0.7222562
Laos,2020-02-15,-0.7930579
Latvia,2020-02-15,1.0966562
Lebanon,2020-02-15,1.4310071
Lesotho,2020-02-15,0.67121166
Liberia,2020-02-15,-0.23868293
Libya,2020-02-15,-0.34039414
Lithuania,2020-02-15,0.58154505
Luxembourg,2020-02-15,0.83134425
Madagascar,2020-02-15,-0.015196035
Malawi,2020-02-15,0.44368598
Malaysia,2020-02-15,-0.7441084
Mali,2020-02-15,-1.0214431
Mauritania,2020-02-15,-1.6384047
Mauritius,2020-02-15,-0.033409823
Mexico,2020-02-15,-0.20271236
Moldova,2020-02-15,-1.5659628
Mongolia,2020-02-15,-0.25980678
Montenegro,2020-02-15,-1.3261708
Morocco,2020-02-15,-1.2565289
Mozambique,2020-02-15,0.21505587
Myanmar,2020-02-15,-0.3812065
Namibia,2020-02-15,0.19786118
Nepal,2020-02-15,0.70005476
Netherlands,2020-02-15,0.7939153
New Caledonia,2020-02-15,-0.68138367
New Zealand,2020-02-15,-0.31105453
Nicaragua,2020-02-15,-0.39273775
Niger,2020-02-15,0.03670506
Nigeria,2020-02-15,-0.24298139
North Korea,2020-02-15,1.6601146
North Macedonia,2020-02-15,-1.2773299
Northern Cyprus,2020-02-15,1.6380188
Norway,2020-02-15,1.1613184
Oman,2020-02-15,-0.8119082
Pakistan,2020-02-15,0.53382134
Palestine,2020-02-15,0.78346366
Panama,2020-02-15,-0.53823054
Papua New Guinea,2020-02-15,-0.22270828
Paraguay,2020-02-15,-0.14997172
Peru,2020-02-15,0.23515554
Philippines,2020-02-15,0.24048129
Poland,2020-02-15,0.17063189
Portugal,2020-02-15,-0.4697814
Puerto Rico,2020-02-15,0.9167748
Qatar,2020-02-15,-0.40287638
Republic of Serbia,2020-02-15,-1.2539322
Republic of the Congo,2020-02-15,0.39038342
Romania,2020-02-15,-1.2705327
Russia,2020-02-15,0.72879434
Rwanda,2020-02-15,2.0833578
Saint Vincent and the Grenadines,2020-02-15,-0.19840911
Samoa,2020-02-15,1.9806663
Saudi Arabia,2020-02-15,-0.95828795
Senegal,2020-02-15,-2.4621503
Siachen Glacier,2020-02-15,-0.1314903
Sierra Leone,2020-02-15,-1.217213
Slovakia,2020-02-15,-0.12258755
Slovenia,2020-02-15,-0.8215141
Solomon Islands,2020-02-15,0.03802035
Somalia,2020-02-15,0.098237775
Somaliland,2020-02-15,-0.21563691
South Africa,2020-02-15,0.3821846
South Georgia and the Islands,2020-02-15,-0.098072655
South Korea,2020-02-15,1.7918565
South Sudan,2020-02-15,0.7563452
Spain,2020-02-15,-0.11292827
Sri Lanka,2020-02-15,-0.18754496
Sudan,2020-02-15,0.48237127
Suriname,2020-02-15,-1.3714463
Sweden,2020-02-15,1.2537756
Switzerland,2020-02-15,0.4019809
Syria,2020-02-15,0.21278214
Taiwan,2020-02-15,-0.4762592
Tajikistan,2020-02-15,-0.17964618
Thailand,2020-02-15,-1.630061
The Bahamas,2020-02-15,0.06819125
Togo,2020-02-15,-2.095706
Trinidad and Tobago,2020-02-15,-0.6810458
Tunisia,2020-02-15,-1.738342
Turkey,2020-02-15,0.30569297
Turkmenistan,2020-02-15,-0.6639634
Uganda,2020-02-15,1.5046043
Ukraine,2020-02-15,-0.38813138
United Arab Emirates,2020-02-15,-0.15253477
United Kingdom,2020-02-15,1.2406155
United Republic of Tanzania,2020-02-15,1.4200251
United States Virgin Islands,2020-02-15,1.6380874
United States of America,2020-02-15,0.1888128
Uruguay,2020-02-15,-0.8178988
Uzbekistan,2020-02-15,-0.8306887
Vanuatu,2020-02-15,0.053880364
Venezuela,2020-02-15,-0.93828
Vietnam,2020-02-15,-0.14336509
Western Sahara,2020-02-15,-1.7166113
Yemen,2020-02-15,-1.3011935
Zambia,2020-02-15,0.07740073
Zimbabwe,2020-02-15,-0.049069624
eSwatini,2020-02-15,0.5212356
Afghanistan,2020-03-16,0.6931971
Aland,2020-03-16,1.5926753
Albania,2020-03-16,-1.4509033
Algeria,2020-03-16,-0.9831075
Angola,2020-03-16,0.17748307
Antarctica,2020-03-16,
Argentina,2020-03-16,-0.5862367
Armenia,2020-03-16,0.15869918
Australia,2020-03-16,0.35123375
Austria,2020-03-16,-0.4394185
Azerbaijan,2020-03-16,-0.82456225
Bangladesh,2020-03-16,0.2673618
Belarus,2020-03-16,-0.77293664
Belgium,2020-03-16,0.94771755
Belize,2020-03-16,-0.897837
Benin,2020-03-16,-1.4763491
Bhutan,2020-03-16,1.1218932
Bolivia,2020-03-16,-0.6061058
Bosnia and Herzegovina,2020-03-16,-1.3600274
Botswana,2020-03-16,0.037477218
Brazil,2020-03-16,-0.106021315
Brunei,2020-03-16,-1.2749326
Bulgaria,2020-03-16,-1.0484644
Burkina Faso,2020-03-16,-0.97684944
Burundi,2020-03-16,1.7363243
Cabo Verde,2020-03-16,-2.0411904
Cambodia,2020-03-16,-0.18395635
Cameroon,2020-03-16,-0.5003273
Canada,2020-03-16,0.0022066291
Cayman Islands,2020-03-16,
Central African Republic,2020-03-16,-0.45646447
Chad,2020-03-16,0.04870328
Chile,2020-03-16,-0.20866106
China,2020-03-16,-0.47947043
Colombia,2020-03-16,-1.0022217
Comoros,2020-03-16,-0.85282934
Costa Rica,2020-03-16,0.97103405
Croatia,2020-03-16,-1.3005025
Cuba,2020-03-16,-1.4706582
Cyprus,2020-03-16,1.1264086
Czechia,2020-03-16,-0.6691443
Democratic Republic of the Congo,2020-03-16,0.1362984
Denmark,2020-03-16,0.87511414
Djibouti,2020-03-16,0.21216477
Dominican Republic,2020-03-16,-0.85111576
East Timor,2020-03-16,-2.0425375
Ecuador,2020-03-16,-0.4186847
Egypt,2020-03-16,-0.1618074
El Salvador,2020-03-16,-0.6777938
Equatorial Guinea,2020-03-16,-1.1145997
Eritrea,2020-03-16,-0.119887315
Estonia,2020-03-16,1.12946
Ethiopia,2020-03-16,0.07443569
Falkland Islands,2020-03-16,-1.3835278
Faroe Islands,2020-03-16,0.29212224
Fiji,2020-03-16,0.1525996
Finland,2020-03-16,1.7196801
France,2020-03-16,-0.15890454
French Polynesia,2020-03-16,0.21981478
French Southern and Antarctic Lands,2020-03-16,-1.3585685
Gabon,2020-03-16,-0.041705966
Gambia,2020-03-16,-2.3181856
Georgia,2020-03-16,-0.09919525
Germany,2020-03-16,0.48660326
Ghana,2020-03-16,-1.1107943
Greece,2020-03-16,-1.4269544
Greenland,2020-03-16,0.52058136
Guatemala,2020-03-16,-0.8464216
Guinea,2020-03-16,-1.6057055
Guinea-Bissau,2020-03-16,-2.334665
Guyana,2020-03-16,-1.4917799
Haiti,2020-03-16,-1.3213365
Honduras,2020-03-16,-0.51915264
Hungary,2020-03-16,-0.85724056
Iceland,2020-03-16,1.1833501
India,2020-03-16,0.63056034
Indonesia,2020-03-16,-0.6040041
Iran,2020-03-16,0.17153935
Iraq,2020-03-16,-0.24226739
Ireland,2020-03-16,1.2067097
Israel,2020-03-16,1.2114725
Italy,2020-03-16,-1.3651572
Ivory Coast,2020-03-16,-0.5826925
Jamaica,2020-03-16,-1.2082013
Japan,2020-03-16,0.1353773
Jordan,2020-03-16,0.80345225
Kazakhstan,2020-03-16,-1.0192921
Kenya,2020-03-16,0.93121064
Kiribati,2020-03-16,
Kosovo,2020-03-16,-1.0949817
Kuwait,2020-03-16,-0.9859362
Kyrgyzstan,2020-03-16,-0.41315463
Laos,2020-03-16,-0.2604136
Latvia,2020-03-16,0.6522181
Lebanon,2020-03-16,1.25476
Lesotho,2020-03-16,0.8503797
Liberia,2020-03-16,-0.3939913
Libya,2020-03-16,-0.32933852
Lithuania,2020-03-16,0.19045591
Luxembourg,2020-03-16,1.0428126
Madagascar,2020-03-16,-0.19719833
Malawi,2020-03-16,0.10715969
Malaysia,2020-03-16,-1.2207272
Mali,2020-03-16,-0.9431177
Mauritania,2020-03-16,-1.5233581
Mauritius,2020-03-16,0.35482866
Mexico,2020-03-16,-0.16032177
Moldova,2020-03-16,-1.7860701
Mongolia,2020-03-16,-1.284465
Montenegro,2020-03-16,-1.4565862
Morocco,2020-03-16,-1.2831382
Mozambique,2020-03-16,-0.35585222
Myanmar,2020-03-16,-1.0282372
Namibia,2020-03-16,0.18251786
Nepal,2020-03-16,0.7515026
Netherlands,2020-03-16,0.87914044
New Caledonia,2020-03-16,-0.50340146
New Zealand,2020-03-16,-0.67811126
Nicaragua,2020-03-16,-0.2658997
Niger,2020-03-16,-0.31373906
Nigeria,2020-03-16,-0.36586416
North Korea,2020-03-16,0.6498924
North Macedonia,2020-03-16,-0.96438736
Northern Cyprus,2020-03-16,1.0229504
Norway,2020-03-16,1.1459194
Oman,2020-03-16,0.68609494
Pakistan,2020-03-16,1.2726027
Palestine,2020-03-16,0.9564807
Panama,2020-03-16,-0.60260075
Papua New Guinea,2020-03-16,-0.19602767
Paraguay,2020-03-16,-1.0973088
Peru,2020-03-16,-0.04428324
Philippines,2020-03-16,0.09715926
Poland,2020-03-16,-0.3196271
Portugal,2020-03-16,-0.7936096
Puerto Rico,2020-03-16,0.97824025
Qatar,2020-03-16,-0.2706529
Republic of Serbia,2020-03-16,-0.775928
Republic of the Congo,2020-03-16,-0.030610386
Romania,2020-03-16,-1.034007
Russia,2020-03-16,0.7193478
Rwanda,2020-03-16,1.6748164
Saint Vincent and the Grenadines,2020-03-16,-0.89607954
Samoa,2020-03-16,1.8758457
Saudi Arabia,2020-03-16,-0.5242019
Senegal,2020-03-16,-2.2375686
Siachen Glacier,2020-03-16,-0.20480219
Sierra Leone,2020-03-16,-0.7661868
Slovakia,2020-03-16,-0.78385115
Slovenia,2020-03-16,-1.1641362
Solomon Islands,2020-03-16,0.03676895
Somalia,2020-03-16,-0.045325324
Somaliland,2020-03-16,0.111881636
South Africa,2020-03-16,0.070973925
South Georgia and the Islands,2020-03-16,-0.34912926
South Korea,2020-03-16,0.99390936
South Sudan,2020-03-16,0.43969107
Spain,2020-03-16,-0.20917235
Sri Lanka,2020-03-16,-1.6051265
Sudan,2020-03-16,0.25728267
Suriname,2020-03-16,-1.6717565
Sweden,2020-03-16,1.2956389
Switzerland,2020-03-16,0.18121086
Syria,2020-03-16,0.21562155
Taiwan,2020-03-16,-0.17746161
Tajikistan,2020-03-16,0.15152512
Thailand,2020-03-16,-1.0172791
The Bahamas,2020-03-16,-1.4909381
Togo,2020-03-16,-1.5547467
Trinidad and Tobago,2020-03-16,-1.0088729
Tunisia,2020-03-16,-1.0971441
Turkey,2020-03-16,0.1432165
Turkmenistan,2020-03-16,-0.70734537
Uganda,2020-03-16,0.8321129
Ukraine,2020-03-16,-1.1304862
United Arab Emirates,2020-03-16,0.46436217
United Kingdom,2020-03-16,1.0117477
United Republic of Tanzania,2020-03-16,1.5636938
United States Virgin Islands,2020-03-16,1.9147803
United States of America,2020-03-16,0.282321
Uruguay,2020-03-16,-1.5893348
Uzbekistan,2020-03-16,-1.4363275
Vanuatu,2020-03-16,0.036463335
Venezuela,2020-03-16,-1.1457556
Vietnam,2020-03-16,0.29890898
Western Sahara,2020-03-16,-1.6382358
Yemen,2020-03-16,-0.3784528
Zambia,2020-03-16,0.170047
Zimbabwe,2020-03-16,-0.14362583
eSwatini,2020-03-16,0.22011442
Afghanistan,2020-04-16,0.45992425
Aland,2020-04-16,0.93510884
Albania,2020-04-16,-0.4795181
Algeria,2020-04-16,-0.5725589
Angola,2020-04-16,0.1537887
Antarctica,2020-04-16,
Argentina,2020-04-16,-0.7568608
Armenia,2020-04-16,0.979532
Australia,2020-04-16,0.24226467
Austria,2020-04-16,-0.99417603
Azerbaijan,2020-04-16,-0.04711325
Bangladesh,2020-04-16,0.2537775
Belarus,2020-04-16,-1.7531188
Belgium,2020-04-16,0.18504186
Belize,2020-04-16,-1.9403793
Benin,2020-04-16,-0.945244
Bhutan,2020-04-16,1.1122731
Bolivia,2020-04-16,-0.3659625
Bosnia and Herzegovina,2020-04-16,-1.6314019
Botswana,2020-04-16,0.12044802
Brazil,2020-04-16,-0.14499567
Brunei,2020-04-16,-0.7613238
Bulgaria,2020-04-16,-0.5605075
Burkina Faso,2020-04-16,-1.101568
Burundi,2020-04-16,1.3012674
Cabo Verde,2020-04-16,-2.471442
Cambodia,2020-04-16,-0.5785221
Cameroon,2020-04-16,-0.46966055
Canada,2020-04-16,0.051440295
Cayman Islands,2020-04-16,
Central African Republic,2020-04-16,-0.5944191
Chad,2020-04-16,-0.29956067
Chile,2020-04-16,-0.54328257
China,2020-04-16,-0.9397079
Colombia,2020-04-16,-1.1200019
Comoros,2020-04-16,-2.1048443
Costa Rica,2020-04-16,0.80553186
Croatia,2020-04-16,-1.5261822
Cuba,2020-04-16,-1.7743771
Cyprus,2020-04-16,0.34957737
Czechia,2020-04-16,-1.6537763
Democratic Republic of the Congo,2020-04-16,0.123599224
Denmark,2020-04-16,-0.5323337
Djibouti,2020-04-16,0.3105699
Dominican Republic,2020-04-16,-0.93986565
East Timor,2020-04-16,-1.9075769
Ecuador,2020-04-16,-0.76798725
Egypt,2020-04-16,-0.00037200114
El Salvador,2020-04-16,-0.53732526
Equatorial Guinea,2020-04-16,-0.6858808
Eritrea,2020-04-16,-0.36939377
Estonia,2020-04-16,1.0070884
Ethiopia,2020-04-16,0.07360775
Falkland Islands,2020-04-16,-1.9345908
Faroe Islands,2020-04-16,-0.019612761
Fiji,2020-04-16,1.0608572
Finland,2020-04-16,1.5343424
France,2020-04-16,-0.43607315
French Polynesia,2020-04-16,0.29886416
French Southern and Antarctic Lands,2020-04-16,0.47162968
Gabon,2020-04-16,-0.3274801
Gambia,2020-04-16,-2.325082
Georgia,2020-04-16,0.09274873
Germany,2020-04-16,-0.5302823
Ghana,2020-04-16,-0.9226566
Greece,2020-04-16,-0.31736135
Greenland,2020-04-16,0.12179143
Guatemala,2020-04-16,-1.0507094
Guinea,2020-04-16,-0.4653343
Guinea-Bissau,2020-04-16,-2.1873207
Guyana,2020-04-16,0.013651621
Haiti,2020-04-16,-2.0588112
Honduras,2020-04-16,-1.0355253
Hungary,2020-04-16,-1.7185409
Iceland,2020-04-16,0.8128588
India,2020-04-16,0.5396553
Indonesia,2020-04-16,0.112023376
Iran,2020-04-16,0.5560216
Iraq,2020-04-16,-0.10364951
Ireland,2020-04-16,0.99120486
Israel,2020-04-16,0.5475826
Italy,2020-04-16,-1.2076653
Ivory Coast,2020-04-16,-0.75929755
Jamaica,2020-04-16,-1.1267374
Japan,2020-04-16,-0.024558663
Jordan,2020-04-16,0.47845817
Kazakhstan,2020-04-16,-1.4317684
Kenya,2020-04-16,0.31039807
Kiribati,2020-04-16,
Kosovo,2020-04-16,-0.81583977
Kuwait,2020-04-16,-0.6161086
Kyrgyzstan,2020-04-16,0.3635885
Laos,2020-04-16,-0.5467116
Latvia,2020-04-16,-0.3575101
Lebanon,2020-04-16,0.10787896
Lesotho,2020-04-16,0.8572731
Liberia,2020-04-16,-0.2751561
Libya,2020-04-16,-0.56678843
Lithuania,2020-04-16,-1.3881183
Luxembourg,2020-04-16,0.550104
Madagascar,2020-04-16,-0.3306273
Malawi,2020-04-16,-0.48181656
Malaysia,2020-04-16,-0.63782454
Mali,2020-04-16,-1.095213
Mauritania,2020-04-16,-1.5863066
Mauritius,2020-04-16,-0.4172239
Mexico,2020-04-16,-0.2814239
Moldova,2020-04-16,-2.2860386
Mongolia,2020-04-16,-2.1603913
Montenegro,2020-04-16,-1.5777715
Morocco,2020-04-16,-1.0547478
Mozambique,2020-04-16,-0.9543048
Myanmar,2020-04-16,-0.4716076
Namibia,2020-04-16,0.23413427
Nepal,2020-04-16,0.765374
Netherlands,2020-04-16,-0.37148008
New Caledonia,2020-04-16,0.035572585
New Zealand,2020-04-16,-0.10576135
Nicaragua,2020-04-16,-0.6314713
Niger,2020-04-16,-0.5837294
Nigeria,2020-04-16,-0.3645283
North Korea,2020-04-16,-0.98706555
North Macedonia,2020-04-16,-0.13931045
Northern Cyprus,2020-04-16,0.5199407
Norway,2020-04-16,0.90316314
Oman,2020-04-16,0.18264371
Pakistan,2020-04-16,0.5643257
Palestine,2020-04-16,0.17226775
Panama,2020-04-16,-0.8968852
Papua New Guinea,2020-04-16,-0.041732937
Paraguay,2020-04-16,-1.6738296
Peru,2020-04-16,-0.079811595
Philippines,2020-04-16,0.06703133
Poland,2020-04-16,-1.7521497
Portugal,2020-04-16,-0.1133872
Puerto Rico,2020-04-16,0.30586094
Qatar,2020-04-16,-0.3335189
Republic of Serbia,2020-04-16,-1.2997154
Republic of the Congo,2020-04-16,-0.31240064
Romania,2020-04-16,-1.6724019
Russia,2020-04-16,-0.34467474
Rwanda,2020-04-16,1.542786
Saint Vincent and the Grenadines,2020-04-16,-1.9518749
Samoa,2020-04-16,1.6955715
Saudi Arabia,2020-04-16,-0.60991764
Senegal,2020-04-16,-2.2075357
Siachen Glacier,2020-04-16,-0.18983173
Sierra Leone,2020-04-16,1.2254239
Slovakia,2020-04-16,-1.7545112
Slovenia,2020-04-16,-1.2839978
Solomon Islands,2020-04-16,-0.00069170434
Somalia,2020-04-16,0.16344632
Somaliland,2020-04-16,0.31874305
South Africa,2020-04-16,0.003882049
South Georgia and the Islands,2020-04-16,-0.26112652
South Korea,2020-04-16,-1.3079922
South Sudan,2020-04-16,-0.030831678
Spain,2020-04-16,0.13725518
Sri Lanka,2020-04-16,-0.71333194
Sudan,2020-04-16,-0.031992678
Suriname,2020-04-16,-0.92517644
Sweden,2020-04-16,0.74086404
Switzerland,2020-04-16,-0.31858662
Syria,2020-04-16,0.20543005
Taiwan,2020-04-16,-0.24827433
Tajikistan,2020-04-16,0.65965337
Thailand,2020-04-16,-0.54336166
The Bahamas,2020-04-16,-0.71337193
Togo,2020-04-16,-1.210136
Trinidad and Tobago,2020-04-16,-2.272368
Tunisia,2020-04-16,-0.34421456
Turkey,2020-04-16,-0.0229824
Turkmenistan,2020-04-16,-0.10975
Uganda,2020-04-16,0.5134967
Ukraine,2020-04-16,-1.8489101
United Arab Emirates,2020-04-16,0.0830273
United Kingdom,2020-04-16,0.5254362
United Republic of Tanzania,2020-04-16,1.1367444
United States Virgin Islands,2020-04-16,0.2953227
United States of America,2020-04-16,0.4133637
Uruguay,2020-04-16,-1.7376246
Uzbekistan,2020-04-16,-0.9384952
Vanuatu,2020-04-16,-0.0653333
Venezuela,2020-04-16,-0.828588
Vietnam,2020-04-16,0.051257696
Western Sahara,2020-04-16,-1.5523654
Yemen,2020-04-16,-0.13136317
Zambia,2020-04-16,0.22783503
Zimbabwe,2020-04-16,-0.15861078
eSwatini,2020-04-16,0.25561044
Afghanistan,2020-05-16,0.53458554
Aland,2020-05-16,-0.27245045
Albania,2020-05-16,-0.15385997
Algeria,2020-05-16,-0.18196559
Angola,2020-05-16,0.14433418
Antarctica,2020-05-16,
Argentina,2020-05-16,-1.1516232
Armenia,2020-05-16,0.50010526
Australia,2020-05-16,0.057582323
Austria,2020-05-16,-1.5046247
Azerbaijan,2020-05-16,0.03661805
Bangladesh,2020-05-16,0.63081515
Belarus,2020-05-16,-0.9559097
Belgium,2020-05-16,-2.032036
Belize,2020-05-16,0.8397655
Benin,2020-05-16,-0.54286104
Bhutan,2020-05-16,1.1554633
Bolivia,2020-05-16,-1.2147167
Bosnia and Herzegovina,2020-05-16,-1.6274234
Botswana,2020-05-16,-0.09951648
Brazil,2020-05-16,-0.16888224
Brunei,2020-05-16,0.5884716
Bulgaria,2020-05-16,0.0061112326
Burkina Faso,2020-05-16,-1.0721575
Burundi,2020-05-16,0.788505
Cabo Verde,2020-05-16,-1.4169364
Cambodia,2020-05-16,-0.8399188
Cameroon,2020-05-16,-0.6429155
Canada,2020-05-16,0.109181896
Cayman Islands,2020-05-16,
Central African Republic,2020-05-16,-0.8278344
Chad,2020-05-16,-0.7137542
Chile,2020-05-16,-0.7550832
China,2020-05-16,-0.7689042
Colombia,2020-05-16,-1.0771612
Comoros,2020-05-16,-1.4512423
Costa Rica,2020-05-16,0.22836341
Croatia,2020-05-16,-1.4872243
Cuba,2020-05-16,-0.63925385
Cyprus,2020-05-16,0.86346555
Czechia,2020-05-16,-1.7516553
Democratic Republic of the Congo,2020-05-16,0.047440115
Denmark,2020-05-16,-1.7685081
Djibouti,2020-05-16,0.34609693
Dominican Republic,2020-05-16,-0.64844424
East Timor,2020-05-16,-1.1181871
Ecuador,2020-05-16,-0.17809469
Egypt,2020-05-16,-0.014002068
El Salvador,2020-05-16,-0.19633362
Equatorial Guinea,2020-05-16,-0.12766662
Eritrea,2020-05-16,-0.32146782
Estonia,2020-05-16,-0.25657672
Ethiopia,2020-05-16,0.29727504
Falkland Islands,2020-05-16,-2.3967347
Faroe Islands,2020-05-16,-0.34650472
Fiji,2020-05-16,1.9696116
Finland,2020-05-16,0.11694911
France,2020-05-16,-1.025943
French Polynesia,2020-05-16,-1.6957061
French Southern and Antarctic Lands,2020-05-16,1.0776763
Gabon,2020-05-16,-0.43757957
Gambia,2020-05-16,-2.3894143
Georgia,2020-05-16,0.40278095
Germany,2020-05-16,-1.9598703
Ghana,2020-05-16,-0.48889616
Greece,2020-05-16,0.2627931
Greenland,2020-05-16,-0.0537686
Guatemala,2020-05-16,0.48863608
Guinea,2020-05-16,-0.69391847
Guinea-Bissau,2020-05-16,-2.515228
Guyana,2020-05-16,0.96903706
Haiti,2020-05-16,-1.643606
Honduras,2020-05-16,-0.025279684
Hungary,2020-05-16,-1.74609
Iceland,2020-05-16,0.24909548
India,2020-05-16,0.49727285
Indonesia,2020-05-16,0.35792598
Iran,2020-05-16,0.5413478
Iraq,2020-05-16,-0.40592203
Ireland,2020-05-16,-2.04523
Israel,2020-05-16,0.25312692
Italy,2020-05-16,-0.77594525
Ivory Coast,2020-05-16,-0.6712895
Jamaica,2020-05-16,-0.061304767
Japan,2020-05-16,-0.24838874
Jordan,2020-05-16,0.27684394
Kazakhstan,2020-05-16,-1.6849124
Kenya,2020-05-16,-0.100075245
Kiribati,2020-05-16,
Kosovo,2020-05-16,-0.71281916
Kuwait,2020-05-16,-0.50486386
Kyrgyzstan,2020-05-16,-0.3119566
Laos,2020-05-16,-1.3212428
Latvia,2020-05-16,-0.8604411
Lebanon,2020-05-16,0.9599261
Lesotho,2020-05-16,0.32363114
Liberia,2020-05-16,-0.26573294
Libya,2020-05-16,-0.4994692
Lithuania,2020-05-16,-1.1520404
Luxembourg,2020-05-16,-1.8118964
Madagascar,2020-05-16,-0.4787666
Malawi,2020-05-16,-0.6128177
Malaysia,2020-05-16,-0.18113963
Mali,2020-05-16,-0.9073214
Mauritania,2020-05-16,-1.3480896
Mauritius,2020-05-16,-1.0158811
Mexico,2020-05-16,-0.5866381
Moldova,2020-05-16,-1.1409855
Mongolia,2020-05-16,-1.8907437
Montenegro,2020-05-16,-1.5741409
