country,date,spei
Mauritania,2021-12-16,-1.1960284
Mauritius,2021-12-16,-0.5091855
Mexico,2021-12-16,-0.65152526
Moldova,2021-12-16,-0.42330676
Mongolia,2021-12-16,-0.82879394
Montenegro,2021-12-16,1.2718872
Morocco,2021-12-16,-0.864664
Mozambique,2021-12-16,-1.6183277
Myanmar,2021-12-16,0.5838689
Namibia,2021-12-16,0.09991852
Nepal,2021-12-16,0.6030158
Netherlands,2021-12-16,0.27195966
New Caledonia,2021-12-16,1.7123467
New Zealand,2021-12-16,0.77503306
Nicaragua,2021-12-16,-0.82446164
Niger,2021-12-16,-1.2190895
Nigeria,2021-12-16,-0.543882
North Korea,2021-12-16,1.4011316
North Macedonia,2021-12-16,1.4662277
Northern Cyprus,2021-12-16,-0.19533458
Norway,2021-12-16,0.55026406
Oman,2021-12-16,-1.0777571
Pakistan,2021-12-16,-0.58284235
Palestine,2021-12-16,0.14990197
Panama,2021-12-16,-0.17150816
Papua New Guinea,2021-12-16,0.2582236
Paraguay,2021-12-16,-0.40070656
Peru,2021-12-16,-0.09564864
Philippines,2021-12-16,0.5762486
Poland,2021-12-16,-1.2164284
Portugal,2021-12-16,-1.0011556
Puerto Rico,2021-12-16,-0.2389078
Qatar,2021-12-16,-0.6775332
Republic of Serbia,2021-12-16,1.3001609
Republic of the Congo,2021-12-16,-0.6637222
Romania,2021-12-16,0.1634566
Russia,2021-12-16,0.29611975
Rwanda,2021-12-16,-1.1633716
Saint Vincent and the Grenadines,2021-12-16,-1.842797
Samoa,2021-12-16,-1.0252192
Saudi Arabia,2021-12-16,-1.0750506
Senegal,2021-12-16,-0.48593977
Siachen Glacier,2021-12-16,-0.20692149
Sierra Leone,2021-12-16,0.7963996
Slovakia,2021-12-16,-0.9489547
Slovenia,2021-12-16,-0.09828016
Solomon Islands,2021-12-16,0.03006955
Somalia,2021-12-16,0.5131483
Somaliland,2021-12-16,-0.41723928
South Africa,2021-12-16,1.1203144
South Georgia and the Islands,2021-12-16,-1.305093
South Korea,2021-12-16,-0.06422101
South Sudan,2021-12-16,-0.40754697
Spain,2021-12-16,-0.7805647
Sri Lanka,2021-12-16,0.5326834
Sudan,2021-12-16,-1.2383727
Suriname,2021-12-16,1.4916719
Sweden,2021-12-16,0.38596773
Switzerland,2021-12-16,-0.57758147
Syria,2021-12-16,-1.2009754
Taiwan,2021-12-16,0.13963653
Tajikistan,2021-12-16,-1.1785691
Thailand,2021-12-16,0.7446431
The Bahamas,2021-12-16,-0.4029057
Togo,2021-12-16,-0.42228496
Trinidad and Tobago,2021-12-16,-1.3318777
Tunisia,2021-12-16,-0.8878158
Turkey,2021-12-16,-0.8026975
Turkmenistan,2021-12-16,-1.1211138
Uganda,2021-12-16,0.48520726
Ukraine,2021-12-16,-0.62777764
United Arab Emirates,2021-12-16,-0.7622485
United Kingdom,2021-12-16,0.12435978
United Republic of Tanzania,2021-12-16,-0.59874284
United States Virgin Islands,2021-12-16,-0.29876956
United States of America,2021-12-16,0.091738984
Uruguay,2021-12-16,-1.8299198
Uzbekistan,2021-12-16,-1.1927961
Vanuatu,2021-12-16,-0.04196297
Venezuela,2021-12-16,0.22946337
Vietnam,2021-12-16,0.93272287
Western Sahara,2021-12-16,0.05432768
Yemen,2021-12-16,-0.76630956
Zambia,2021-12-16,-0.014005785
Zimbabwe,2021-12-16,-0.28239486
eSwatini,2021-12-16,1.0985464
Afghanistan,2022-01-16,-0.3873344
Aland,2022-01-16,-0.5094265
Albania,2022-01-16,-0.14981833
Algeria,2022-01-16,-0.37962863
Angola,2022-01-16,0.025695449
Antarctica,2022-01-16,
Argentina,2022-01-16,-0.41187894
Armenia,2022-01-16,-0.30335885
Australia,2022-01-16,0.3600394
Austria,2022-01-16,-0.13474995
Azerbaijan,2022-01-16,-0.6296854
Bangladesh,2022-01-16,0.97866774
Belarus,2022-01-16,1.0616779
Belgium,2022-01-16,-0.64054227
Belize,2022-01-16,-1.0100883
Benin,2022-01-16,-1.4329867
Bhutan,2022-01-16,0.22527745
Bolivia,2022-01-16,0.13572605
Bosnia and Herzegovina,2022-01-16,0.7518562
Botswana,2022-01-16,0.7387008
Brazil,2022-01-16,0.21846554
Brunei,2022-01-16,-0.70814323
Bulgaria,2022-01-16,-0.1386724
Burkina Faso,2022-01-16,-1.9513289
Burundi,2022-01-16,-0.47611278
Cabo Verde,2022-01-16,-3.313311
Cambodia,2022-01-16,-0.006284891
Cameroon,2022-01-16,0.13866448
Canada,2022-01-16,0.22263178
Cayman Islands,2022-01-16,
Central African Republic,2022-01-16,0.011820131
Chad,2022-01-16,-1.075329
Chile,2022-01-16,-0.46134213
China,2022-01-16,0.0015695998
Colombia,2022-01-16,-0.27138937
Comoros,2022-01-16,-0.10144333
Costa Rica,2022-01-16,-0.8884786
Croatia,2022-01-16,0.2688045
Cuba,2022-01-16,-0.17908137
Cyprus,2022-01-16,0.58743095
Czechia,2022-01-16,-0.3456536
Democratic Republic of the Congo,2022-01-16,0.07373226
Denmark,2022-01-16,-0.39631677
Djibouti,2022-01-16,-1.0617069
Dominican Republic,2022-01-16,-1.3070481
East Timor,2022-01-16,0.05351612
Ecuador,2022-01-16,-0.2912146
Egypt,2022-01-16,-0.42771333
El Salvador,2022-01-16,-0.2021092
Equatorial Guinea,2022-01-16,-0.0054172343
Eritrea,2022-01-16,0.36568132
Estonia,2022-01-16,1.0464765
Ethiopia,2022-01-16,-0.41053483
Falkland Islands,2022-01-16,-1.0428768
Faroe Islands,2022-01-16,0.032518957
Fiji,2022-01-16,2.089323
Finland,2022-01-16,0.30119976
France,2022-01-16,-0.60204625
French Polynesia,2022-01-16,-0.18958542
French Southern and Antarctic Lands,2022-01-16,-0.6856986
Gabon,2022-01-16,-0.3397632
Gambia,2022-01-16,-2.3355596
Georgia,2022-01-16,-0.17103568
Germany,2022-01-16,-0.31167307
Ghana,2022-01-16,-0.3883987
Greece,2022-01-16,-0.5057325
Greenland,2022-01-16,0.7193201
Guatemala,2022-01-16,-0.7923721
Guinea,2022-01-16,-2.1315732
Guinea-Bissau,2022-01-16,-2.4942756
Guyana,2022-01-16,0.23010843
Haiti,2022-01-16,-1.4288795
Honduras,2022-01-16,-0.26852092
Hungary,2022-01-16,-0.17851378
Iceland,2022-01-16,0.6666313
India,2022-01-16,1.2691582
Indonesia,2022-01-16,0.3234389
Iran,2022-01-16,-0.6389797
Iraq,2022-01-16,-0.6097409
Ireland,2022-01-16,-1.5247834
Israel,2022-01-16,1.1519468
Italy,2022-01-16,-0.69315594
Ivory Coast,2022-01-16,-0.7026483
Jamaica,2022-01-16,0.76406753
Japan,2022-01-16,0.40586853
Jordan,2022-01-16,0.72287446
Kazakhstan,2022-01-16,-0.30975336
Kenya,2022-01-16,1.21442
Kiribati,2022-01-16,
Kosovo,2022-01-16,0.88604766
Kuwait,2022-01-16,0.1761884
Kyrgyzstan,2022-01-16,-1.2421833
Laos,2022-01-16,-0.3157708
Latvia,2022-01-16,1.3252201
Lebanon,2022-01-16,0.80697364
Lesotho,2022-01-16,1.0068654
Liberia,2022-01-16,-0.6156253
Libya,2022-01-16,-0.010659051
Lithuania,2022-01-16,0.89577734
Luxembourg,2022-01-16,-0.541537
Madagascar,2022-01-16,0.7104771
Malawi,2022-01-16,-1.4471664
Malaysia,2022-01-16,-0.49180627
Mali,2022-01-16,-1.6139075
Mauritania,2022-01-16,-1.4334701
Mauritius,2022-01-16,-0.78149885
Mexico,2022-01-16,-1.0583735
Moldova,2022-01-16,-0.37653774
Mongolia,2022-01-16,-0.9120061
Montenegro,2022-01-16,0.68903714
Morocco,2022-01-16,-0.6254199
Mozambique,2022-01-16,-0.5382972
Myanmar,2022-01-16,0.19222336
Namibia,2022-01-16,0.37432256
Nepal,2022-01-16,0.75028235
Netherlands,2022-01-16,-0.48327273
New Caledonia,2022-01-16,1.6042256
New Zealand,2022-01-16,-0.011434758
Nicaragua,2022-01-16,-0.8943985
Niger,2022-01-16,-0.7549826
Nigeria,2022-01-16,-0.8863966
North Korea,2022-01-16,-0.6189464
North Macedonia,2022-01-16,0.009116412
Northern Cyprus,2022-01-16,0.6641971
Norway,2022-01-16,0.20224446
Oman,2022-01-16,-0.8945691
Pakistan,2022-01-16,0.5843006
Palestine,2022-01-16,0.86487466
Panama,2022-01-16,-0.5276631
Papua New Guinea,2022-01-16,0.11200109
Paraguay,2022-01-16,-1.6845609
Peru,2022-01-16,-0.4042949
Philippines,2022-01-16,-0.08097255
Poland,2022-01-16,-0.1392249
Portugal,2022-01-16,-1.5006253
Puerto Rico,2022-01-16,-0.7846914
Qatar,2022-01-16,0.6217789
Republic of Serbia,2022-01-16,0.9707671
Republic of the Congo,2022-01-16,-0.048175707
Romania,2022-01-16,0.17595053
Russia,2022-01-16,0.5453175
Rwanda,2022-01-16,-0.38978234
Saint Vincent and the Grenadines,2022-01-16,-2.778209
Samoa,2022-01-16,-0.3254036
Saudi Arabia,2022-01-16,-0.41137174
Senegal,2022-01-16,-2.4527862
Siachen Glacier,2022-01-16,-0.5187311
Sierra Leone,2022-01-16,-0.7291138
Slovakia,2022-01-16,-0.4551591
Slovenia,2022-01-16,0.024641585
Solomon Islands,2022-01-16,0.060673326
Somalia,2022-01-16,-0.0059645916
Somaliland,2022-01-16,-1.2198085
South Africa,2022-01-16,0.9930421
South Georgia and the Islands,2022-01-16,-1.0514535
South Korea,2022-01-16,-1.4659206
South Sudan,2022-01-16,-0.15770078
Spain,2022-01-16,-1.1370078
Sri Lanka,2022-01-16,0.19038463
Sudan,2022-01-16,-0.65265715
Suriname,2022-01-16,0.35300225
Sweden,2022-01-16,-0.20216644
Switzerland,2022-01-16,-0.67455447
Syria,2022-01-16,-0.6067701
Taiwan,2022-01-16,-0.13816743
Tajikistan,2022-01-16,-1.0135926
Thailand,2022-01-16,-0.17566575
The Bahamas,2022-01-16,0.577501
Togo,2022-01-16,-1.053535
Trinidad and Tobago,2022-01-16,-1.9012973
Tunisia,2022-01-16,-1.0247475
Turkey,2022-01-16,-0.17641804
Turkmenistan,2022-01-16,-1.1481146
Uganda,2022-01-16,0.9025978
Ukraine,2022-01-16,0.5028559
United Arab Emirates,2022-01-16,-0.26805303
United Kingdom,2022-01-16,-1.4625475
United Republic of Tanzania,2022-01-16,-0.23331074
United States Virgin Islands,2022-01-16,-0.9284736
United States of America,2022-01-16,-0.59780675
Uruguay,2022-01-16,-0.44310966
Uzbekistan,2022-01-16,-0.7726874
Vanuatu,2022-01-16,-0.052867357
Venezuela,2022-01-16,-0.4436735
Vietnam,2022-01-16,0.35319057
Western Sahara,2022-01-16,0.12098607
Yemen,2022-01-16,-0.7878156
Zambia,2022-01-16,0.19130974
Zimbabwe,2022-01-16,0.24534412
eSwatini,2022-01-16,0.41647586
Afghanistan,2022-02-15,-0.8671683
Aland,2022-02-15,0.509705
Albania,2022-02-15,-0.48569575
Algeria,2022-02-15,-0.83163345
Angola,2022-02-15,0.00961228
Antarctica,2022-02-15,
Argentina,2022-02-15,-0.28422815
Armenia,2022-02-15,-0.5484126
Australia,2022-02-15,-0.1378032
Austria,2022-02-15,-0.608696
Azerbaijan,2022-02-15,-0.72130543
Bangladesh,2022-02-15,1.9771904
Belarus,2022-02-15,1.1917454
Belgium,2022-02-15,0.05563898
Belize,2022-02-15,0.45526817
Benin,2022-02-15,-1.5140082
Bhutan,2022-02-15,2.2044368
Bolivia,2022-02-15,-0.47686818
Bosnia and Herzegovina,2022-02-15,-0.37282428
Botswana,2022-02-15,0.47128785
Brazil,2022-02-15,-0.14907397
Brunei,2022-02-15,-0.03328689
Bulgaria,2022-02-15,0.12732546
Burkina Faso,2022-02-15,-1.5203075
Burundi,2022-02-15,1.1677344
Cabo Verde,2022-02-15,-2.4831386
Cambodia,2022-02-15,1.4212325
Cameroon,2022-02-15,-0.84868777
Canada,2022-02-15,0.16219573
Cayman Islands,2022-02-15,
Central African Republic,2022-02-15,-1.0082138
Chad,2022-02-15,0.102584735
Chile,2022-02-15,-0.27904192
China,2022-02-15,0.19200334
Colombia,2022-02-15,0.22285892
Comoros,2022-02-15,0.070157304
Costa Rica,2022-02-15,-1.0876617
Croatia,2022-02-15,-0.72899616
Cuba,2022-02-15,-0.81156534
Cyprus,2022-02-15,0.82430494
Czechia,2022-02-15,-1.1244419
Democratic Republic of the Congo,2022-02-15,0.049510118
Denmark,2022-02-15,1.016594
Djibouti,2022-02-15,-1.3330203
Dominican Republic,2022-02-15,-0.24960093
East Timor,2022-02-15,-1.0724084
Ecuador,2022-02-15,-0.85477376
Egypt,2022-02-15,-0.07097269
El Salvador,2022-02-15,-0.24540426
Equatorial Guinea,2022-02-15,-0.41256008
Eritrea,2022-02-15,0.07037026
Estonia,2022-02-15,1.3168923
Ethiopia,2022-02-15,-0.7014355
Falkland Islands,2022-02-15,-0.7195785
Faroe Islands,2022-02-15,0.027762415
Fiji,2022-02-15,2.300878
Finland,2022-02-15,1.1738838
France,2022-02-15,-0.50706387
French Polynesia,2022-02-15,-0.8894562
French Southern and Antarctic Lands,2022-02-15,-0.95875293
Gabon,2022-02-15,-0.8221053
Gambia,2022-02-15,-2.2841642
Georgia,2022-02-15,-0.3507208
Germany,2022-02-15,-0.105142735
Ghana,2022-02-15,-1.6492975
Greece,2022-02-15,-0.2817736
Greenland,2022-02-15,0.42985585
Guatemala,2022-02-15,-0.10075526
Guinea,2022-02-15,-1.9553124
Guinea-Bissau,2022-02-15,-2.3699002
Guyana,2022-02-15,0.9272573
Haiti,2022-02-15,-0.53157395
Honduras,2022-02-15,0.12558138
Hungary,2022-02-15,-1.151425
Iceland,2022-02-15,1.0533738
India,2022-02-15,1.1350696
Indonesia,2022-02-15,-0.0064948085
Iran,2022-02-15,-1.0387394
Iraq,2022-02-15,-0.7618571
Ireland,2022-02-15,-0.046224933
Israel,2022-02-15,1.2293718
Italy,2022-02-15,-1.2859501
Ivory Coast,2022-02-15,-1.321269
Jamaica,2022-02-15,-1.2617483
Japan,2022-02-15,-0.3315771
Jordan,2022-02-15,0.85491574
Kazakhstan,2022-02-15,-0.5909905
Kenya,2022-02-15,0.11127917
Kiribati,2022-02-15,
Kosovo,2022-02-15,-0.038302056
Kuwait,2022-02-15,0.20213667
Kyrgyzstan,2022-02-15,-1.1792604
Laos,2022-02-15,1.003176
Latvia,2022-02-15,1.3294163
Lebanon,2022-02-15,0.81812686
Lesotho,2022-02-15,0.6949404
Liberia,2022-02-15,-0.451185
Libya,2022-02-15,0.5223601
Lithuania,2022-02-15,1.1907711
Luxembourg,2022-02-15,0.2550305
Madagascar,2022-02-15,0.4009546
Malawi,2022-02-15,-0.88629836
Malaysia,2022-02-15,0.074922755
Mali,2022-02-15,-1.2442112
Mauritania,2022-02-15,-1.5467795
Mauritius,2022-02-15,-0.20708747
Mexico,2022-02-15,-0.94600844
Moldova,2022-02-15,-0.52175474
Mongolia,2022-02-15,-0.2598329
Montenegro,2022-02-15,-0.3981407
Morocco,2022-02-15,-1.2052412
Mozambique,2022-02-15,-0.12792471
Myanmar,2022-02-15,1.2296855
Namibia,2022-02-15,0.40292943
Nepal,2022-02-15,0.8727057
Netherlands,2022-02-15,0.39441976
New Caledonia,2022-02-15,2.048865
New Zealand,2022-02-15,0.7649171
Nicaragua,2022-02-15,-0.72674525
Niger,2022-02-15,0.41254205
Nigeria,2022-02-15,-0.14064103
North Korea,2022-02-15,-1.8488911
North Macedonia,2022-02-15,0.034669187
Northern Cyprus,2022-02-15,1.0090616
Norway,2022-02-15,0.3040721
Oman,2022-02-15,-0.7909595
Pakistan,2022-02-15,-0.094290555
Palestine,2022-02-15,0.9354253
Panama,2022-02-15,-0.52177775
Papua New Guinea,2022-02-15,0.095425144
Paraguay,2022-02-15,-2.433994
Peru,2022-02-15,-0.5376769
Philippines,2022-02-15,0.41349003
Poland,2022-02-15,-0.026501453
Portugal,2022-02-15,-1.5533868
Puerto Rico,2022-02-15,-0.33327326
Qatar,2022-02-15,0.14059028
Republic of Serbia,2022-02-15,-0.13488363
Republic of the Congo,2022-02-15,-0.8382326
Romania,2022-02-15,-0.41003644
Russia,2022-02-15,0.3348054
Rwanda,2022-02-15,1.0927187
Saint Vincent and the Grenadines,2022-02-15,-1.4957517
Samoa,2022-02-15,-0.13445891
Saudi Arabia,2022-02-15,-0.1189671
Senegal,2022-02-15,-2.2986705
Siachen Glacier,2022-02-15,-0.38874796
Sierra Leone,2022-02-15,-1.1190339
Slovakia,2022-02-15,-1.1725713
Slovenia,2022-02-15,-0.6953816
Solomon Islands,2022-02-15,0.031490184
Somalia,2022-02-15,-0.69344836
Somaliland,2022-02-15,-1.8913023
South Africa,2022-02-15,0.71784496
South Georgia and the Islands,2022-02-15,-1.2928803
South Korea,2022-02-15,-2.3105912
South Sudan,2022-02-15,0.15616885
Spain,2022-02-15,-1.7716771
Sri Lanka,2022-02-15,-0.34320983
Sudan,2022-02-15,0.16415611
Suriname,2022-02-15,0.4739787
Sweden,2022-02-15,0.11389732
Switzerland,2022-02-15,-0.22851416
Syria,2022-02-15,-0.687358
Taiwan,2022-02-15,0.27429986
Tajikistan,2022-02-15,-1.1424401
Thailand,2022-02-15,1.3844802
The Bahamas,2022-02-15,0.0456765
Togo,2022-02-15,-1.8920825
Trinidad and Tobago,2022-02-15,0.10340236
Tunisia,2022-02-15,-1.4003476
Turkey,2022-02-15,0.032930132
Turkmenistan,2022-02-15,-1.3846232
Uganda,2022-02-15,0.7433638
Ukraine,2022-02-15,0.33568865
United Arab Emirates,2022-02-15,-0.61248016
United Kingdom,2022-02-15,-0.1688585
United Republic of Tanzania,2022-02-15,0.34200996
United States Virgin Islands,2022-02-15,-0.6638275
United States of America,2022-02-15,-0.11861017
Uruguay,2022-02-15,-0.366198
Uzbekistan,2022-02-15,-1.0309263
Vanuatu,2022-02-15,0.053005185
Venezuela,2022-02-15,-0.018215725
Vietnam,2022-02-15,1.1524299
Western Sahara,2022-02-15,-0.98345166
Yemen,2022-02-15,-0.46745744
Zambia,2022-02-15,0.05727384
Zimbabwe,2022-02-15,-0.0011793993
eSwatini,2022-02-15,-0.26444474
Afghanistan,2022-03-16,-0.78670526
Aland,2022-03-16,0.25517336
Albania,2022-03-16,-0.9304015
Algeria,2022-03-16,-0.2972964
Angola,2022-03-16,0.016260596
Antarctica,2022-03-16,
Argentina,2022-03-16,0.03130846
Armenia,2022-03-16,0.30612734
Australia,2022-03-16,-0.05395818
Austria,2022-03-16,-1.7751414
Azerbaijan,2022-03-16,-0.26744625
Bangladesh,2022-03-16,0.17208429
Belarus,2022-03-16,-0.46601394
Belgium,2022-03-16,-1.192221
Belize,2022-03-16,1.2958204
Benin,2022-03-16,-0.9771893
Bhutan,2022-03-16,0.40379128
Bolivia,2022-03-16,-0.94779134
Bosnia and Herzegovina,2022-03-16,-1.9412065
Botswana,2022-03-16,0.3506398
Brazil,2022-03-16,-0.20711523
Brunei,2022-03-16,1.0315973
Bulgaria,2022-03-16,-1.2554771
Burkina Faso,2022-03-16,-0.37308165
Burundi,2022-03-16,1.3836952
Cabo Verde,2022-03-16,-1.7517191
Cambodia,2022-03-16,1.7656306
Cameroon,2022-03-16,-0.7734477
Canada,2022-03-16,0.11541355
Cayman Islands,2022-03-16,
Central African Republic,2022-03-16,-0.61863095
Chad,2022-03-16,0.19586605
Chile,2022-03-16,-0.15433629
China,2022-03-16,0.02350117
Colombia,2022-03-16,0.6481
Comoros,2022-03-16,0.45039895
Costa Rica,2022-03-16,-0.41744488
Croatia,2022-03-16,-1.871163
Cuba,2022-03-16,-0.4592336
Cyprus,2022-03-16,0.8638499
Czechia,2022-03-16,-2.094772
Democratic Republic of the Congo,2022-03-16,0.005217466
Denmark,2022-03-16,-0.1533135
Djibouti,2022-03-16,-0.78984004
Dominican Republic,2022-03-16,0.35997516
East Timor,2022-03-16,-0.83367354
Ecuador,2022-03-16,-0.55346197
Egypt,2022-03-16,0.71712327
El Salvador,2022-03-16,0.12455346
Equatorial Guinea,2022-03-16,-1.0845091
Eritrea,2022-03-16,0.15648293
Estonia,2022-03-16,0.52864784
Ethiopia,2022-03-16,-0.28608993
Falkland Islands,2022-03-16,0.73870546
Faroe Islands,2022-03-16,-0.083665974
Fiji,2022-03-16,2.2836425
Finland,2022-03-16,0.8964321
France,2022-03-16,-1.2221591
French Polynesia,2022-03-16,-0.62629455
French Southern and Antarctic Lands,2022-03-16,-0.69349635
Gabon,2022-03-16,-1.7977026
Gambia,2022-03-16,-1.4687911
Georgia,2022-03-16,0.53891873
Germany,2022-03-16,-1.3197913
Ghana,2022-03-16,-1.2764733
Greece,2022-03-16,-0.58998144
Greenland,2022-03-16,0.54022145
Guatemala,2022-03-16,0.044177227
Guinea,2022-03-16,0.5645617
Guinea-Bissau,2022-03-16,-1.1894894
Guyana,2022-03-16,1.2061204
Haiti,2022-03-16,0.82782227
Honduras,2022-03-16,0.5256049
Hungary,2022-03-16,-2.093296
Iceland,2022-03-16,1.8002319
India,2022-03-16,0.1595741
Indonesia,2022-03-16,-0.0053929253
Iran,2022-03-16,-1.2100948
Iraq,2022-03-16,-0.6859722
Ireland,2022-03-16,-0.9276808
Israel,2022-03-16,1.1572034
Italy,2022-03-16,-1.6812572
Ivory Coast,2022-03-16,-0.26747575
Jamaica,2022-03-16,-1.3115216
Japan,2022-03-16,-0.7069632
Jordan,2022-03-16,1.0615046
Kazakhstan,2022-03-16,0.4284636
Kenya,2022-03-16,-0.08799656
Kiribati,2022-03-16,
Kosovo,2022-03-16,-1.4913049
Kuwait,2022-03-16,-0.62783796
Kyrgyzstan,2022-03-16,1.520203
Laos,2022-03-16,1.834458
Latvia,2022-03-16,-0.07153584
Lebanon,2022-03-16,0.95815593
Lesotho,2022-03-16,-0.5730962
Liberia,2022-03-16,-0.39928183
Libya,2022-03-16,0.79137063
Lithuania,2022-03-16,-0.22544898
Luxembourg,2022-03-16,-0.7029251
Madagascar,2022-03-16,0.4155272
Malawi,2022-03-16,0.48214674
Malaysia,2022-03-16,0.3569512
Mali,2022-03-16,-0.66663957
Mauritania,2022-03-16,-1.0734718
Mauritius,2022-03-16,0.41386983
Mexico,2022-03-16,-1.1202798
Moldova,2022-03-16,-1.9010893
Mongolia,2022-03-16,-0.8052685
Montenegro,2022-03-16,-1.6551334
Morocco,2022-03-16,-0.75372976
Mozambique,2022-03-16,0.56609786
Myanmar,2022-03-16,1.0006874
Namibia,2022-03-16,0.5089887
Nepal,2022-03-16,0.23335376
Netherlands,2022-03-16,-0.9969201
New Caledonia,2022-03-16,1.589763
New Zealand,2022-03-16,-0.21456781
Nicaragua,2022-03-16,-0.47250217
Niger,2022-03-16,0.58765453
Nigeria,2022-03-16,0.12885459
North Korea,2022-03-16,0.47071156
North Macedonia,2022-03-16,-0.93387246
Northern Cyprus,2022-03-16,1.3387055
Norway,2022-03-16,0.46267948
Oman,2022-03-16,-0.96468437
Pakistan,2022-03-16,-1.0270646
Palestine,2022-03-16,1.0157362
Panama,2022-03-16,-0.10858889
Papua New Guinea,2022-03-16,-0.15055422
Paraguay,2022-03-16,-1.5315099
Peru,2022-03-16,-0.61471355
Philippines,2022-03-16,0.81466615
Poland,2022-03-16,-1.242849
Portugal,2022-03-16,-0.9731051
Puerto Rico,2022-03-16,0.40992522
Qatar,2022-03-16,-0.53125757
Republic of Serbia,2022-03-16,-1.8303001
Republic of the Congo,2022-03-16,-1.5989938
Romania,2022-03-16,-1.9479324
Russia,2022-03-16,0.084132805
Rwanda,2022-03-16,1.2806357
Saint Vincent and the Grenadines,2022-03-16,-0.04489422
Samoa,2022-03-16,-0.029728033
Saudi Arabia,2022-03-16,-0.26175207
Senegal,2022-03-16,-1.5282706
Siachen Glacier,2022-03-16,-0.5085145
Sierra Leone,2022-03-16,-0.33892563
Slovakia,2022-03-16,-2.0061867
Slovenia,2022-03-16,-1.6536615
Solomon Islands,2022-03-16,0.03714139
Somalia,2022-03-16,-0.056102835
Somaliland,2022-03-16,-1.5642035
South Africa,2022-03-16,0.14280117
South Georgia and the Islands,2022-03-16,-0.8651525
South Korea,2022-03-16,-0.63185847
South Sudan,2022-03-16,0.34132245
Spain,2022-03-16,-0.531759
Sri Lanka,2022-03-16,-0.01708168
Sudan,2022-03-16,0.44381854
Suriname,2022-03-16,0.8094518
Sweden,2022-03-16,-0.03204695
Switzerland,2022-03-16,-1.5033531
Syria,2022-03-16,0.28179663
Taiwan,2022-03-16,0.37635726
Tajikistan,2022-03-16,0.697125
Thailand,2022-03-16,1.8092663
The Bahamas,2022-03-16,0.5697828
Togo,2022-03-16,-1.5756427
Trinidad and Tobago,2022-03-16,0.7771332
Tunisia,2022-03-16,-0.98855704
Turkey,2022-03-16,0.5642626
Turkmenistan,2022-03-16,-0.48609045
Uganda,2022-03-16,0.5624747
Ukraine,2022-03-16,-1.1468996
United Arab Emirates,2022-03-16,-1.3370607
United Kingdom,2022-03-16,-0.7059573
United Republic of Tanzania,2022-03-16,0.48930588
United States Virgin Islands,2022-03-16,0.13119322
United States of America,2022-03-16,-0.20878224
Uruguay,2022-03-16,0.4441547
Uzbekistan,2022-03-16,0.20046338
Vanuatu,2022-03-16,0.11274115
Venezuela,2022-03-16,0.08268561
Vietnam,2022-03-16,1.277129
Western Sahara,2022-03-16,-0.6395944
Yemen,2022-03-16,-0.21309061
Zambia,2022-03-16,0.19753705
Zimbabwe,2022-03-16,0.07546527
eSwatini,2022-03-16,-1.5435009
Afghanistan,2022-04-16,-1.6974938
Aland,2022-04-16,-0.025145704
Albania,2022-04-16,-0.57042414
Algeria,2022-04-16,-0.18920171
Angola,2022-04-16,0.08434541
Antarctica,2022-04-16,
Argentina,2022-04-16,0.07229723
Armenia,2022-04-16,-1.1158943
Australia,2022-04-16,-0.0922338
Austria,2022-04-16,-1.3597507
Azerbaijan,2022-04-16,-1.1030859
Bangladesh,2022-04-16,-0.360366
Belarus,2022-04-16,-0.5002695
Belgium,2022-04-16,-1.1856586
Belize,2022-04-16,1.5863982
Benin,2022-04-16,-0.19411464
Bhutan,2022-04-16,0.6398382
Bolivia,2022-04-16,-1.1845016
Bosnia and Herzegovina,2022-04-16,-1.1820093
Botswana,2022-04-16,0.14748292
Brazil,2022-04-16,-0.25264028
Brunei,2022-04-16,1.7529852
Bulgaria,2022-04-16,-0.6911839
Burkina Faso,2022-04-16,-0.4756853
Burundi,2022-04-16,1.1340473
Cabo Verde,2022-04-16,-0.6686204
Cambodia,2022-04-16,1.5094007
Cameroon,2022-04-16,-0.6004743
Canada,2022-04-16,0.11628175
Cayman Islands,2022-04-16,
Central African Republic,2022-04-16,-0.57883227
Chad,2022-04-16,0.24661092
Chile,2022-04-16,0.07056929
China,2022-04-16,-0.46287113
Colombia,2022-04-16,1.0117997
Comoros,2022-04-16,1.2779434
Costa Rica,2022-04-16,0.34871787
Croatia,2022-04-16,-1.280579
Cuba,2022-04-16,0.23488982
Cyprus,2022-04-16,-0.0076747155
Czechia,2022-04-16,-1.5546592
Democratic Republic of the Congo,2022-04-16,0.09444724
Denmark,2022-04-16,-0.096240185
Djibouti,2022-04-16,-0.3802163
Dominican Republic,2022-04-16,0.46499696
East Timor,2022-04-16,-1.295808
Ecuador,2022-04-16,0.109294854
Egypt,2022-04-16,-0.32416698
El Salvador,2022-04-16,0.22181283
Equatorial Guinea,2022-04-16,-0.96665543
Eritrea,2022-04-16,0.07596101
Estonia,2022-04-16,-0.33894962
Ethiopia,2022-04-16,0.2222828
Falkland Islands,2022-04-16,1.2142717
Faroe Islands,2022-04-16,-0.1658986
Fiji,2022-04-16,1.6091149
Finland,2022-04-16,0.74611056
France,2022-04-16,-0.9115382
French Polynesia,2022-04-16,-1.8607379
French Southern and Antarctic Lands,2022-04-16,-0.5276981
Gabon,2022-04-16,-1.3631662
Gambia,2022-04-16,-1.1174027
