iso3,year,gdp_pc,pop,urban,unemp,political_stability
GMB,2022,6.661715248936414,14.784951459166134,63.852,6.269,0.04397328197956085
GNB,2019,6.695219779326951,14.492373873117662,43.777,3.127,-0.561567485332489
GNB,2020,6.693850821583784,14.515263373201211,44.196,2.413,-0.7216764688491821
GNB,2021,6.728948315846719,14.537653761075754,44.617,2.89,-0.2799859046936035
GNB,2022,6.816170665790237,14.560077299939753,45.041,3.031,-0.3859448730945587
GNQ,2019,8.999924337149348,14.328440166800556,72.627,7.967,-0.14789828658103943
GNQ,2020,8.825287886070482,14.35577924911945,73.1,8.064,-0.2215607762336731
GNQ,2021,8.659396504112262,14.380134356284403,73.561,8.781,-0.2027355134487152
GNQ,2022,8.845868064304248,14.405264730497676,74.01,8.976,-0.23628859221935272
GRC,2019,9.89713750981656,16.187769277345733,79.388,19.179,0.1624283343553543
GRC,2020,9.869690833311722,16.185623356280015,79.715,17.045,0.11518152803182602
GRC,2021,9.791814553077762,16.17345533138016,80.038,15.899,0.1013832688331604
GRC,2022,9.935698184890448,16.160856436807453,80.357,14.656,0.10646377503871918
GRD,2019,9.218608226797114,11.661181663569499,36.396,,0.9380796551704407
GRD,2020,9.25558071115167,11.66428081292377,36.537,,1.0326236486434937
GRD,2021,9.101480284518914,11.667258985224015,36.694,,1.0403109788894653
GRD,2022,9.171832417227987,11.669185347436324,36.868,,1.033623218536377
GRL,2019,10.906783818775203,10.937116776827516,87.052,,1.8873629570007324
GRL,2020,10.883864270491307,10.939639159861633,87.282,,1.9105945825576782
GRL,2021,10.911676580847272,10.944700221805979,87.507,,1.8775867223739624
GRL,2022,10.970540268935732,10.944841422363956,87.727,,1.56980299949646
GTM,2019,8.378608255215054,16.654811394407012,51.439,2.283,-0.577340841293335
GTM,2020,8.414495250530708,16.669525165461664,51.836,2.193,-0.41582930088043213
GTM,2021,8.406846402258568,16.683332752520982,52.245,2.955,-0.39551791548728943
GTM,2022,8.499563142832118,16.697395123542297,52.666,2.174,-0.26285088062286377
GUF,2019,,,,,0.24391065537929535
GUF,2020,,,,,0.3167935311794281
GUF,2021,,,,,0.32776111364364624
GUF,2022,,,,,0.3198494017124176
GUM,2019,10.523955171621456,11.994165726141953,94.859,5.449,0.886530876159668
GUM,2020,10.578342015445877,11.996326447552043,94.938,5.401,0.8893609642982483
GUM,2021,10.504599934242922,12.005974008633538,95.015,6.248,0.8785420656204224
GUM,2022,10.547310009658018,12.014791067364708,95.091,5.991,0.8161131143569946
GUY,2019,8.707546899245747,13.601902647570851,26.689,13.627,-0.254073828458786
GUY,2020,8.764962923369191,13.601674804390363,26.786,13.172,-0.13755472004413605
GUY,2021,8.821099347419706,13.611534628451356,26.897,15.334,-0.13711319863796234
GUY,2022,9.196329694041983,13.619053970662327,27.022,14.557,0.02073356695473194
HIC,2019,10.623271485595808,21.0524107239894,80.34664127382773,5.082106013821605,
HIC,2020,10.629863949016753,21.055077330587842,80.54438586385069,4.763018043097569,
HIC,2021,10.60209818170744,21.053892184606788,80.73221114529403,6.461614777827317,
HIC,2022,10.719116513351196,21.058687667798882,80.94196213833501,5.560637186019751,
HKG,2019,10.790093352124664,15.831466357473571,100.0,2.805,-0.22703735530376434
HKG,2020,10.786407650980697,15.827877030854541,100.0,2.917,0.05660666897892952
HKG,2021,10.738768425747955,15.81875926336306,100.0,5.808,0.26393407583236694
HKG,2022,10.815179008687553,15.809680118119626,100.0,5.174,0.5749272108078003
HND,2019,7.8098020111746385,16.11244300481422,57.73,5.648,-0.569057047367096
HND,2020,7.824976555077982,16.129988648068327,58.359,5.698,-0.44850772619247437
HND,2021,7.743969778005343,16.14667115438602,58.982,10.982,-0.627813994884491
HND,2022,7.913940649430753,16.1634391201884,59.6,8.506,-0.5683618187904358
HPC,2019,6.8848406328892136,20.530468463491804,36.56632147361843,4.350988450382499,
HPC,2020,6.892205669559577,20.55808844510224,37.046538966108834,4.358911385562939,
HPC,2021,6.87530855338535,20.58507220552847,37.53686938100273,5.084669867993814,
HPC,2022,6.9565453241612145,20.61111151108934,38.03986954789357,4.990254515990245,
HRV,2019,9.646038380610023,15.18907169457196,57.242,8.432,0.6855106949806213
HRV,2020,9.652704059409057,15.180123057132112,57.553,6.617,0.6072832345962524
HRV,2021,9.602954054393424,15.171083048240476,57.878,7.507,0.6215956807136536
HRV,2022,9.786387872483173,15.165047828718594,58.219,7.608,0.6725632548332214
HTI,2019,7.310804464231789,16.22292069327588,56.192,13.878,-0.8876373171806335
HTI,2020,7.209467498444694,16.235331692596304,57.088,14.057,-1.027492880821228
HTI,2021,7.162649703280782,16.246892126534558,57.964,15.546,-1.128130555152893
HTI,2022,7.515041660811513,16.258171109399573,58.82,15.28,-1.4191986322402954
HUN,2019,9.717462569588665,16.087102692806642,71.644,3.708,0.7619212865829468
HUN,2020,9.741724799142764,16.08458219637701,71.942,3.419,0.8370468616485596
HUN,2021,9.70423939868939,16.080490559984383,72.245,4.25,0.7985912561416626
HUN,2022,9.853804967119558,16.077802058475783,72.552,4.045,0.6786763072013855
IBD,2019,8.768650127082257,22.30128767475989,55.673018686201765,6.294315685709589,
IBD,2020,8.78231585145786,22.308125379944144,56.25723839974065,6.0807655937156495,
IBD,2021,8.738203461702124,22.31362987815711,56.83690278841036,6.972138212851693,
IBD,2022,8.904645673616995,22.318305054516518,57.405194940573296,6.339003291162474,
IBT,2019,8.539311056971199,22.60950223619532,50.82113554598617,5.9244398109915455,
IBT,2020,8.550546982130378,22.620402779838503,51.32859596951253,5.783017561453199,
IBT,2021,8.503630880362836,22.630282627342115,51.83017842714472,6.643821142086398,
IBT,2022,8.659431281050246,22.63946030806869,52.32617792522174,6.171750280800024,
IDA,2019,7.251273118959918,21.28239089192068,37.36699457841689,4.660565415333352,
IDA,2020,7.268365715023876,21.30446061468798,37.86849327875331,4.782675381380018,
IDA,2021,7.225839498908221,21.326181106888235,38.37709275348762,5.576853161498908,
IDA,2022,7.289642545348926,21.347345905763664,38.90244030109325,5.630881022096675,
IDB,2019,7.5333833448174765,20.235533692554004,43.0461551836081,4.758530254230673,
IDB,2020,7.538033880722276,20.255564049229584,43.526580341855976,5.07726731486215,
IDB,2021,7.459007644439824,20.275722193638806,44.01116666957683,5.847926636803599,
IDB,2022,7.5268238270754875,20.29539547371257,44.50567625494983,5.830786586759159,
IDN,2019,8.258669460684754,19.42311020250093,55.985,4.387,-0.5021430253982544
IDN,2020,8.320435589311186,19.431608214374723,56.641,3.59,-0.46231138706207275
IDN,2021,8.256789754082872,19.438654227593986,57.29,4.255,-0.5314491987228394
IDN,2022,8.36338285298817,19.446114732290518,57.934,3.827,-0.5538942217826843
IDX,2019,7.056609835288961,20.85000782903838,34.29014413418238,4.6060447006700524,
IDX,2020,7.085124725070587,20.873178965593844,34.812779941759665,4.61871804976572,
IDX,2021,7.073156538309059,20.895740909161653,35.34176827380708,5.424442147864788,
IDX,2022,7.134170051014395,20.917707127986247,35.89078654136491,5.517774929107163,
IMN,2019,11.400806880754146,11.338060041995572,52.735,,
IMN,2020,11.375128436560631,11.339333692485267,52.898,,
IMN,2021,11.283682513006543,11.339833187054728,53.076,,
IMN,2022,11.45423614358401,11.340142272994967,53.271,,
IND,2019,7.5838857692925234,21.05187172337467,34.472,7.652,-0.7968469858169556
IND,2020,7.6214051539820336,21.061606109843773,34.926,6.51,-0.8414192199707031
IND,2021,7.5533089002531435,21.06983259204506,35.393,7.859,-0.6910767555236816
IND,2022,7.714058738771414,21.07773459745116,35.872,6.38,-0.6150273680686951
INX,2019,,,,,
INX,2020,,,,,
INX,2021,,,,,
INX,2022,,,,,
IRL,2019,11.298976549185339,15.420228549073858,63.405,5.741,0.9594164490699768
IRL,2020,11.31215711932884,15.43286644037487,63.653,4.95,0.9655215740203857
IRL,2021,11.369314953684095,15.446824437036392,63.912,5.623,0.8436626195907593
IRL,2022,11.551780499258156,15.466634603443364,64.183,6.364,0.8846673965454102
IRN,2019,8.440698053206155,18.28201215564775,75.391,12.195,-1.711534023284912
IRN,2020,8.250953955318849,18.289699730629707,75.874,10.74,-1.6992063522338867
IRN,2021,8.002620965944114,18.298010022999144,76.345,9.687,-1.5844532251358032
IRN,2022,8.374429064844671,18.310020051584875,76.807,9.282,-1.6256123781204224
IRQ,2019,8.638824691468628,17.53375877199101,70.678,13.49,-2.6092777252197266
IRQ,2020,8.643271832226086,17.555952638942514,70.893,14.109,-2.4747695922851562
IRQ,2021,8.365250943157374,17.578365373653824,71.119,15.778,-2.3846940994262695
IRQ,2022,8.490539991846253,17.601302339576407,71.354,16.173,-2.409309148788452
ISL,2019,11.217912440945767,12.79542197772042,93.855,2.704,1.619806170463562
ISL,2020,11.133891499621383,12.81165284023301,93.898,3.507,1.375031590461731
ISL,2021,10.985692072740102,12.828046006635594,93.944,5.478,1.3723533153533936
ISL,2022,11.144444022035852,12.853183740961017,93.992,6.029,1.2496992349624634
ISR,2019,10.654022717363455,16.018717206978042,92.501,3.917,-0.8155680298805237
ISR,2020,10.697624918420328,16.036354000899127,92.587,3.731,-0.8878185153007507
ISR,2021,10.704941272812787,16.05317305607387,92.674,4.169,-1.122313141822815
ISR,2022,10.864195166835685,16.072836744552706,92.763,4.812,-1.228965401649475
ITA,2019,10.460359814511664,17.905329578686892,70.736,10.61,0.38111427426338196
ITA,2020,10.428594374550324,17.900458627769716,71.039,9.951,0.39934539794921875
ITA,2021,10.376346060925366,17.89530262778127,71.346,9.164,0.5505209565162659
ITA,2022,10.514679892292794,17.893279619112445,71.657,9.497,0.4662982225418091
JAM,2019,8.626604118617438,14.853406699794329,55.985,5.47,0.38830986618995667
JAM,2020,8.63181443256043,14.856048366272772,56.311,4.987,0.2586821913719177
JAM,2021,8.492785790984426,14.858498079684015,56.652,6.501,0.2179943323135376
JAM,2022,8.549725785281918,14.859013156254028,57.008,5.188,0.3642427921295166
JEY,2019,,,,,1.2802094221115112
JEY,2020,,,,,1.328798770904541
JEY,2021,,,,,1.2845908403396606
JEY,2022,,,,,1.6213418245315552
JOR,2019,8.329764189014949,16.183123833442203,91.203,18.257,-0.27688515186309814
JOR,2020,8.335698748552389,16.20107815626611,91.418,16.801,-0.2684018313884735
JOR,2021,8.299544549301578,16.219420072535417,91.626,19.213,-0.31256645917892456
JOR,2022,8.338903491736291,16.236435242819674,91.827,19.837,-0.2344309538602829
JPN,2019,10.590393625293084,18.65680369721463,91.698,2.467,1.0198123455047607
JPN,2020,10.60697995539892,18.65386175103713,91.782,2.351,1.0261452198028564
JPN,2021,10.597352829520016,18.649262226879053,91.867,2.809,1.0155017375946045
JPN,2022,10.598995942733442,18.644823707687568,91.955,2.828,1.0326372385025024
KAZ,2019,9.156146588209845,16.770918369458208,57.54,4.85,-0.16803734004497528
KAZ,2020,9.154523825889365,16.785007525838584,57.671,4.8,-0.2575668394565582
KAZ,2021,9.080403423348137,16.798340098110703,57.821,4.89,-0.23223072290420532
KAZ,2022,9.208699129451098,16.81297178601468,57.99,5.546,-0.46835383772850037
KEN,2019,7.515591139521756,17.751305303329204,27.507,4.284,-1.1057634353637695
KEN,2020,7.580907938995523,17.77092506669569,27.995,5.014,-1.0072400569915771
KEN,2021,7.564064492338477,17.789929152590577,28.493,5.619,-1.0324374437332153
KEN,2022,7.631119404818203,17.809158913411224,29.002,5.693,-0.9472808837890625
KGZ,2019,7.157361819229084,15.701095924175526,36.591,3.67,-0.2655680775642395
KGZ,2020,7.259819100546614,15.721579778715503,36.856,4.295,-0.4557925760746002
KGZ,2021,7.114377230019126,15.73993788040733,37.146,4.63,-0.4664672315120697
KGZ,2022,7.207857876249317,15.757874426392927,37.461,4.096,-0.471610426902771
KHM,2019,7.61907325399837,16.61773720552888,23.805,0.13,-0.07548864930868149
KHM,2020,7.707906298889182,16.63244350438415,24.232,0.119,-0.20906595885753632
KHM,2021,7.640958949504581,16.647211288008272,24.668,0.172,-0.1315222531557083
KHM,2022,7.681285067282273,16.660520169318875,25.114,0.396,-0.09802304208278656
KIR,2019,7.556291051432739,11.727399544780592,54.835,,1.1214336156845093
KIR,2020,7.467941029538861,11.74482259170745,55.594,,1.1575924158096313
KIR,2021,7.468389017033518,11.762726526466855,56.335,,1.137224555015564
KIR,2022,7.706184704942429,11.778890929633196,57.058,,1.1038483381271362
KNA,2019,10.038952521360745,10.75688108223817,30.799,,0.7008935213088989
KNA,2020,10.068810969513013,10.755133090916752,30.843,,0.9295788407325745
KNA,2021,9.844746541902841,10.752847570927493,30.906,,0.9496698975563049
KNA,2022,9.81799202441896,10.751692144575056,30.991,,0.9380820989608765
KOR,2019,10.417722047999781,17.76222136455961,81.43,3.824,0.5471979379653931
KOR,2020,10.370437050944272,17.76360005722208,81.414,3.746,0.6083378791809082
KOR,2021,10.364743624285717,17.762312484067333,81.414,3.931,0.6290457248687744
KOR,2022,10.466683281926754,17.760437618400346,81.427,3.639,0.5799767374992371
KSV,2019,,,,,-0.34861594438552856
KSV,2020,,,,,-0.27922073006629944
KSV,2021,,,,,-0.1135728657245636
KSV,2022,,,,,-0.19884523749351501
KWT,2019,10.375612753685516,15.306686420032761,100.0,2.204,0.17517338693141937
KWT,2020,10.364320312193465,15.297175778865604,100.0,2.251,0.22523225843906403
KWT,2021,10.136029819306689,15.288180990143045,100.0,3.557,0.263065904378891
KWT,2022,10.434663720757353,15.339312801234103,100.0,3.002,0.29189202189445496
LAC,2019,9.044073401975186,20.166940069204344,80.36738654631174,8.062001873597438,
LAC,2020,9.019963422929022,20.175242727255238,80.62999454810185,8.090688680970402,
LAC,2021,8.838171981431744,20.18178207010178,80.88943146141727,10.21771635507834,
LAC,2022,8.981601362007796,20.188230888037854,81.14426105100576,9.180661028976726,
LAO,2019,7.841928184312483,15.794805191705837,35.645,2.9,0.5303522348403931
LAO,2020,7.859150884918688,15.809739059222984,36.29,2.537,0.6939486861228943
LAO,2021,7.857007679672131,15.824153223311725,36.939,2.361,0.7125384211540222
LAO,2022,7.834412512597467,15.838250390322305,37.592,2.066,0.7894513607025146
LBN,2019,9.124187171598292,15.572435971904751,88.758,10.745,-1.6723570823669434
LBN,2020,9.094467017901259,15.556397346088994,88.925,11.301,-1.6211754083633423
LBN,2021,8.623567693326915,15.559150987768296,89.093,13.284,-1.4820048809051514
LBN,2022,8.305329262961486,15.563751518398625,89.262,12.669,-1.4225754737854004
LBR,2019,6.539879448859046,15.433654661293655,51.615,3.056,-0.34100890159606934
LBR,2020,6.489454415050458,15.454402995358572,52.089,3.068,-0.3091152608394623
LBR,2021,6.424525151184561,15.475512869206073,52.573,4.109,-0.2860034704208374
LBR,2022,6.504237431445681,15.496951686248599,53.065,3.845,-0.2672712504863739
LBY,2019,9.323364143041239,15.754400839589696,80.393,18.836,-2.5658981800079346
LBY,2020,9.206653071315426,15.76788533762316,80.691,19.05,-2.46235728263855
LBY,2021,8.802422975342925,15.78054733557197,80.994,19.613,-2.308474063873291
LBY,2022,8.50427569331958,15.792892380359149,81.302,19.641,-2.19370174407959
LCA,2019,9.362434521975729,12.087632519036884,18.754,19.329,0.9066039323806763
LCA,2020,9.375351270392,12.090942338276543,18.841,15.613,0.8647311329841614
LCA,2021,9.037304539018853,12.09246712190698,18.94,25.224,0.8320148587226868
LCA,2022,9.2552307633171,12.09391687209303,19.05,20.514,1.033623218536377
LCN,2019,9.10853336653351,20.27848131113383,80.84886799586049,7.932470904401236,
LCN,2020,9.085936094121456,20.285532129204846,81.08779692568868,8.000433574947005,
LCN,2021,8.915337763411106,20.291304523739797,81.32722807678581,10.21428158712633,
LCN,2022,9.05923045735778,20.297248156753756,81.56491535645569,9.157520461265182,
LDC,2019,6.977630963932827,20.779658943457843,34.20249209698375,4.887023550730103,
LDC,2020,7.006863991137679,20.803588012026832,34.740922878531336,4.886146553790232,
LDC,2021,6.9927441115250195,20.82688257430621,35.28907286912928,5.639128798620339,
LDC,2022,7.05749282517651,20.8495333146042,35.84971357752923,5.753024165848413,
LIC,2019,6.472598808549088,20.116261458440743,35.74482542301664,5.541300636516653,
LIC,2020,6.484545075712258,20.144595027492954,36.19183889138678,5.525978678530714,
LIC,2021,6.41011690936475,20.171751227175253,36.6549434168564,6.114632525362468,
LIC,2022,6.4667189062111206,20.198140957715026,37.14203805829287,6.1486767927545545,
LIE,2019,12.07247710846813,10.56004854652803,14.371,,1.5976498126983643
LIE,2020,12.02519707861886,10.568775236216993,14.416,,1.6692181825637817
LIE,2021,12.011705391068444,10.575972736647978,14.471,,1.5956846475601196
LIE,2022,12.21574982192697,10.583878719994873,14.538,,1.642753005027771
LKA,2019,8.379897226601495,16.897558132970186,18.585,4.318,-0.21553660929203033
LKA,2020,8.314329537609215,16.902864398565487,18.713,4.67,-0.08912885189056396
LKA,2021,8.255205214152499,16.91361889813513,18.86,5.364,-0.37677302956581116
LKA,2022,8.293289951649086,16.914746624532928,19.026,4.981,-0.8043068051338196
LMC,2019,7.639525584906619,21.79779623459576,38.94832919529998,6.12454592460654,
LMC,2020,7.675060627725398,21.811288538667373,39.43697279287626,5.631349754875584,
LMC,2021,7.629701069914402,21.823956972314615,39.93772202403249,6.674717298476009,
LMC,2022,7.7417279095593585,21.836227471876512,40.45163752488818,6.023665847977217,
LMY,2019,8.486087041677864,22.554862692767387,50.49108802680354,6.000988752515057,
LMY,2020,8.497892712987422,22.566070571722072,51.035869211508846,5.860904624535266,
LMY,2021,8.455002318744604,22.576221661461343,51.57273522218027,6.690896715080794,
LMY,2022,8.609940949305722,22.58552605845976,52.10064179984907,6.226029711626614,
LSO,2019,7.065319295622887,14.608233806475594,28.585,16.625,-0.42798033356666565
LSO,2020,6.986619200876161,14.62007701277991,29.028,16.876,-0.2535129487514496
LSO,2021,6.822831805265041,14.631557439472,29.48,18.399,-0.21322493255138397
LSO,2022,6.972218581041696,14.642362241164339,29.943,18.23,-0.2927369177341461
LTE,2019,9.206298766716932,21.560151580460836,63.218154758504966,5.03976185510265,
LTE,2020,9.22149802216924,21.563306780923874,64.03296966318617,5.185184720540277,
LTE,2021,9.197208545679773,21.565026771957463,64.81815587396383,5.918844427461473,
LTE,2022,9.372070075664732,21.566609738157993,65.6035316403987,5.495153626959386,
LTU,2019,9.865122513103076,14.849082510717947,67.855,6.147,0.7706235647201538
LTU,2020,9.883733438185494,14.84882634941462,68.046,6.255,0.9214769601821899
LTU,2021,9.92469349941174,14.848118362607208,68.249,8.487,0.809846818447113
LTU,2022,10.08039696863115,14.85636625391912,68.465,7.112,0.6530325412750244
LUX,2019,11.669303031391735,13.3374763699232,91.223,5.589,1.3333135843276978
LUX,2020,11.632454966308753,13.354139956665527,91.453,5.592,1.2124823331832886
LUX,2021,11.668732157186268,13.369323450336188,91.672,6.766,1.1940795183181763
LUX,2022,11.81277680640821,13.38949012935746,91.881,5.571,1.0643900632858276
LVA,2019,9.755693272097359,14.464612847715298,68.222,7.412,0.4268704354763031
LVA,2020,9.75817128512259,14.457600732007965,68.315,6.312,0.4621817469596863
LVA,2021,9.773619849251704,14.449167785227914,68.421,8.098,0.6734402179718018
LVA,2022,9.916497000450972,14.446454089450157,68.54,7.513,0.48640912771224976
MAC,2019,11.33573254038805,13.418013619505286,100.0,1.834,1.2154215574264526
MAC,2020,11.314080536115263,13.437757888422645,100.0,1.749,1.13755202293396
MAC,2021,10.51803125879759,13.433517806041252,100.0,2.566,1.0290210247039795
MAC,2022,10.722745542743208,13.425869585202996,100.0,2.229,1.122702717781067
MAF,2019,,10.441938070914238,,,
MAF,2020,9.85393271906782,10.366781220256765,,,
MAF,2021,,10.307651814911244,,,
MAF,2022,9.983609061387579,10.27055827265698,,,
MAR,2019,8.161003272133136,17.40487068121338,62.994,9.271,-0.3458053767681122
MAR,2020,8.162829191260244,17.41512722984946,63.532,9.194,-0.3595232367515564
MAR,2021,8.091942719534753,17.425196414641857,64.065,11.223,-0.40256267786026
MAR,2022,8.239048501014024,17.435282776909126,64.596,10.576,-0.3621191382408142
MCO,2019,12.145782769668632,10.54820575369157,100.0,,1.5773667097091675
MCO,2020,12.174307356871067,10.546656363289832,100.0,,1.177310585975647
MCO,2021,12.083294014418229,10.55911457318215,100.0,,1.1726552248001099
MCO,2022,12.318612466016138,10.56954612740534,100.0,,1.1870324611663818
MDA,2019,8.332416580136679,14.795423391191633,42.726,1.196,-0.3872883915901184
MDA,2020,8.390571399652002,14.784443074604004,42.849,1.466,-0.34011128544807434
MDA,2021,8.383839815643467,14.76940877936901,42.998,1.186,-0.20529724657535553
MDA,2022,8.57065922985615,14.743197703322801,43.173,0.785,-0.6590701937675476
MDG,2019,6.215522051697947,17.155525699870005,37.861,2.297,-0.3139573037624359
MDG,2020,6.214245708011786,17.181203586909763,38.534,2.469,-0.5093347430229187
MDG,2021,6.110960814791713,17.206357323002933,39.207,3.284,-0.5422626733779907
MDG,2022,6.1809881554042505,17.231178106620195,39.882,3.487,-0.48079660534858704
MDV,2019,9.343408993775304,13.097519303344248,40.238,4.95,0.027658289298415184
MDV,2020,9.37078029609233,13.126590430812605,40.669,4.562,0.363029807806015
MDV,2021,8.908409080469653,13.154160449548877,41.102,5.434,0.5347597002983093
MDV,2022,9.227801424881184,13.169449232921636,41.536,5.024,0.6450027823448181
MEA,2019,8.614239887667345,20.4258222259924,54.14250703597648,8.540163589798516,
MEA,2020,8.588860592533129,20.444087876479887,54.407438485423526,8.33464243815053,
MEA,2021,8.456980205296587,20.458751248488543,54.59282258001664,9.214422511702264,
MEA,2022,8.626096561276116,20.477811958333024,54.96648530933175,9.02712223286196,
MEX,2019,9.21878399954636,18.64990959819611,80.444,3.275,-0.8418691754341125
MEX,2020,9.246629422630928,18.658114139371747,80.731,3.477,-0.7914557456970215
MEX,2021,9.087185895428775,18.664788193125055,81.016,4.44,-0.6876158714294434
MEX,2022,9.241262387590684,18.672319363011095,81.3,4.019,-0.6892681121826172
MHL,2019,8.488406973507587,10.692103991155873,77.417,,1.172306776046753
MHL,2020,8.574015743698697,10.66209470456786,77.794,,0.9824131727218628
MHL,2021,8.641526791577107,10.630238740509851,78.162,,0.9341745376586914
MHL,2022,8.741713704211914,10.598557882657921,78.52,,1.0159205198287964
MIC,2019,8.564217751560898,22.46353343873926,51.90171129332602,6.034827151331057,
MIC,2020,8.577432515547711,22.473088123570008,52.482758415132494,5.886047407967245,
MIC,2021,8.536355594996788,22.481566626244202,53.05422329628024,6.735318730000017,
MIC,2022,8.693831991537415,22.489158760310655,53.61436344331951,6.232037254232601,
MKD,2019,8.811948577001,14.444792057645532,58.208,21.208,0.00814169179648161
MKD,2020,8.81267351824232,14.434001000441398,58.482,17.414,0.1120605394244194
MKD,2021,8.803814177721337,14.42370641997454,58.786,16.575,0.062484078109264374
MKD,2022,8.93863701973987,14.420761606617999,59.118,15.801,0.18083928525447845
MLI,2019,6.904128000491313,16.863285082867517,43.136,1.62,-2.214308738708496
MLI,2020,6.879303661782197,16.893460219014454,43.909,3.29,-2.1463520526885986
MLI,2021,6.859869795920841,16.924063798672503,44.677,3.528,-2.3329358100891113
MLI,2022,6.934663438998205,16.954158057933128,45.437,3.966,-2.560743570327759
MLT,2019,10.415780132303745,13.130156928633994,94.678,3.658,1.013645052909851
MLT,2020,10.386589953790194,13.1528731836089,94.744,3.616,0.9984779953956604
MLT,2021,10.368277501090047,13.158020054612363,94.81,4.347,0.8875144720077515
MLT,2022,10.547059812683587,13.182730083610451,94.875,3.394,0.9110143184661865
MMR,2019,7.168744061914512,17.779000389722434,30.852,0.767,-1.330501675605774
MMR,2020,7.262621267229978,17.786114158785928,31.141,0.407,-1.5117404460906982
MMR,2021,7.306676915521704,17.793079739175482,31.448,1.476,-2.0840792655944824
MMR,2022,7.125058886327109,17.79998048676813,31.771,4.34,-2.195713996887207
MNA,2019,7.933734641558665,20.33832514999032,51.06492703226756,9.28717424735234,
MNA,2020,7.8914692898871275,20.355865043331796,51.311662676976816,9.068633588618203,
MNA,2021,7.775454505326648,20.372940409239643,51.58272885333186,9.849293763900151,
MNA,2022,7.908214816401598,20.38990088750424,51.89478372838279,9.717982295065267,
MNE,2019,9.081470272472995,13.34830780260661,67.15,15.19,0.05806864798069
MNE,2020,9.087323257190063,13.34804769822829,67.488,15.128,-0.06119713932275772
MNE,2021,8.937563786596684,13.345591725123223,67.826,17.878,-0.052444636821746826
MNE,2022,9.146067287303225,13.343249983733196,68.164,16.543,-0.1408814787864685
MNG,2019,8.320604635742098,14.999588668756065,68.543,5.377,0.6367509365081787
MNG,2020,8.377366850691757,15.017642869622186,68.657,9.269,0.7178365588188171
MNG,2021,8.294362573827419,15.034492460136146,68.785,6.594,0.7059187889099121
MNG,2022,8.415739651399244,15.049162933937865,68.93,7.747,0.5299543738365173
MNP,2019,10.185253264214499,10.781640185019185,91.708,,
MNP,2020,10.10629227348246,10.769074290035578,91.798,,
MNP,2021,9.810321176491131,10.757455972332892,91.89,,
MNP,2022,9.875885157085532,10.738090891650067,91.983,,
MOZ,2019,6.2490235545253645,17.212846493831545,36.528,3.604,-0.7657200694084167
MOZ,2020,6.252082192727562,17.242495497261075,37.074,3.646,-1.28312349319458
MOZ,2021,6.136503576958185,17.272073265362838,37.628,3.921,-1.2570362091064453
MOZ,2022,6.2342299828668395,17.301546697075413,38.187,4.053,-1.265608310699463
MRT,2019,7.451784678388346,15.312386083409804,54.507,10.407,-0.5629211664199829
MRT,2020,7.477079620664375,15.341595339314695,55.327,10.416,-0.7009499669075012
MRT,2021,7.493186168816711,15.370465673899785,56.133,11.054,-0.555513858795166
MRT,2022,7.574450256494499,15.399761320544606,56.923,11.144,-0.5169493556022644
MTQ,2019,,,,,0.7522661089897156
MTQ,2020,,,,,0.6042508482933044
MTQ,2021,,,,,0.6303339004516602
MTQ,2022,,,,,0.6410870552062988
MUS,2019,9.362499979180026,14.051361033274834,40.766,6.426,0.8020082116127014
MUS,2020,9.341653925881992,14.051383940076931,40.76,6.331,0.8730455040931702
MUS,2021,9.106206091345923,14.051636669955844,40.775,8.626,0.8325955867767334
MUS,2022,9.112614306518125,14.048622657787492,40.81,7.719,0.8300235867500305
MWI,2019,6.278902540437449,16.761303987869095,17.174,5.014,-0.28681960701942444
MWI,2020,6.3645610935429975,16.78766136138041,17.427,4.966,-0.1188865527510643
MWI,2021,6.401100077198332,16.813602944259873,17.695,5.728,-0.10926304012537003
MWI,2022,6.425594078335839,16.839282422089504,17.98,5.662,-0.15798327326774597
MYS,2019,9.29668337523604,17.325281168988454,76.607,3.3,0.14648012816905975
MYS,2020,9.298368809948007,17.338617501302846,77.16,3.26,0.12586469948291779
MYS,2021,9.206083952961045,17.350142631742276,77.696,4.54,0.05955654755234718
MYS,2022,9.296803499275512,17.362120351755113,78.214,4.64,0.16311781108379364
NAC,2019,11.022363078536038,19.723345718156168,82.36215870150536,4.107214299191477,
NAC,2020,11.055748027019805,19.728123275521803,82.55365468913229,3.890566885067,
NAC,2021,11.039116884627877,19.730105594147112,82.75003865417622,8.230599907151527,
NAC,2022,11.147828206291763,19.73713724453974,82.94790101963014,5.592109799820869,
NAM,2019,8.577084958235247,14.79025659568361,51.042,19.877,0.5288904905319214
NAM,2020,8.462086536853176,14.819358584454578,52.033,19.921,0.5124315619468689
NAM,2021,8.263226920663014,14.848890040090025,53.005,21.004,0.5187892913818359
NAM,2022,8.392272748050816,14.876650098231542,53.956,20.922,0.5598857402801514
NCL,2019,10.460325109846162,12.555341229974847,71.104,11.702,
NCL,2020,10.41665051909401,12.557349043507108,71.518,10.88,
NCL,2021,10.412421305772199,12.56099505467653,71.925,13.558,
NCL,2022,10.471965508206903,12.567665974359825,72.325,11.54,
NER,2019,6.3605561467728275,16.948730755489738,16.517,0.535,-1.4050064086914062
NER,2020,6.330952418467333,16.98172849465228,16.626,0.531,-1.6672077178955078
NER,2021,6.362187225546873,17.01427101863921,16.751,0.594,-1.5385499000549316
